D1    dce_setenv          | Debug level is <DEBUG:DEBUG>
D495  dce_pop_int         | got <dce_svr_pid>=212042
D496  dce_submit_ext      | data transferred, Socket <2208> closed
D497  dce_pop_long        | got <dce_result>=1
D498  dce_table_destroy   | about to clear <9046e00>
D499  dce_table_destroy   | current time is <Fri Aug 29 22:51:16 2003>
D500  dce_findserver      | current time is <Fri Aug 29 22:51:16 2003>
W502  dce_findserver      | =======<sl_d_m05>@<150.191.201.76/KNUH1>:<4250>=======
D503  dce_submit_ext      | about to submit RPC to <sl_d_m05:>
D504  dce_submit_ext      |    :function<sl_spcid_tstcd_select>:socket<2208>
D505  dce_push_long       | sending <dce_rpccount>=0
D506  dce_pop_long        | got <dce_rpccount>=524
D507  dce_pop_int         | got <dce_svr_pid>=212042
D508  dce_submit_ext      | data transferred, Socket <2208> closed
D509  dce_pop_long        | got <dce_result>=3
D510  dce_table_destroy   | about to clear <9046480>
D511  dce_table_destroy   | current time is <Fri Aug 29 22:51:16 2003>
D512  dce_findserver      | current time is <Fri Aug 29 22:51:16 2003>
W514  dce_findserver      | =======<sl_d_m05>@<150.191.201.76/KNUH1>:<4250>=======
D515  dce_submit_ext      | about to submit RPC to <sl_d_m05:>
D516  dce_submit_ext      |    :function<sl_spcid_tstcd_select>:socket<2208>
D517  dce_push_long       | sending <dce_rpccount>=0
D518  dce_pop_long        | got <dce_rpccount>=525
D519  dce_pop_int         | got <dce_svr_pid>=212042
D520  dce_submit_ext      | data transferred, Socket <2208> closed
D521  dce_pop_long        | got <dce_result>=5
D522  dce_table_destroy   | about to clear <9047490>
D523  dce_table_destroy   | current time is <Fri Aug 29 22:51:16 2003>
D524  dce_findserver      | current time is <Fri Aug 29 22:51:16 2003>
W526  dce_findserver      | =======<sl_d_m05>@<150.191.201.76/KNUH1>:<4250>=======
D527  dce_submit_ext      | about to submit RPC to <sl_d_m05:>
D528  dce_submit_ext      |    :function<sl_spcid_tstcd_select>:socket<2208>
D529  dce_push_long       | sending <dce_rpccount>=0
D530  dce_pop_long        | got <dce_rpccount>=526
D531  dce_pop_int         | got <dce_svr_pid>=212042
D532  dce_submit_ext      | data transferred, Socket <2208> closed
D533  dce_pop_long        | got <dce_result>=5
D534  dce_table_destroy   | about to clear <9047bc0>
D535  dce_table_destroy   | current time is <Fri Aug 29 22:51:16 2003>
D536  dce_findserver      | current time is <Fri Aug 29 22:51:16 2003>
W538  dce_findserver      | =======<sl_d_m05>@<150.191.201.76/KNUH1>:<4250>=======
D539  dce_submit_ext      | about to submit RPC to <sl_d_m05:>
D540  dce_submit_ext      |    :function<sl_spcid_tstcd_select>:socket<2208>
D541  dce_push_long       | sending <dce_rpccount>=0
D542  dce_pop_long        | got <dce_rpccount>=527
D543  dce_pop_int         | got <dce_svr_pid>=212042
D544  dce_submit_ext      | data transferred, Socket <2208> closed
D545  dce_pop_long        | got <dce_result>=5
D546  dce_table_destroy   | about to clear <90475c0>
D547  dce_table_destroy   | current time is <Fri Aug 29 22:51:16 2003>
D548  dce_findserver      | current time is <Fri Aug 29 22:51:16 2003>
W550  dce_findserver      | =======<sl_d_m05>@<150.191.201.76/KNUH1>:<4250>=======
D551  dce_submit_ext      | about to submit RPC to <sl_d_m05:>
D552  dce_submit_ext      |    :function<sl_spcid_tstcd_select>:socket<2208>
D553  dce_push_long       | sending <dce_rpccount>=0
D554  dce_pop_long        | got <dce_rpccount>=528
D555  dce_pop_int         | got <dce_svr_pid>=212042
D556  dce_submit_ext      | data transferred, Socket <2208> closed
D557  dce_pop_long        | got <dce_result>=8
D558  dce_table_destroy   | about to clear <9047f10>
D559  dce_table_destroy   | current time is <Fri Aug 29 22:51:16 2003>
D560  dce_findserver      | current time is <Fri Aug 29 22:51:16 2003>
W562  dce_findserver      | =======<sl_d_m05>@<150.191.201.76/KNUH1>:<4250>=======
D563  dce_submit_ext      | about to submit RPC to <sl_d_m05:>
D564  dce_submit_ext      |    :function<sl_spcid_tstcd_select>:socket<2208>
D565  dce_push_long       | sending <dce_rpccount>=0
D566  dce_pop_long        | got <dce_rpccount>=529
D567  dce_pop_int         | got <dce_svr_pid>=212042
D568  dce_submit_ext      | data transferred, Socket <2208> closed
D569  dce_pop_long        | got <dce_result>=1
D570  dce_table_destroy   | about to clear <9047610>
D571  dce_table_destroy   | current time is <Fri Aug 29 22:51:16 2003>
D572  dce_findserver      | current time is <Fri Aug 29 22:51:16 2003>
W574  dce_findserver      | =======<sl_d_m05>@<150.191.201.76/KNUH1>:<4250>=======
D575  dce_submit_ext      | about to submit RPC to <sl_d_m05:>
D576  dce_submit_ext      |    :function<sl_spcid_tstcd_select>:socket<2208>
D577  dce_push_long       | sending <dce_rpccount>=0
D578  dce_pop_long        | got <dce_rpccount>=530
D579  dce_pop_int         | got <dce_svr_pid>=212042
D580  dce_submit_ext      | data transferred, Socket <2208> closed
D581  dce_pop_long        | got <dce_result>=1
D582  dce_table_destroy   | about to clear <9047190>
D583  dce_table_destroy   | current time is <Fri Aug 29 22:51:16 2003>
D584  dce_findserver      | current time is <Fri Aug 29 22:51:16 2003>
W586  dce_findserver      | =======<sl_d_m05>@<150.191.201.76/KNUH1>:<4250>=======
D587  dce_submit_ext      | about to submit RPC to <sl_d_m05:>
D588  dce_submit_ext      |    :function<sl_spcid_tstcd_select>:socket<2208>
D589  dce_push_long       | sending <dce_rpccount>=0
D590  dce_pop_long        | got <dce_rpccount>=531
D591  dce_pop_int         | got <dce_svr_pid>=212042
D592  dce_submit_ext      | data transferred, Socket <2208> closed
D593  dce_pop_long        | got <dce_result>=3
D594  dce_table_destroy   | about to clear <9047700>
D595  dce_table_destroy   | current time is <Fri Aug 29 22:51:16 2003>
D596  dce_findserver      | current time is <Fri Aug 29 22:51:16 2003>
W598  dce_findserver      | =======<sl_d_m05>@<150.191.201.76/KNUH1>:<4250>=======
D599  dce_submit_ext      | about to submit RPC to <sl_d_m05:>
D600  dce_submit_ext      |    :function<sl_spcid_tstcd_select>:socket<2208>
D601  dce_push_long       | sending <dce_rpccount>=0
D602  dce_pop_long        | got <dce_rpccount>=532
D603  dce_pop_int         | got <dce_svr_pid>=212042
D604  dce_submit_ext      | data transferred, Socket <2208> closed
D605  dce_pop_long        | got <dce_result>=1
D606  dce_table_destroy   | about to clear <9048400>
D607  dce_table_destroy   | current time is <Fri Aug 29 22:51:16 2003>
D608  dce_findserver      | current time is <Fri Aug 29 22:51:16 2003>
W610  dce_findserver      | =======<sl_d_m05>@<150.191.201.76/KNUH1>:<4250>=======
D611  dce_submit_ext      | about to submit RPC to <sl_d_m05:>
D612  dce_submit_ext      |    :function<sl_spcid_tstcd_select>:socket<2208>
D613  dce_push_long       | sending <dce_rpccount>=0
D614  dce_pop_long        | got <dce_rpccount>=533
D615  dce_pop_int         | got <dce_svr_pid>=212042
D616  dce_submit_ext      | data transferred, Socket <2208> closed
D617  dce_pop_long        | got <dce_result>=6
D618  dce_table_destroy   | about to clear <9048ae0>
D619  dce_table_destroy   | current time is <Fri Aug 29 22:51:16 2003>
D620  dce_findserver      | current time is <Fri Aug 29 22:51:16 2003>
W622  dce_findserver      | =======<sl_d_m05>@<150.191.201.76/KNUH1>:<4250>=======
D623  dce_submit_ext      | about to submit RPC to <sl_d_m05:>
D624  dce_submit_ext      |    :function<sl_spcid_tstcd_select>:socket<2208>
D625  dce_push_long       | sending <dce_rpccount>=0
D626  dce_pop_long        | got <dce_rpccount>=534
D627  dce_pop_int         | got <dce_svr_pid>=212042
D628  dce_submit_ext      | data transferred, Socket <2208> closed
D629  dce_pop_long        | got <dce_result>=6
D630  dce_table_destroy   | about to clear <9048530>
D631  dce_table_destroy   | current time is <Fri Aug 29 22:51:16 2003>
D632  dce_findserver      | current time is <Fri Aug 29 22:51:16 2003>
W634  dce_findserver      | =======<sl_d_m05>@<150.191.201.76/KNUH1>:<4250>=======
D635  dce_submit_ext      | about to submit RPC to <sl_d_m05:>
D636  dce_submit_ext      |    :function<sl_spcid_tstcd_select>:socket<2208>
D637  dce_push_long       | sending <dce_rpccount>=0
D638  dce_pop_long        | got <dce_rpccount>=535
D639  dce_pop_int         | got <dce_svr_pid>=212042
D640  dce_submit_ext      | data transferred, Socket <2208> closed
D641  dce_pop_long        | got <dce_result>=1
D642  dce_table_destroy   | about to clear <9048ec0>
D643  dce_table_destroy   | current time is <Fri Aug 29 22:51:16 2003>
D644  dce_findserver      | current time is <Fri Aug 29 22:51:16 2003>
W646  dce_findserver      | =======<sl_d_m05>@<150.191.201.76/KNUH1>:<4250>=======
D647  dce_submit_ext      | about to submit RPC to <sl_d_m05:>
D648  dce_submit_ext      |    :function<sl_spcid_tstcd_select>:socket<2208>
D649  dce_push_long       | sending <dce_rpccount>=0
D650  dce_pop_long        | got <dce_rpccount>=536
D651  dce_pop_int         | got <dce_svr_pid>=212042
D652  dce_submit_ext      | data transferred, Socket <2208> closed
D653  dce_pop_long        | got <dce_result>=5
D654  dce_table_destroy   | about to clear <9048f50>
D655  dce_table_destroy   | current time is <Fri Aug 29 22:51:16 2003>
D656  dce_findserver      | current time is <Fri Aug 29 22:51:16 2003>
W658  dce_findserver      | =======<sl_d_m05>@<150.191.201.76/KNUH1>:<4250>=======
D659  dce_submit_ext      | about to submit RPC to <sl_d_m05:>
D660  dce_submit_ext      |    :function<sl_spcid_tstcd_select>:socket<2208>
D661  dce_push_long       | sending <dce_rpccount>=0
D662  dce_pop_long        | got <dce_rpccount>=537
D663  dce_pop_int         | got <dce_svr_pid>=212042
D664  dce_submit_ext      | data transferred, Socket <2208> closed
D665  dce_pop_long        | got <dce_result>=1
D666  dce_table_destroy   | about to clear <90481e0>
D667  dce_table_destroy   | current time is <Fri Aug 29 22:51:16 2003>
D668  dce_findserver      | current time is <Fri Aug 29 22:51:16 2003>
W670  dce_findserver      | =======<sl_d_m05>@<150.191.201.76/KNUH1>:<4250>=======
D671  dce_submit_ext      | about to submit RPC to <sl_d_m05:>
D672  dce_submit_ext      |    :function<sl_spcid_tstcd_select>:socket<2208>
D673  dce_push_long       | sending <dce_rpccount>=0
D674  dce_pop_long        | got <dce_rpccount>=538
D675  dce_pop_int         | got <dce_svr_pid>=212042
D676  dce_submit_ext      | data transferred, Socket <2208> closed
D677  dce_pop_long        | got <dce_result>=9
D678  dce_table_destroy   | about to clear <90485d0>
D679  dce_table_destroy   | current time is <Fri Aug 29 22:51:16 2003>
D680  dce_findserver      | current time is <Fri Aug 29 22:51:16 2003>
W682  dce_findserver      | =======<sl_d_m05>@<150.191.201.76/KNUH1>:<4250>=======
D683  dce_submit_ext      | about to submit RPC to <sl_d_m05:>
D684  dce_submit_ext      |    :function<sl_spcid_tstcd_select>:socket<2208>
D685  dce_push_long       | sending <dce_rpccount>=0
D686  dce_pop_long        | got <dce_rpccount>=539
D687  dce_pop_int         | got <dce_svr_pid>=212042
D688  dce_submit_ext      | data transferred, Socket <2208> closed
D689  dce_pop_long        | got <dce_result>=2
D690  dce_table_destroy   | about to clear <90493f0>
D691  dce_table_destroy   | current time is <Fri Aug 29 22:51:16 2003>
D692  dce_findserver      | current time is <Fri Aug 29 22:51:16 2003>
W694  dce_findserver      | =======<sl_d_m05>@<150.191.201.76/KNUH1>:<4250>=======
D695  dce_submit_ext      | about to submit RPC to <sl_d_m05:>
D696  dce_submit_ext      |    :function<sl_spcid_tstcd_select>:socket<2208>
D697  dce_push_long       | sending <dce_rpccount>=0
D698  dce_pop_long        | got <dce_rpccount>=540
D699  dce_pop_int         | got <dce_svr_pid>=212042
D700  dce_submit_ext      | data transferred, Socket <2208> closed
D701  dce_pop_long        | got <dce_result>=0
D702  dce_table_destroy   | about to clear <9049ae0>
D703  dce_table_destroy   | current time is <Fri Aug 29 22:51:16 2003>
D704  dce_findserver      | current time is <Fri Aug 29 22:51:16 2003>
W706  dce_findserver      | =======<sl_d_m05>@<150.191.201.76/KNUH1>:<4250>=======
D707  dce_submit_ext      | about to submit RPC to <sl_d_m05:>
D708  dce_submit_ext      |    :function<sl_spcid_tstcd_select>:socket<2208>
D709  dce_push_long       | sending <dce_rpccount>=0
D710  dce_pop_long        | got <dce_rpccount>=541
D711  dce_pop_int         | got <dce_svr_pid>=212042
D712  dce_submit_ext      | data transferred, Socket <2208> closed
D713  dce_pop_long        | got <dce_result>=0
D714  dce_table_destroy   | about to clear <9049100>
D715  dce_table_destroy   | current time is <Fri Aug 29 22:51:16 2003>
D716  dce_findserver      | current time is <Fri Aug 29 22:51:16 2003>
W718  dce_findserver      | =======<sl_d_m05>@<150.191.201.76/KNUH1>:<4250>=======
D719  dce_submit_ext      | about to submit RPC to <sl_d_m05:>
D720  dce_submit_ext      |    :function<sl_spcid_tstcd_select>:socket<2208>
D721  dce_push_long       | sending <dce_rpccount>=0
D722  dce_pop_long        | got <dce_rpccount>=542
D723  dce_pop_int         | got <dce_svr_pid>=212042
D724  dce_submit_ext      | data transferred, Socket <2208> closed
D725  dce_pop_long        | got <dce_result>=0
D726  dce_table_destroy   | about to clear <90497d0>
D727  dce_table_destroy   | current time is <Fri Aug 29 22:51:16 2003>
D728  dce_findserver      | current time is <Fri Aug 29 22:51:16 2003>
W730  dce_findserver      | =======<sl_d_m05>@<150.191.201.76/KNUH1>:<4250>=======
D731  dce_submit_ext      | about to submit RPC to <sl_d_m05:>
D732  dce_submit_ext      |    :function<sl_spcid_tstcd_select>:socket<2208>
D733  dce_push_long       | sending <dce_rpccount>=0
D734  dce_pop_long        | got <dce_rpccount>=543
D735  dce_pop_int         | got <dce_svr_pid>=212042
D736  dce_submit_ext      | data transferred, Socket <2208> closed
D737  dce_pop_long        | got <dce_result>=0
D738  dce_table_destroy   | about to clear <9049340>
D739  dce_table_destroy   | current time is <Fri Aug 29 22:51:16 2003>
D740  dce_findserver      | current time is <Fri Aug 29 22:51:16 2003>
W742  dce_findserver      | =======<sl_d_m05>@<150.191.201.76/KNUH1>:<4250>=======
D743  dce_submit_ext      | about to submit RPC to <sl_d_m05:>
D744  dce_submit_ext      |    :function<sl_spcid_tstcd_select>:socket<2208>
D745  dce_push_long       | sending <dce_rpccount>=0
D746  dce_pop_long        | got <dce_rpccount>=544
D747  dce_pop_int         | got <dce_svr_pid>=212042
D748  dce_submit_ext      | data transferred, Socket <2208> closed
D749  dce_pop_long        | got <dce_result>=0
D750  dce_table_destroy   | about to clear <9049b80>
D751  dce_table_destroy   | current time is <Fri Aug 29 22:51:16 2003>
D752  dce_findserver      | current time is <Fri Aug 29 22:51:16 2003>
W754  dce_findserver      | =======<sl_d_m05>@<150.191.201.76/KNUH1>:<4250>=======
D755  dce_submit_ext      | about to submit RPC to <sl_d_m05:>
D756  dce_submit_ext      |    :function<sl_spcid_tstcd_select>:socket<2208>
D757  dce_push_long       | sending <dce_rpccount>=0
D758  dce_pop_long        | got <dce_rpccount>=545
D759  dce_pop_int         | got <dce_svr_pid>=212042
D760  dce_submit_ext      | data transferred, Socket <2208> closed
D761  dce_pop_long        | got <dce_result>=0
D762  dce_table_destroy   | about to clear <9049b80>
D763  dce_table_destroy   | current time is <Fri Aug 29 22:51:17 2003>
D764  dce_findserver      | current time is <Fri Aug 29 22:51:17 2003>
W766  dce_findserver      | =======<sl_d_m05>@<150.191.201.76/KNUH1>:<4250>=======
D767  dce_submit_ext      | about to submit RPC to <sl_d_m05:>
D768  dce_submit_ext      |    :function<sl_spcid_tstcd_select>:socket<2208>
D769  dce_push_long       | sending <dce_rpccount>=0
D770  dce_pop_long        | got <dce_rpccount>=546
D771  dce_pop_int         | got <dce_svr_pid>=212042
D772  dce_submit_ext      | data transferred, Socket <2208> closed
D773  dce_pop_long        | got <dce_result>=0
D774  dce_table_destroy   | about to clear <9049600>
D775  dce_table_destroy   | current time is <Fri Aug 29 22:51:17 2003>
D776  dce_findserver      | current time is <Fri Aug 29 22:51:17 2003>
W778  dce_findserver      | =======<sl_d_m05>@<150.191.201.76/KNUH1>:<4250>=======
D779  dce_submit_ext      | about to submit RPC to <sl_d_m05:>
D780  dce_submit_ext      |    :function<sl_spcid_tstcd_select>:socket<2208>
D781  dce_push_long       | sending <dce_rpccount>=0
D782  dce_pop_long        | got <dce_rpccount>=547
D783  dce_pop_int         | got <dce_svr_pid>=212042
D784  dce_submit_ext      | data transferred, Socket <2208> closed
D785  dce_pop_long        | got <dce_result>=0
D786  dce_table_destroy   | about to clear <9049710>
D787  dce_table_destroy   | current time is <Fri Aug 29 22:51:17 2003>
D788  dce_findserver      | current time is <Fri Aug 29 22:51:17 2003>
W790  dce_findserver      | =======<sl_d_m05>@<150.191.201.76/KNUH1>:<4250>=======
D791  dce_submit_ext      | about to submit RPC to <sl_d_m05:>
D792  dce_submit_ext      |    :function<sl_spcid_tstcd_select>:socket<2208>
D793  dce_push_long       | sending <dce_rpccount>=0
D794  dce_pop_long        | got <dce_rpccount>=548
D795  dce_pop_int         | got <dce_svr_pid>=212042
D796  dce_submit_ext      | data transferred, Socket <2208> closed
D797  dce_pop_long        | got <dce_result>=0
D798  dce_table_destroy   | about to clear <9049c00>
D799  dce_table_destroy   | current time is <Fri Aug 29 22:51:17 2003>
D800  dce_findserver      | current time is <Fri Aug 29 22:51:17 2003>
W802  dce_findserver      | =======<sl_d_m05>@<150.191.201.76/KNUH1>:<4250>=======
D803  dce_submit_ext      | about to submit RPC to <sl_d_m05:>
D804  dce_submit_ext      |    :function<sl_spcid_tstcd_select>:socket<2208>
D805  dce_push_long       | sending <dce_rpccount>=0
D806  dce_pop_long        | got <dce_rpccount>=549
D807  dce_pop_int         | got <dce_svr_pid>=212042
D808  dce_submit_ext      | data transferred, Socket <2208> closed
D809  dce_pop_long        | got <dce_result>=0
D810  dce_table_destroy   | about to clear <904a2e0>
D811  dce_table_destroy   | current time is <Fri Aug 29 22:51:17 2003>
D812  dce_findserver      | current time is <Fri Aug 29 22:51:17 2003>
W814  dce_findserver      | =======<sl_d_m05>@<150.191.201.76/KNUH1>:<4250>=======
D815  dce_submit_ext      | about to submit RPC to <sl_d_m05:>
D816  dce_submit_ext      |    :function<sl_spcid_tstcd_select>:socket<2208>
D817  dce_push_long       | sending <dce_rpccount>=0
D818  dce_pop_long        | got <dce_rpccount>=550
D819  dce_pop_int         | got <dce_svr_pid>=212042
D820  dce_submit_ext      | data transferred, Socket <2208> closed
D821  dce_pop_long        | got <dce_result>=0
D822  dce_table_destroy   | about to clear <904a810>
D823  dce_table_destroy   | current time is <Fri Aug 29 22:51:17 2003>
D824  dce_findserver      | current time is <Fri Aug 29 22:51:17 2003>
W826  dce_findserver      | =======<sl_d_m05>@<150.191.201.76/KNUH1>:<4250>=======
D827  dce_submit_ext      | about to submit RPC to <sl_d_m05:>
D828  dce_submit_ext      |    :function<sl_spcid_tstcd_select>:socket<2208>
D829  dce_push_long       | sending <dce_rpccount>=0
D830  dce_pop_long        | got <dce_rpccount>=551
D831  dce_pop_int         | got <dce_svr_pid>=212042
D832  dce_submit_ext      | data transferred, Socket <2208> closed
D833  dce_pop_long        | got <dce_result>=0
D834  dce_table_destroy   | about to clear <904ace0>
D835  dce_table_destroy   | current time is <Fri Aug 29 22:51:17 2003>
D836  dce_findserver      | current time is <Fri Aug 29 22:51:17 2003>
W838  dce_findserver      | =======<sl_d_m05>@<150.191.201.76/KNUH1>:<4250>=======
D839  dce_submit_ext      | about to submit RPC to <sl_d_m05:>
D840  dce_submit_ext      |    :function<sl_spcid_tstcd_select>:socket<2208>
D841  dce_push_long       | sending <dce_rpccount>=0
D842  dce_pop_long        | got <dce_rpccount>=552
D843  dce_pop_int         | got <dce_svr_pid>=212042
D844  dce_submit_ext      | data transferred, Socket <2208> closed
D845  dce_pop_long        | got <dce_result>=0
D846  dce_table_destroy   | about to clear <904a460>
D847  dce_table_destroy   | current time is <Fri Aug 29 22:51:17 2003>
D848  dce_findserver      | current time is <Fri Aug 29 22:51:17 2003>
W850  dce_findserver      | =======<sl_d_m05>@<150.191.201.76/KNUH1>:<4250>=======
D851  dce_submit_ext      | about to submit RPC to <sl_d_m05:>
D852  dce_submit_ext      |    :function<sl_spcid_tstcd_select>:socket<2208>
D853  dce_push_long       | sending <dce_rpccount>=0
D854  dce_pop_long        | got <dce_rpccount>=553
D855  dce_pop_int         | got <dce_svr_pid>=212042
D856  dce_submit_ext      | data transferred, Socket <2208> closed
D857  dce_pop_long        | got <dce_result>=0
D858  dce_table_destroy   | about to clear <904ae30>
D859  dce_table_destroy   | current time is <Fri Aug 29 22:51:17 2003>
D860  dce_findserver      | current time is <Fri Aug 29 22:51:29 2003>
W862  dce_findserver      | =======<sl_d_m05>@<150.191.201.76/KNUH1>:<4250>=======
D863  dce_submit_ext      | about to submit RPC to <sl_d_m05:>
D864  dce_submit_ext      |    :function<sl_spcid_tstcd_select>:socket<2208>
D865  dce_push_long       | sending <dce_rpccount>=0
D866  dce_pop_long        | got <dce_rpccount>=554
D867  dce_pop_int         | got <dce_svr_pid>=212042
D868  dce_submit_ext      | data transferred, Socket <2208> closed
D869  dce_pop_long        | got <dce_result>=3
D870  dce_table_destroy   | about to clear <904a870>
D871  dce_table_destroy   | current time is <Fri Aug 29 22:51:29 2003>
D872  dce_findserver      | current time is <Fri Aug 29 22:51:31 2003>
W874  dce_findserver      | =======<sl_d_m05>@<150.191.201.76/KNUH1>:<4250>=======
D875  dce_submit_ext      | about to submit RPC to <sl_d_m05:>
D876  dce_submit_ext      |    :function<sl_spcid_tstcd_select>:socket<2208>
D877  dce_push_long       | sending <dce_rpccount>=0
D878  dce_pop_long        | got <dce_rpccount>=555
D879  dce_pop_int         | got <dce_svr_pid>=212042
D880  dce_submit_ext      | data transferred, Socket <2208> closed
D881  dce_pop_long        | got <dce_result>=3
D882  dce_table_destroy   | about to clear <904a100>
D883  dce_table_destroy   | current time is <Fri Aug 29 22:51:31 2003>
D884  dce_release         | Releasing <1> pointers
