20100107074142S:A1500,0015,  00001297,1, 0,00
20100107085354S:A1503,0015,  00000107,01,00
20100107085356R:A1501,0 15,  00001286,0, 0
20100107085356R:A1510,0 15,  00001286, 1, 0, 1, 0
20100107085356S:A1500,0015,  00000115,1, 0,00
20100107085405R:A1510,0 15,  00001286, 9, 0, 1, 0
20100107085407R:U1500,0 15,  00000107, 0
20100107085407S:U1500,0 15,  00000107,00
20100107085413S:A1500,0015,  00000049,1, 0,00
20100107085416R:A1504,0 15,  00000107, 0, 0
20100107085416R:A1503,0 15,  00001286, 0, 0
20100107085417S:A1503,0015,  00001286,01,00
20100107085423R:U1500,0 15,  00001286, 0
20100107085423S:U1500,0 15,  00001286,00
20100107085428S:A1500,0015,  00001206,1, 0,00
20100107085456R:A1504,0 15,  00001286, 0, 0
20100107085516R:A1501,0 15,  00000135,0, 0
20100107085516R:A1510,0 15,  00000135, 1, 0, 0, 0
20100107085525R:A1510,0 15,  00000135, 9, 0, 0, 0
20100107085529R:A1503,0 15,  00000135, 0, 0
20100107085529S:A1503,0015,  00000135,01,00
20100107085532R:A1501,0 15,  00000036,0, 0
20100107085533R:A1510,0 15,  00000036, 1, 0, 1, 0
20100107085542R:A1510,0 15,  00000036, 9, 0, 1, 0
20100107085544R:U1500,0 15,  00000135, 0
20100107085544S:U1500,0 15,  00000135,00
20100107085553R:A1504,0 15,  00000135, 0, 0
20100107085553R:A1503,0 15,  00000036, 0, 0
20100107085554S:A1503,0015,  00000036,01,00
20100107085559R:U1500,0 15,  00000036, 0
20100107085559S:U1500,0 15,  00000036,00
20100107085632R:A1504,0 15,  00000036, 0, 0
20100107085804R:A1501,0 15,  00001171,0, 0
20100107085804R:A1510,0 15,  00001171, 1, 0, 0, 0
20100107085813R:A1510,0 15,  00001171, 9, 0, 0, 0
20100107085818R:A1503,0 15,  00001171, 0, 0
20100107085818S:A1503,0015,  00001171,01,00
20100107085824R:U1500,0 15,  00001171, 0
20100107085824S:U1500,0 15,  00001171,00
20100107085827R:A1504,0 15,  00001171, 0, 0
20100107085846R:A1501,0 15,  00001215,0, 0
20100107085846R:A1510,0 15,  00001215, 1, 0, 0, 0
20100107085855R:A1510,0 15,  00001215, 9, 0, 0, 0
20100107085859R:A1503,0 15,  00001215, 0, 0
20100107085900S:A1503,0015,  00001215,01,00
20100107085907R:A1501,0 15,  00001261,0, 0
20100107085907R:A1510,0 15,  00001261, 1, 0, 1, 0
20100107085916R:A1510,0 15,  00001261, 9, 0, 1, 0
20100107085918R:U1500,0 15,  00001215, 0
20100107085918S:U1500,0 15,  00001215,00
20100107085927R:A1504,0 15,  00001215, 0, 0
20100107085927R:A1503,0 15,  00001261, 0, 0
20100107085927S:A1503,0015,  00001261,01,00
20100107085933R:U1500,0 15,  00001261, 0
20100107085933S:U1500,0 15,  00001261,00
20100107090006R:A1504,0 15,  00001261, 0, 0
20100107090008S:A1500,0015,  00000167,1, 0,00
20100107090018R:A1501,0 15,  00001022,0, 0
20100107090019R:A1510,0 15,  00001022, 1, 0, 0, 0
20100107090028R:A1510,0 15,  00001022, 9, 0, 0, 0
20100107090032R:A1503,0 15,  00001022, 0, 0
20100107090032S:A1503,0015,  00001022,01,00
20100107090038R:U1500,0 15,  00001022, 0
20100107090038S:U1500,0 15,  00001022,00
20100107090046R:A1504,0 15,  00001022, 0, 0
20100107090228R:A1501,0 15,  00001031,0, 0
20100107090228R:A1510,0 15,  00001031, 1, 0, 0, 0
20100107090237R:A1510,0 15,  00001031, 9, 0, 0, 0
20100107090241R:A1503,0 15,  00001031, 0, 0
20100107090242S:A1503,0015,  00001031,01,00
20100107090249R:A1501,0 15,  00000158,0, 0
20100107090249R:A1510,0 15,  00000158, 1, 0, 1, 0
20100107090258R:A1510,0 15,  00000158, 9, 0, 1, 0
20100107090300R:U1500,0 15,  00001031, 0
20100107090300S:U1500,0 15,  00001031,00
20100107090309R:A1504,0 15,  00001031, 0, 0
20100107090309R:A1503,0 15,  00000158, 0, 0
20100107090310S:A1503,0015,  00000158,01,00
20100107090312S:A1500,0015,  00001257,1, 0,00
20100107090316R:U1500,0 15,  00000158, 0
20100107090316S:U1500,0 15,  00000158,00
20100107090327S:A1500,0015,  00000007,1, 0,00
20100107090336R:A1504,0 15,  00000158, 0, 0
20100107090339S:A1500,0015,  00001296,1, 0,00
20100107090348R:A1501,0 15,  00001049,0, 0
20100107090348R:A1510,0 15,  00001049, 1, 0, 0, 0
20100107090357R:A1510,0 15,  00001049, 9, 0, 0, 0
20100107090402R:A1503,0 15,  00001049, 0, 0
20100107090402S:A1503,0015,  00001049,01,00
20100107090408R:U1500,0 15,  00001049, 0
20100107090408S:U1500,0 15,  00001049,00
20100107090416R:A1504,0 15,  00001049, 0, 0
20100107090718R:A1501,0 15,  00000049,0, 0
20100107090718R:A1510,0 15,  00000049, 1, 0, 0, 0
20100107090727R:A1510,0 15,  00000049, 9, 0, 0, 0
20100107090731R:A1503,0 15,  00000049, 0, 0
20100107090732S:A1503,0015,  00000049,01,00
20100107090735R:A1501,0 15,  00001206,0, 0
20100107090735R:A1510,0 15,  00001206, 1, 0, 1, 0
20100107090744R:A1510,0 15,  00001206, 9, 0, 1, 0
20100107090746R:U1500,0 15,  00000049, 0
20100107090746S:U1500,0 15,  00000049,00
20100107090755R:A1504,0 15,  00000049, 0, 0
20100107090755R:A1503,0 15,  00001206, 0, 0
20100107090756S:A1503,0015,  00001206,01,00
20100107090802R:U1500,0 15,  00001206, 0
20100107090802S:U1500,0 15,  00001206,00
20100107090804S:A1500,0015,  00000172,1, 0,00
20100107090827S:A1500,0015,  00000011,1, 0,00
20100107090835R:A1504,0 15,  00001206, 0, 0
20100107090920R:A1501,0 15,  00001292,0, 0
20100107090920R:A1510,0 15,  00001292, 1, 0, 0, 0
20100107090929R:A1510,0 15,  00001292, 9, 0, 0, 0
20100107090933R:A1503,0 15,  00001292, 0, 0
20100107090934S:A1503,0015,  00001292,01,00
20100107090941R:A1501,0 15,  00000080,0, 0
20100107090941R:A1510,0 15,  00000080, 1, 0, 1, 0
20100107090950R:A1510,0 15,  00000080, 9, 0, 1, 0
20100107090952R:U1500,0 15,  00001292, 0
20100107090952S:U1500,0 15,  00001292,00
20100107090955S:A1500,0015,  00000071,1, 0,00
20100107091001R:A1504,0 15,  00001292, 0, 0
20100107091001R:A1503,0 15,  00000080, 0, 0
20100107091002S:A1503,0015,  00000080,01,00
20100107091007S:A1500,0015,  00000028,1, 0,00
20100107091008R:U1500,0 15,  00000080, 0
20100107091008S:U1500,0 15,  00000080,00
20100107091041R:A1504,0 15,  00000080, 0, 0
20100107091053R:A1501,0 15,  00001177,0, 0
20100107091054R:A1510,0 15,  00001177, 1, 0, 0, 0
20100107091102R:A1510,0 15,  00001177, 9, 0, 0, 0
20100107091107R:A1503,0 15,  00001177, 0, 0
20100107091107S:A1503,0015,  00001177,01,00
20100107091113R:U1500,0 15,  00001177, 0
20100107091113S:U1500,0 15,  00001177,00
20100107091116R:A1504,0 15,  00001177, 0, 0
20100107091244R:A1501,0 15,  00001153,0, 0
20100107091244R:A1510,0 15,  00001153, 1, 0, 0, 0
20100107091253R:A1510,0 15,  00001153, 9, 0, 0, 0
20100107091258R:A1503,0 15,  00001153, 0, 0
20100107091258S:A1503,0015,  00001153,01,00
20100107091305R:A1501,0 15,  00000034,0, 0
20100107091305R:A1510,0 15,  00000034, 1, 0, 1, 0
20100107091314R:A1510,0 15,  00000034, 9, 0, 1, 0
20100107091316R:U1500,0 15,  00001153, 0
20100107091316S:U1500,0 15,  00001153,00
20100107091325R:A1504,0 15,  00001153, 0, 0
20100107091326R:A1503,0 15,  00000034, 0, 0
20100107091326S:A1503,0015,  00000034,01,00
20100107091337R:A1501,0 15,  00000115,0, 0
20100107091338R:A1510,0 15,  00000115, 1, 0, 1, 0
20100107091343R:U1500,0 15,  00000034, 0
20100107091343S:U1500,0 15,  00000034,00
20100107091347R:A1510,0 15,  00000115, 9, 0, 0, 0
20100107091405R:A1504,0 15,  00000034, 0, 0
20100107091405R:A1503,0 15,  00000115, 0, 0
20100107091406S:A1503,0015,  00000115,01,00
20100107091411R:U1500,0 15,  00000115, 0
20100107091411S:U1500,0 15,  00000115,00
20100107091445R:A1504,0 15,  00000115, 0, 0
20100107091551R:A1501,0 15,  00001296,0, 0
20100107091552R:A1510,0 15,  00001296, 1, 0, 0, 0
20100107091601R:A1510,0 15,  00001296, 9, 0, 0, 0
20100107091605R:A1503,0 15,  00001296, 0, 0
20100107091606S:A1500,0015,  00001109,1, 0,00
20100107091606S:A1503,0015,  00001296,01,00
20100107091612R:U1500,0 15,  00001296, 0
20100107091612S:U1500,0 15,  00001296,00
20100107091614R:A1504,0 15,  00001296, 0, 0
20100107091931R:A1501,0 15,  00000167,0, 0
20100107091931R:A1510,0 15,  00000167, 1, 0, 0, 0
20100107091940R:A1510,0 15,  00000167, 9, 0, 0, 0
20100107091945R:A1503,0 15,  00000167, 0, 0
20100107091945S:A1503,0015,  00000167,01,00
20100107091952R:A1501,0 15,  00001257,0, 0
20100107091952R:A1510,0 15,  00001257, 1, 0, 1, 0
20100107092001R:A1510,0 15,  00001257, 9, 0, 1, 0
20100107092003R:U1500,0 15,  00000167, 0
20100107092003S:U1500,0 15,  00000167,00
20100107092012R:A1504,0 15,  00000167, 0, 0
20100107092012R:A1503,0 15,  00001257, 0, 0
20100107092013S:A1503,0015,  00001257,01,00
20100107092019R:U1500,0 15,  00001257, 0
20100107092019S:U1500,0 15,  00001257,00
20100107092046R:A1504,0 15,  00001257, 0, 0
20100107092058R:A1501,0 15,  00000007,0, 0
20100107092058R:A1510,0 15,  00000007, 1, 0, 0, 0
20100107092107R:A1510,0 15,  00000007, 9, 0, 0, 0
20100107092111R:A1503,0 15,  00000007, 0, 0
20100107092112S:A1503,0015,  00000007,01,00
20100107092117R:U1500,0 15,  00000007, 0
20100107092117S:U1500,0 15,  00000007,00
20100107092126R:A1504,0 15,  00000007, 0, 0
20100107092138R:A1501,0 15,  00000172,0, 0
20100107092138R:A1510,0 15,  00000172, 1, 0, 0, 0
20100107092147S:A1500,0015,  00001046,1, 0,00
20100107092147R:A1510,0 15,  00000172, 9, 0, 0, 0
20100107092151R:A1503,0 15,  00000172, 0, 0
20100107092152S:A1503,0015,  00000172,01,00
20100107092157R:U1500,0 15,  00000172, 0
20100107092157S:U1500,0 15,  00000172,00
20100107092206R:A1504,0 15,  00000172, 0, 0
20100107092352S:A1500,0015,  00001149,1, 0,00
20100107092404S:A1500,0015,  00001036,1, 0,00
20100107092523R:A1501,0 15,  00000011,0, 0
20100107092523R:A1510,0 15,  00000011, 1, 0, 0, 0
20100107092532R:A1510,0 15,  00000011, 9, 0, 0, 0
20100107092537R:A1503,0 15,  00000011, 0, 0
20100107092537S:A1503,0015,  00000011,01,00
20100107092540R:A1501,0 15,  00000028,0, 0
20100107092540R:A1510,0 15,  00000028, 1, 0, 1, 0
20100107092549R:A1510,0 15,  00000028, 9, 0, 1, 0
20100107092551R:U1500,0 15,  00000011, 0
20100107092551S:U1500,0 15,  00000011,00
20100107092600R:A1504,0 15,  00000011, 0, 0
20100107092600R:A1503,0 15,  00000028, 0, 0
20100107092601S:A1503,0015,  00000028,01,00
20100107092607R:U1500,0 15,  00000028, 0
20100107092607S:U1500,0 15,  00000028,00
20100107092640R:A1504,0 15,  00000028, 0, 0
20100107092827R:A1501,0 15,  00000071,0, 0
20100107092827R:A1510,0 15,  00000071, 1, 0, 0, 0
20100107092836R:A1510,0 15,  00000071, 9, 0, 0, 0
20100107092840R:A1503,0 15,  00000071, 0, 0
20100107092841S:A1503,0015,  00000071,01,00
20100107092849R:A1501,0 15,  00001109,0, 0
20100107092849R:A1510,0 15,  00001109, 1, 0, 1, 0
20100107092858R:A1510,0 15,  00001109, 9, 0, 1, 0
20100107092900R:U1500,0 15,  00000071, 0
20100107092900S:U1500,0 15,  00000071,00
20100107092909R:A1504,0 15,  00000071, 0, 0
20100107092909R:A1503,0 15,  00001109, 0, 0
20100107092910S:A1503,0015,  00001109,01,00
20100107092915R:U1500,0 15,  00001109, 0
20100107092915S:U1500,0 15,  00001109,00
20100107092948R:A1504,0 15,  00001109, 0, 0
20100107093018S:A1500,0015,  00000095,1, 0,00
20100107093037S:A1500,0015,  00001020,1, 0,00
20100107093427S:A1500,0015,  00001116,1, 0,00
20100107093444R:A1501,0 15,  00001046,0, 0
20100107093445R:A1510,0 15,  00001046, 1, 0, 0, 0
20100107093453R:A1510,0 15,  00001046, 9, 0, 0, 0
20100107093458R:A1503,0 15,  00001046, 0, 0
20100107093458S:A1503,0015,  00001046,01,00
20100107093504R:U1500,0 15,  00001046, 0
20100107093504S:U1500,0 15,  00001046,00
20100107093507R:A1504,0 15,  00001046, 0, 0
20100107093535R:A1501,0 15,  00001149,0, 0
20100107093535R:A1510,0 15,  00001149, 1, 0, 0, 0
20100107093544R:A1510,0 15,  00001149, 9, 0, 0, 0
20100107093548R:A1503,0 15,  00001149, 0, 0
20100107093549S:A1503,0015,  00001149,01,00
20100107093556S:A1500,0015,  00000012,1, 0,00
20100107093557R:A1501,0 15,  00001036,0, 0
20100107093557R:A1510,0 15,  00001036, 1, 0, 1, 0
20100107093606R:A1510,0 15,  00001036, 9, 0, 1, 0
20100107093608R:U1500,0 15,  00001149, 0
20100107093608S:U1500,0 15,  00001149,00
20100107093617R:A1504,0 15,  00001149, 0, 0
20100107093617R:A1503,0 15,  00001036, 0, 0
20100107093618S:A1503,0015,  00001036,01,00
20100107093623R:U1500,0 15,  00001036, 0
20100107093624S:U1500,0 15,  00001036,00
20100107093650R:A1504,0 15,  00001036, 0, 0
20100107093744S:A1500,0015,  00001115,1, 0,00
20100107093800S:A1500,0015,  00001223,1, 0,00
20100107093814S:A1500,0015,  00001107,1, 0,00
20100107094238S:A1500,0015,  00000088,1, 0,00
20100107094251S:A1500,0015,  00000186,1, 0,00
20100107094459R:A1501,0 15,  00000095,0, 0
20100107094459R:A1510,0 15,  00000095, 1, 0, 0, 0
20100107094508R:A1510,0 15,  00000095, 9, 0, 0, 0
20100107094513R:A1503,0 15,  00000095, 0, 0
20100107094513S:A1503,0015,  00000095,01,00
20100107094519R:U1500,0 15,  00000095, 0
20100107094519S:U1500,0 15,  00000095,00
20100107094521R:A1504,0 15,  00000095, 0, 0
20100107094535R:A1501,0 15,  00001020,0, 0
20100107094535R:A1510,0 15,  00001020, 1, 0, 0, 0
20100107094544R:A1510,0 15,  00001020, 9, 0, 0, 0
20100107094548R:A1503,0 15,  00001020, 0, 0
20100107094549S:A1503,0015,  00001020,01,00
20100107094554R:U1500,0 15,  00001020, 0
20100107094554S:U1500,0 15,  00001020,00
20100107094601R:A1504,0 15,  00001020, 0, 0
20100107094613R:A1501,0 15,  00001116,0, 0
20100107094613R:A1510,0 15,  00001116, 1, 0, 0, 0
20100107094622R:A1510,0 15,  00001116, 9, 0, 0, 0
20100107094627R:A1503,0 15,  00001116, 0, 0
20100107094627S:A1503,0015,  00001116,01,00
20100107094633R:U1500,0 15,  00001116, 0
20100107094633S:U1500,0 15,  00001116,00
20100107094635R:A1504,0 15,  00001116, 0, 0
20100107094649S:A1500,0015,  00000052,1, 0,00
20100107094718R:A1501,0 15,  00000052,0, 0
20100107094718R:A1510,0 15,  00000052, 1, 0, 0, 0
20100107094727R:A1510,0 15,  00000052, 9, 0, 0, 0
20100107094730S:A1500,0015,  00001106,1, 0,00
20100107094731R:A1503,0 15,  00000052, 0, 0
20100107094732S:A1503,0015,  00000052,01,00
20100107094738R:U1500,0 15,  00000052, 0
20100107094738S:U1500,0 15,  00000052,00
20100107094740R:A1504,0 15,  00000052, 0, 0
20100107094750S:A1500,0015,  00000155,1, 0,00
20100107094759R:A1501,0 15,  00001106,0, 0
20100107094759R:A1510,0 15,  00001106, 1, 0, 0, 0
20100107094802S:A1500,0015,  00001280,1, 0,00
20100107094808R:A1510,0 15,  00001106, 9, 0, 0, 0
20100107094812R:A1503,0 15,  00001106, 0, 0
20100107094813S:A1503,0015,  00001106,01,00
20100107094821R:A1501,0 15,  00000155,0, 0
20100107094822R:A1510,0 15,  00000155, 1, 0, 1, 0
20100107094830S:A1500,0015,  00000073,1, 0,00
20100107094831R:A1510,0 15,  00000155, 9, 0, 1, 0
20100107094833R:U1500,0 15,  00001106, 0
20100107094833S:U1500,0 15,  00001106,00
20100107094842R:A1504,0 15,  00001106, 0, 0
20100107094842R:A1503,0 15,  00000155, 0, 0
20100107094843S:A1503,0015,  00000155,01,00
20100107094846S:A1500,0015,  00000151,1, 0,00
20100107094848R:U1500,0 15,  00000155, 0
20100107094848S:U1500,0 15,  00000155,00
20100107094922R:A1504,0 15,  00000155, 0, 0
20100107094934R:A1501,0 15,  00001280,0, 0
20100107094934R:A1510,0 15,  00001280, 1, 0, 0, 0
20100107094943R:A1510,0 15,  00001280, 9, 0, 0, 0
20100107094947R:A1503,0 15,  00001280, 0, 0
20100107094948S:A1503,0015,  00001280,01,00
20100107094956R:A1501,0 15,  00000073,0, 0
20100107094956R:A1510,0 15,  00000073, 1, 0, 1, 0
20100107094957S:A1500,0015,  00000124,1, 0,00
20100107095005R:A1510,0 15,  00000073, 9, 0, 1, 0
20100107095007R:U1500,0 15,  00001280, 0
20100107095007S:U1500,0 15,  00001280,00
20100107095017R:A1504,0 15,  00001280, 0, 0
20100107095017R:A1503,0 15,  00000073, 0, 0
20100107095025S:A1503,0015,  00000073,01,00
20100107095029R:A1501,0 15,  00000151,0, 0
20100107095029R:A1510,0 15,  00000151, 1, 0, 1, 0
20100107095038R:A1510,0 15,  00000151, 9, 0, 1, 0
20100107095040R:U1500,0 15,  00000073, 0
20100107095040S:U1500,0 15,  00000073,00
20100107095056R:A1504,0 15,  00000073, 0, 0
20100107095056R:A1503,0 15,  00000151, 0, 0
20100107095058S:A1500,0015,  00001300,1, 0,00
20100107095108R:A1501,0 15,  00000124,0, 0
20100107095108R:A1510,0 15,  00000124, 1, 0, 1, 0
20100107095111S:A1500,0015,  00000182,1, 0,00
20100107095117R:A1510,0 15,  00000124, 9, 0, 1, 0
20100107095125S:A1503,0015,  00000151,01,00
20100107095130R:U1500,0 15,  00000151, 0
20100107095131S:U1500,0 15,  00000151,00
20100107095136R:A1504,0 15,  00000151, 0, 0
20100107095136R:A1503,0 15,  00000124, 0, 0
20100107095220S:A1503,0015,  00000124,01,00
20100107095226R:U1500,0 15,  00000124, 0
20100107095226S:U1500,0 15,  00000124,00
20100107095229R:A1504,0 15,  00000124, 0, 0
20100107095508R:A1501,0 15,  00000012,0, 0
20100107095508R:A1510,0 15,  00000012, 1, 0, 0, 0
20100107095517R:A1510,0 15,  00000012, 9, 0, 0, 0
20100107095521R:A1503,0 15,  00000012, 0, 0
20100107095522S:A1503,0015,  00000012,01,00
20100107095524R:A1501,0 15,  00001115,0, 0
20100107095524R:A1510,0 15,  00001115, 1, 0, 1, 0
20100107095533R:A1510,0 15,  00001115, 9, 0, 1, 0
20100107095535R:U1500,0 15,  00000012, 0
20100107095535S:U1500,0 15,  00000012,00
20100107095544R:A1504,0 15,  00000012, 0, 0
20100107095544R:A1503,0 15,  00001115, 0, 0
20100107095545S:A1503,0015,  00001115,01,00
20100107095551R:U1500,0 15,  00001115, 0
20100107095551S:U1500,0 15,  00001115,00
20100107095551S:A1500,0015,  00000011,1, 0,00
20100107095624R:A1504,0 15,  00001115, 0, 0
20100107095627S:A1500,0015,  00000028,1, 0,00
20100107095636R:A1501,0 15,  00001223,0, 0
20100107095636R:A1510,0 15,  00001223, 1, 0, 0, 0
20100107095645R:A1510,0 15,  00001223, 9, 0, 0, 0
20100107095649R:A1503,0 15,  00001223, 0, 0
20100107095650S:A1503,0015,  00001223,01,00
20100107095653R:A1501,0 15,  00001107,0, 0
20100107095653R:A1510,0 15,  00001107, 1, 0, 1, 0
20100107095702R:A1510,0 15,  00001107, 9, 0, 1, 0
20100107095704R:U1500,0 15,  00001223, 0
20100107095704S:U1500,0 15,  00001223,00
20100107095713R:A1504,0 15,  00001223, 0, 0
20100107095713R:A1503,0 15,  00001107, 0, 0
20100107095714S:A1503,0015,  00001107,01,00
20100107095719S:A1500,0015,  00000075,1, 0,00
20100107095725R:A1501,0 15,  00000088,0, 0
20100107095725R:A1510,0 15,  00000088, 1, 0, 1, 0
20100107095731R:U1500,0 15,  00001107, 0
20100107095731S:U1500,0 15,  00001107,00
20100107095734R:A1510,0 15,  00000088, 9, 0, 0, 0
20100107095753R:A1504,0 15,  00001107, 0, 0
20100107095753R:A1503,0 15,  00000088, 0, 0
20100107095753S:A1503,0015,  00000088,01,00
20100107095759R:U1500,0 15,  00000088, 0
20100107095759S:U1500,0 15,  00000088,00
20100107095814S:A1500,0015,  00000071,1, 0,00
20100107095833R:A1504,0 15,  00000088, 0, 0
20100107095845R:A1501,0 15,  00000186,0, 0
20100107095845R:A1510,0 15,  00000186, 1, 0, 0, 0
20100107095854R:A1510,0 15,  00000186, 9, 0, 0, 0
20100107095859R:A1503,0 15,  00000186, 0, 0
20100107095859S:A1503,0015,  00000186,01,00
20100107095905R:U1500,0 15,  00000186, 0
20100107095905S:U1500,0 15,  00000186,00
20100107095913R:A1504,0 15,  00000186, 0, 0
20100107100307S:A1500,0015,  00001109,1, 0,00
20100107100347R:A1501,0 15,  00000182,0, 0
20100107100347R:A1510,0 15,  00000182, 1, 0, 0, 0
20100107100356R:A1510,0 15,  00000182, 9, 0, 0, 0
20100107100401R:A1503,0 15,  00000182, 0, 0
20100107100401S:A1503,0015,  00000182,01,00
20100107100407R:U1500,0 15,  00000182, 0
20100107100407S:U1500,0 15,  00000182,00
20100107100410R:A1504,0 15,  00000182, 0, 0
20100107100529R:A1501,0 15,  00001300,0, 0
20100107100529R:A1510,0 15,  00001300, 1, 0, 0, 0
20100107100538R:A1510,0 15,  00001300, 9, 0, 0, 0
20100107100543R:A1503,0 15,  00001300, 0, 0
20100107100543S:A1503,0015,  00001300,01,00
20100107100549R:U1500,0 15,  00001300, 0
20100107100549S:U1500,0 15,  00001300,00
20100107100552R:A1504,0 15,  00001300, 0, 0
20100107100605S:A1500,0015,  00001152,1, 0,00
20100107100659S:A1500,0015,  00001046,1, 0,00
20100107100711S:A1500,0015,  00000123,1, 0,00
20100107100756S:A1500,0015,  00000148,1, 0,00
20100107100809R:A1501,0 15,  00000011,0, 0
20100107100809R:A1510,0 15,  00000011, 1, 0, 0, 0
20100107100818R:A1510,0 15,  00000011, 9, 0, 0, 0
20100107100820S:A1500,0015,  00001192,1, 0,00
20100107100823R:A1503,0 15,  00000011, 0, 0
20100107100823S:A1503,0015,  00000011,01,00
20100107100829R:U1500,0 15,  00000011, 0
20100107100829S:U1500,0 15,  00000011,00
20100107100832R:A1504,0 15,  00000011, 0, 0
20100107100842S:A1500,0015,  00001159,1, 0,00
20100107100844R:A1501,0 15,  00000028,0, 0
20100107100844R:A1510,0 15,  00000028, 1, 0, 0, 0
20100107100853R:A1510,0 15,  00000028, 9, 0, 0, 0
20100107100858R:A1503,0 15,  00000028, 0, 0
20100107100858S:A1503,0015,  00000028,01,00
20100107100904R:U1500,0 15,  00000028, 0
20100107100904S:U1500,0 15,  00000028,00
20100107100904S:A1500,0015,  00001206,1, 0,00
20100107100911R:A1504,0 15,  00000028, 0, 0
20100107100921S:A1500,0015,  00000007,1, 0,00
20100107100933S:A1500,0015,  00000172,1, 0,00
20100107101109S:A1500,0015,  00001103,1, 0,00
20100107101150S:A1500,0015,  00000128,1, 0,00
20100107101348S:A1500,0015,  00001292,1, 0,00
20100107101358S:A1500,0015,  00001257,1, 0,00
20100107101416S:A1500,0015,  00001220,1, 0,00
20100107101435S:A1500,0015,  00001256,1, 0,00
20100107101501S:A1500,0015,  00001016,1, 0,00
20100107101553S:A1500,0015,  00001153,1, 0,00
20100107101554R:A1501,0 15,  00000075,0, 0
20100107101554R:A1510,0 15,  00000075, 1, 0, 0, 0
20100107101603R:A1510,0 15,  00000075, 9, 0, 0, 0
20100107101608R:A1503,0 15,  00000075, 0, 0
20100107101608S:A1503,0015,  00000075,01,00
20100107101615R:A1501,0 15,  00000071,0, 0
20100107101616R:A1510,0 15,  00000071, 1, 0, 1, 0
20100107101625R:A1510,0 15,  00000071, 9, 0, 1, 0
20100107101627R:U1500,0 15,  00000075, 0
20100107101627S:U1500,0 15,  00000075,00
20100107101636R:A1504,0 15,  00000075, 0, 0
20100107101636R:A1503,0 15,  00000071, 0, 0
20100107101637S:A1503,0015,  00000071,01,00
20100107101642R:U1500,0 15,  00000071, 0
20100107101642S:U1500,0 15,  00000071,00
20100107101715R:A1504,0 15,  00000071, 0, 0
20100107101721S:A1500,0015,  00001177,1, 0,00
20100107101736S:A1500,0015,  00000080,1, 0,00
20100107101814R:A1501,0 15,  00001109,0, 0
20100107101814R:A1510,0 15,  00001109, 1, 0, 0, 0
20100107101823R:A1510,0 15,  00001109, 9, 0, 0, 0
20100107101828R:A1503,0 15,  00001109, 0, 0
20100107101828S:A1503,0015,  00001109,01,00
20100107101834R:U1500,0 15,  00001109, 0
20100107101834S:U1500,0 15,  00001109,00
20100107101836R:A1504,0 15,  00001109, 0, 0
20100107101931R:A1501,0 15,  00001152,0, 0
20100107101931R:A1510,0 15,  00001152, 1, 0, 0, 0
20100107101940R:A1510,0 15,  00001152, 9, 0, 0, 0
20100107101945R:A1503,0 15,  00001152, 0, 0
20100107101945S:A1503,0015,  00001152,01,00
20100107101948R:A1501,0 15,  00001046,0, 0
20100107101948R:A1510,0 15,  00001046, 1, 0, 1, 0
20100107101957R:A1510,0 15,  00001046, 9, 0, 1, 0
20100107101959R:U1500,0 15,  00001152, 0
20100107101959S:U1500,0 15,  00001152,00
20100107102008R:A1504,0 15,  00001152, 0, 0
20100107102009R:A1503,0 15,  00001046, 0, 0
20100107102013S:A1503,0015,  00001046,01,00
20100107102018R:U1500,0 15,  00001046, 0
20100107102018S:U1500,0 15,  00001046,00
20100107102048R:A1504,0 15,  00001046, 0, 0
20100107102057S:A1500,0015,  00000151,1, 0,00
20100107102107S:A1500,0015,  00001106,1, 0,00
20100107102119S:A1500,0015,  00000155,1, 0,00
20100107102221R:A1501,0 15,  00000172,0, 0
20100107102221R:A1510,0 15,  00000172, 1, 0, 0, 0
20100107102230R:A1510,0 15,  00000172, 9, 0, 0, 0
20100107102235R:A1503,0 15,  00000172, 0, 0
20100107102235S:A1503,0015,  00000172,01,00
20100107102241R:U1500,0 15,  00000172, 0
20100107102241S:U1500,0 15,  00000172,00
20100107102243R:A1504,0 15,  00000172, 0, 0
20100107102634R:A1501,0 15,  00000123,0, 0
20100107102635R:A1510,0 15,  00000123, 1, 0, 0, 0
20100107102644R:A1510,0 15,  00000123, 9, 0, 0, 0
20100107102648R:A1503,0 15,  00000123, 0, 0
20100107102648S:A1503,0015,  00000123,01,00
20100107102655R:A1501,0 15,  00000148,0, 0
20100107102655R:A1510,0 15,  00000148, 1, 0, 1, 0
20100107102704R:A1510,0 15,  00000148, 9, 0, 1, 0
20100107102706R:U1500,0 15,  00000123, 0
20100107102706S:U1500,0 15,  00000123,00
20100107102716R:A1504,0 15,  00000123, 0, 0
20100107102716R:A1503,0 15,  00000148, 0, 0
20100107102716S:A1503,0015,  00000148,01,00
20100107102722R:U1500,0 15,  00000148, 0
20100107102722S:U1500,0 15,  00000148,00
20100107102749R:A1504,0 15,  00000148, 0, 0
20100107102757S:A1500,0015,  00001221,1, 0,00
20100107102801R:A1501,0 15,  00001192,0, 0
20100107102801R:A1510,0 15,  00001192, 1, 0, 0, 0
20100107102808S:A1500,0015,  00001280,1, 0,00
20100107102810R:A1510,0 15,  00001192, 9, 0, 0, 0
20100107102814R:A1503,0 15,  00001192, 0, 0
20100107102815S:A1503,0015,  00001192,01,00
