20091210074222S:A1500,0015,  00001043,1, 0,00
20091210085320S:A1503,0015,  00001275,01,00
20091210085325R:U1500,0 15,  00001275, 0
20091210085325S:U1500,0 15,  00001275,00
20091210085359R:A1504,0 15,  00001275, 0, 0
20091210085410R:A1501,0 15,  00001161,0, 0
20091210085410R:A1510,0 15,  00001161, 1, 0, 0, 0
20091210085419R:A1510,0 15,  00001161, 9, 0, 0, 0
20091210085423R:A1503,0 15,  00001161, 0, 0
20091210085425S:A1503,0015,  00001161,01,00
20091210085430R:U1500,0 15,  00001161, 0
20091210085430S:U1500,0 15,  00001161,00
20091210085438R:A1504,0 15,  00001161, 0, 0
20091210085518S:A1500,0015,  00001221,1, 0,00
20091210085604R:A1501,0 15,  00000036,0, 0
20091210085604R:A1510,0 15,  00000036, 1, 0, 0, 0
20091210085613R:A1510,0 15,  00000036, 9, 0, 0, 0
20091210085617R:A1503,0 15,  00000036, 0, 0
20091210085618S:A1503,0015,  00000036,01,00
20091210085626R:A1501,0 15,  00001153,0, 0
20091210085626R:A1510,0 15,  00001153, 1, 0, 1, 0
20091210085635R:A1510,0 15,  00001153, 9, 0, 1, 0
20091210085637R:U1500,0 15,  00000036, 0
20091210085637S:U1500,0 15,  00000036,00
20091210085646R:A1504,0 15,  00000036, 0, 0
20091210085646R:A1503,0 15,  00001153, 0, 0
20091210085647S:A1503,0015,  00001153,01,00
20091210085652R:U1500,0 15,  00001153, 0
20091210085652S:U1500,0 15,  00001153,00
20091210085719R:A1504,0 15,  00001153, 0, 0
20091210085901R:A1501,0 15,  00001296,0, 0
20091210085901R:A1510,0 15,  00001296, 1, 0, 0, 0
20091210085911R:A1510,0 15,  00001296, 9, 0, 0, 0
20091210085915R:A1503,0 15,  00001296, 0, 0
20091210085915S:A1503,0015,  00001296,01,00
20091210085921R:U1500,0 15,  00001296, 0
20091210085921S:U1500,0 15,  00001296,00
20091210085924R:A1504,0 15,  00001296, 0, 0
20091210090035S:A1500,0015,  00001001,1, 0,00
20091210090410S:A1500,0015,  00000097,1, 0,00
20091210090453R:A1501,0 15,  00001198,0, 0
20091210090453R:A1510,0 15,  00001198, 1, 0, 0, 0
20091210090502R:A1510,0 15,  00001198, 9, 0, 0, 0
20091210090506R:A1503,0 15,  00001198, 0, 0
20091210090507S:A1503,0015,  00001198,01,00
20091210090515R:A1501,0 15,  00000140,0, 0
20091210090515R:A1510,0 15,  00000140, 1, 0, 1, 0
20091210090524R:A1510,0 15,  00000140, 9, 0, 1, 0
20091210090526R:U1500,0 15,  00001198, 0
20091210090526S:U1500,0 15,  00001198,00
20091210090535R:A1504,0 15,  00001198, 0, 0
20091210090535R:A1503,0 15,  00000140, 0, 0
20091210090536S:A1503,0015,  00000140,01,00
20091210090541R:U1500,0 15,  00000140, 0
20091210090541S:U1500,0 15,  00000140,00
20091210090608R:A1504,0 15,  00000140, 0, 0
20091210090620R:A1501,0 15,  00001221,0, 0
20091210090620R:A1510,0 15,  00001221, 1, 0, 0, 0
20091210090629R:A1510,0 15,  00001221, 9, 0, 0, 0
20091210090634R:A1503,0 15,  00001221, 0, 0
20091210090634S:A1503,0015,  00001221,01,00
20091210090640R:U1500,0 15,  00001221, 0
20091210090640S:U1500,0 15,  00001221,00
20091210090642R:A1504,0 15,  00001221, 0, 0
20091210090644S:A1500,0015,  00000034,1, 0,00
20091210090833S:A1500,0015,  00001119,1, 0,00
20091210090849S:A1500,0015,  00000103,1, 0,00
20091210091203S:A1500,0015,  00000121,1, 0,00
20091210091216S:A1500,0015,  00001261,1, 0,00
20091210091217R:A1501,0 15,  00001001,0, 0
20091210091218R:A1510,0 15,  00001001, 1, 0, 0, 0
20091210091227R:A1510,0 15,  00001001, 9, 0, 0, 0
20091210091231R:A1503,0 15,  00001001, 0, 0
20091210091231S:A1503,0015,  00001001,01,00
20091210091237R:U1500,0 15,  00001001, 0
20091210091237S:U1500,0 15,  00001001,00
20091210091240R:A1504,0 15,  00001001, 0, 0
20091210091511S:A1500,0015,  00001111,1, 0,00
20091210091606R:A1501,0 15,  00000097,0, 0
20091210091606R:A1510,0 15,  00000097, 1, 0, 0, 0
20091210091615R:A1510,0 15,  00000097, 9, 0, 0, 0
20091210091620R:A1503,0 15,  00000097, 0, 0
20091210091620S:A1503,0015,  00000097,01,00
20091210091626R:U1500,0 15,  00000097, 0
20091210091626S:U1500,0 15,  00000097,00
20091210091628R:A1504,0 15,  00000097, 0, 0
20091210091903S:A1500,0015,  00001043,1, 0,00
20091210092116R:A1501,0 15,  00000034,0, 0
20091210092116R:A1510,0 15,  00000034, 1, 0, 0, 0
20091210092125R:A1510,0 15,  00000034, 9, 0, 0, 0
20091210092130R:A1503,0 15,  00000034, 0, 0
20091210092130S:A1503,0015,  00000034,01,00
20091210092133R:A1501,0 15,  00001119,0, 0
20091210092133R:A1510,0 15,  00001119, 1, 0, 1, 0
20091210092142R:A1510,0 15,  00001119, 9, 0, 1, 0
20091210092144R:U1500,0 15,  00000034, 0
20091210092144S:U1500,0 15,  00000034,00
20091210092154R:A1504,0 15,  00000034, 0, 0
20091210092154R:A1503,0 15,  00001119, 0, 0
20091210092155S:A1503,0015,  00001119,01,00
20091210092200R:U1500,0 15,  00001119, 0
20091210092200S:U1500,0 15,  00001119,00
20091210092220R:A1504,0 15,  00001119, 0, 0
20091210092238S:A1500,0015,  00001007,1, 0,00
20091210092250S:A1500,0015,  00001275,1, 0,00
20091210092336R:A1501,0 15,  00001261,0, 0
20091210092336R:A1510,0 15,  00001261, 1, 0, 0, 0
20091210092345R:A1510,0 15,  00001261, 9, 0, 0, 0
20091210092349R:A1503,0 15,  00001261, 0, 0
20091210092350S:A1503,0015,  00001261,01,00
20091210092356R:U1500,0 15,  00001261, 0
20091210092356S:U1500,0 15,  00001261,00
20091210092359R:A1504,0 15,  00001261, 0, 0
20091210092554R:A1501,0 15,  00000103,0, 0
20091210092554R:A1510,0 15,  00000103, 1, 0, 0, 0
20091210092603R:A1510,0 15,  00000103, 9, 0, 0, 0
20091210092608R:A1503,0 15,  00000103, 0, 0
20091210092608S:A1503,0015,  00000103,01,00
20091210092616R:A1501,0 15,  00000121,0, 0
20091210092616R:A1510,0 15,  00000121, 1, 0, 1, 0
20091210092619S:A1500,0015,  00001294,1, 0,00
20091210092625R:A1510,0 15,  00000121, 9, 0, 1, 0
20091210092627R:U1500,0 15,  00000103, 0
20091210092627S:U1500,0 15,  00000103,00
20091210092636R:A1504,0 15,  00000103, 0, 0
20091210092636R:A1503,0 15,  00000121, 0, 0
20091210092637S:A1503,0015,  00000121,01,00
20091210092643R:U1500,0 15,  00000121, 0
20091210092643S:U1500,0 15,  00000121,00
20091210092658R:A1504,0 15,  00000121, 0, 0
20091210092710R:A1501,0 15,  00001111,0, 0
20091210092710R:A1510,0 15,  00001111, 1, 0, 0, 0
20091210092719R:A1510,0 15,  00001111, 9, 0, 0, 0
20091210092723R:A1503,0 15,  00001111, 0, 0
20091210092724S:A1503,0015,  00001111,01,00
20091210092729R:U1500,0 15,  00001111, 0
20091210092729S:U1500,0 15,  00001111,00
20091210092737R:A1504,0 15,  00001111, 0, 0
20091210093241R:A1501,0 15,  00001007,0, 0
20091210093241R:A1510,0 15,  00001007, 1, 0, 0, 0
20091210093250R:A1510,0 15,  00001007, 9, 0, 0, 0
20091210093254R:A1503,0 15,  00001007, 0, 0
20091210093255S:A1503,0015,  00001007,01,00
20091210093300R:U1500,0 15,  00001007, 0
20091210093300S:U1500,0 15,  00001007,00
20091210093303R:A1504,0 15,  00001007, 0, 0
20091210093459R:A1501,0 15,  00001043,0, 0
20091210093500R:A1510,0 15,  00001043, 1, 0, 0, 0
20091210093508R:A1510,0 15,  00001043, 9, 0, 0, 0
20091210093513R:A1503,0 15,  00001043, 0, 0
20091210093513S:A1503,0015,  00001043,01,00
20091210093521R:A1501,0 15,  00001275,0, 0
20091210093521R:A1510,0 15,  00001275, 1, 0, 1, 0
20091210093530R:A1510,0 15,  00001275, 9, 0, 1, 0
20091210093532R:U1500,0 15,  00001043, 0
20091210093532S:U1500,0 15,  00001043,00
20091210093541R:A1504,0 15,  00001043, 0, 0
20091210093542R:A1503,0 15,  00001275, 0, 0
20091210093542S:A1503,0015,  00001275,01,00
20091210093548R:U1500,0 15,  00001275, 0
20091210093548S:U1500,0 15,  00001275,00
20091210093621R:A1504,0 15,  00001275, 0, 0
20091210093730S:A1500,0015,  00000135,1, 0,00
20091210093743S:A1500,0015,  00001200,1, 0,00
20091210093744R:A1501,0 15,  00001294,0, 0
20091210093744R:A1510,0 15,  00001294, 1, 0, 0, 0
20091210093753R:A1510,0 15,  00001294, 9, 0, 0, 0
20091210093757R:A1503,0 15,  00001294, 0, 0
20091210093758S:A1503,0015,  00001294,01,00
20091210093803R:U1500,0 15,  00001294, 0
20091210093803S:U1500,0 15,  00001294,00
20091210093806R:A1504,0 15,  00001294, 0, 0
20091210093814S:A1500,0015,  00001298,1, 0,00
20091210094031S:A1500,0015,  00001224,1, 0,00
20091210094640S:A1500,0015,  00001206,1, 0,00
20091210094703S:A1500,0015,  00001277,1, 0,00
20091210094839R:A1501,0 15,  00000135,0, 0
20091210094839R:A1510,0 15,  00000135, 1, 0, 0, 0
20091210094848R:A1510,0 15,  00000135, 9, 0, 0, 0
20091210094852R:A1503,0 15,  00000135, 0, 0
20091210094852S:A1503,0015,  00000135,01,00
20091210094858R:U1500,0 15,  00000135, 0
20091210094858S:U1500,0 15,  00000135,00
20091210094901R:A1504,0 15,  00000135, 0, 0
20091210094904S:A1500,0015,  00000024,1, 0,00
20091210094916S:A1500,0015,  00000181,1, 0,00
20091210094959R:A1501,0 15,  00001200,0, 0
20091210094959R:A1510,0 15,  00001200, 1, 0, 0, 0
20091210095008R:A1510,0 15,  00001200, 9, 0, 0, 0
20091210095013R:A1503,0 15,  00001200, 0, 0
20091210095013S:A1503,0015,  00001200,01,00
20091210095016R:A1501,0 15,  00001298,0, 0
20091210095016R:A1510,0 15,  00001298, 1, 0, 1, 0
20091210095025R:A1510,0 15,  00001298, 9, 0, 1, 0
20091210095027R:U1500,0 15,  00001200, 0
20091210095027S:U1500,0 15,  00001200,00
20091210095037R:A1504,0 15,  00001200, 0, 0
20091210095037R:A1503,0 15,  00001298, 0, 0
20091210095037S:A1503,0015,  00001298,01,00
20091210095043R:U1500,0 15,  00001298, 0
20091210095043S:U1500,0 15,  00001298,00
20091210095110R:A1504,0 15,  00001298, 0, 0
20091210095226R:A1501,0 15,  00001224,0, 0
20091210095226R:A1510,0 15,  00001224, 1, 0, 0, 0
20091210095235R:A1510,0 15,  00001224, 9, 0, 0, 0
20091210095240R:A1503,0 15,  00001224, 0, 0
20091210095240S:A1503,0015,  00001224,01,00
20091210095246R:U1500,0 15,  00001224, 0
20091210095246S:U1500,0 15,  00001224,00
20091210095249R:A1504,0 15,  00001224, 0, 0
20091210095329S:A1500,0015,  00001161,1, 0,00
20091210095352S:A1500,0015,  00000036,1, 0,00
20091210095357R:A1501,0 15,  00001161,0, 0
20091210095358R:A1510,0 15,  00001161, 1, 0, 0, 0
20091210095407R:A1510,0 15,  00001161, 9, 0, 0, 0
20091210095411R:A1503,0 15,  00001161, 0, 0
20091210095411S:A1503,0015,  00001161,01,00
20091210095413S:A1500,0015,  00001153,1, 0,00
20091210095420R:A1501,0 15,  00000036,0, 0
20091210095421R:A1510,0 15,  00000036, 1, 0, 1, 0
20091210095430R:A1510,0 15,  00000036, 9, 0, 1, 0
20091210095432R:U1500,0 15,  00001161, 0
20091210095432S:U1500,0 15,  00001161,00
20091210095440S:A1500,0015,  00001296,1, 0,00
20091210095441R:A1504,0 15,  00001161, 0, 0
20091210095441R:A1503,0 15,  00000036, 0, 0
20091210095442S:A1503,0015,  00000036,01,00
20091210095447R:U1500,0 15,  00000036, 0
20091210095447S:U1500,0 15,  00000036,00
20091210095454S:A1500,0015,  00001198,1, 0,00
20091210095517R:D1500,0 15,  00001161, 1
20091210095816R:A1504,0 15,  00000036, 0, 0
20091210095828R:A1501,0 15,  00001153,0, 0
20091210095828R:A1510,0 15,  00001153, 1, 0, 0, 0
20091210095837R:A1510,0 15,  00001153, 9, 0, 0, 0
20091210095842R:A1503,0 15,  00001153, 0, 0
20091210095842S:A1503,0015,  00001153,01,00
20091210095850R:A1501,0 15,  00001296,0, 0
20091210095851R:A1510,0 15,  00001296, 1, 0, 1, 0
20091210095900R:A1510,0 15,  00001296, 9, 0, 1, 0
20091210095902R:U1500,0 15,  00001153, 0
20091210095902S:U1500,0 15,  00001153,00
20091210095908S:A1500,0015,  00001195,1, 0,00
20091210095911R:A1504,0 15,  00001153, 0, 0
20091210095911R:A1503,0 15,  00001296, 0, 0
20091210095912S:A1503,0015,  00001296,01,00
20091210095917R:U1500,0 15,  00001296, 0
20091210095917S:U1500,0 15,  00001296,00
20091210095921S:A1500,0015,  00001106,1, 0,00
20091210095936S:A1500,0015,  00000005,1, 0,00
20091210095951R:A1504,0 15,  00001296, 0, 0
20091210100003R:A1501,0 15,  00001198,0, 0
20091210100003R:A1510,0 15,  00001198, 1, 0, 0, 0
20091210100012R:A1510,0 15,  00001198, 9, 0, 0, 0
20091210100016R:A1503,0 15,  00001198, 0, 0
20091210100017S:A1503,0015,  00001198,01,00
20091210100020R:A1501,0 15,  00001206,0, 0
20091210100020R:A1510,0 15,  00001206, 1, 0, 1, 0
20091210100029R:A1510,0 15,  00001206, 9, 0, 1, 0
20091210100031R:U1500,0 15,  00001198, 0
20091210100031S:U1500,0 15,  00001198,00
20091210100040R:A1504,0 15,  00001198, 0, 0
20091210100040R:A1503,0 15,  00001206, 0, 0
20091210100041S:A1503,0015,  00001206,01,00
20091210100046R:U1500,0 15,  00001206, 0
20091210100046S:U1500,0 15,  00001206,00
20091210100102R:A1504,0 15,  00001206, 0, 0
20091210100255R:A1501,0 15,  00001277,0, 0
20091210100256R:A1510,0 15,  00001277, 1, 0, 0, 0
20091210100305R:A1510,0 15,  00001277, 9, 0, 0, 0
20091210100309R:A1503,0 15,  00001277, 0, 0
20091210100310S:A1503,0015,  00001277,01,00
20091210100316R:A1501,0 15,  00000024,0, 0
20091210100317R:A1510,0 15,  00000024, 1, 0, 1, 0
20091210100326R:A1510,0 15,  00000024, 9, 0, 1, 0
20091210100328R:U1500,0 15,  00001277, 0
20091210100328S:U1500,0 15,  00001277,00
20091210100337R:A1504,0 15,  00001277, 0, 0
20091210100337R:A1503,0 15,  00000024, 0, 0
20091210100338S:A1503,0015,  00000024,01,00
20091210100343R:U1500,0 15,  00000024, 0
20091210100343S:U1500,0 15,  00000024,00
20091210100410R:A1504,0 15,  00000024, 0, 0
20091210100422R:A1501,0 15,  00000181,0, 0
20091210100422R:A1510,0 15,  00000181, 1, 0, 0, 0
20091210100431R:A1510,0 15,  00000181, 9, 0, 0, 0
20091210100436R:A1503,0 15,  00000181, 0, 0
20091210100436S:A1503,0015,  00000181,01,00
20091210100442R:U1500,0 15,  00000181, 0
20091210100442S:U1500,0 15,  00000181,00
20091210100444R:A1504,0 15,  00000181, 0, 0
20091210100615S:A1500,0015,  00000198,1, 0,00
20091210100725S:A1500,0015,  00001119,1, 0,00
20091210100859S:A1500,0015,  00001261,1, 0,00
20091210100912S:A1500,0015,  00000103,1, 0,00
20091210100950S:A1500,0015,  00000121,1, 0,00
20091210101009S:A1500,0015,  00000097,1, 0,00
20091210101324R:A1501,0 15,  00001195,0, 0
20091210101324R:A1510,0 15,  00001195, 1, 0, 0, 0
20091210101333R:A1510,0 15,  00001195, 9, 0, 0, 0
20091210101337R:A1503,0 15,  00001195, 0, 0
20091210101338S:A1503,0015,  00001195,01,00
20091210101345R:A1501,0 15,  00001106,0, 0
20091210101345R:A1510,0 15,  00001106, 1, 0, 1, 0
20091210101354R:A1510,0 15,  00001106, 9, 0, 1, 0
20091210101356R:U1500,0 15,  00001195, 0
20091210101356S:U1500,0 15,  00001195,00
20091210101405R:A1504,0 15,  00001195, 0, 0
20091210101405R:A1503,0 15,  00001106, 0, 0
20091210101406S:A1503,0015,  00001106,01,00
20091210101411R:U1500,0 15,  00001106, 0
20091210101411S:U1500,0 15,  00001106,00
20091210101445R:A1504,0 15,  00001106, 0, 0
20091210101448S:A1500,0015,  00000028,1, 0,00
20091210101457R:A1501,0 15,  00000005,0, 0
20091210101457R:A1510,0 15,  00000005, 1, 0, 0, 0
20091210101506R:A1510,0 15,  00000005, 9, 0, 0, 0
20091210101510R:A1503,0 15,  00000005, 0, 0
20091210101511S:A1503,0015,  00000005,01,00
20091210101516R:U1500,0 15,  00000005, 0
20091210101516S:U1500,0 15,  00000005,00
20091210101525R:A1504,0 15,  00000005, 0, 0
20091210101627S:A1500,0015,  00001001,1, 0,00
20091210101823R:A1501,0 15,  00000198,0, 0
20091210101823R:A1510,0 15,  00000198, 1, 0, 0, 0
20091210101832R:A1510,0 15,  00000198, 9, 0, 0, 0
20091210101836R:A1503,0 15,  00000198, 0, 0
20091210101837S:A1503,0015,  00000198,01,00
20091210101840R:A1501,0 15,  00001119,0, 0
20091210101840R:A1510,0 15,  00001119, 1, 0, 1, 0
20091210101849R:A1510,0 15,  00001119, 9, 0, 1, 0
20091210101851R:U1500,0 15,  00000198, 0
20091210101851S:U1500,0 15,  00000198,00
20091210101900R:A1504,0 15,  00000198, 0, 0
20091210101900R:A1503,0 15,  00001119, 0, 0
20091210101901S:A1503,0015,  00001119,01,00
20091210101907R:U1500,0 15,  00001119, 0
20091210101907S:U1500,0 15,  00001119,00
20091210101907S:A1500,0015,  00000140,1, 0,00
20091210101926S:A1500,0015,  00000036,1, 0,00
20091210101940R:A1504,0 15,  00001119, 0, 0
20091210102053S:A1500,0015,  00001221,1, 0,00
20091210102105S:A1500,0015,  00001153,1, 0,00
20091210102118S:A1500,0015,  00001296,1, 0,00
20091210102130S:A1500,0015,  00001198,1, 0,00
20091210102142S:A1500,0015,  00001224,1, 0,00
20091210102200S:A1500,0015,  00001161,1, 0,00
20091210102220S:A1500,0015,  00000034,1, 0,00
20091210102228R:A1501,0 15,  00000103,0, 0
20091210102228R:A1510,0 15,  00000103, 1, 0, 0, 0
20091210102237R:A1510,0 15,  00000103, 9, 0, 0, 0
20091210102242R:A1503,0 15,  00000103, 0, 0
20091210102242S:A1503,0015,  00000103,01,00
20091210102248R:U1500,0 15,  00000103, 0
20091210102248S:U1500,0 15,  00000103,00
20091210102251R:A1504,0 15,  00000103, 0, 0
20091210102302R:A1501,0 15,  00000121,0, 0
20091210102302R:A1510,0 15,  00000121, 1, 0, 0, 0
20091210102311R:A1510,0 15,  00000121, 9, 0, 0, 0
20091210102316R:A1503,0 15,  00000121, 0, 0
20091210102316S:A1503,0015,  00000121,01,00
20091210102322R:U1500,0 15,  00000121, 0
20091210102322S:U1500,0 15,  00000121,00
20091210102330R:A1504,0 15,  00000121, 0, 0
20091210102408R:A1501,0 15,  00001261,0, 0
20091210102408R:A1510,0 15,  00001261, 1, 0, 0, 0
20091210102417R:A1510,0 15,  00001261, 9, 0, 0, 0
20091210102421R:A1503,0 15,  00001261, 0, 0
20091210102422S:A1503,0015,  00001261,01,00
20091210102433R:A1501,0 15,  00000097,0, 0
20091210102433R:A1510,0 15,  00000097, 1, 0, 1, 0
20091210102433S:A1500,0015,  00000095,1, 0,00
20091210102438R:U1500,0 15,  00001261, 0
20091210102438S:U1500,0 15,  00001261,00
20091210102441R:A1504,0 15,  00001261, 0, 0
20091210102442R:A1510,0 15,  00000097, 9, 0, 0, 0
20091210102444S:A1500,0015,  00000169,1, 0,00
20091210102449R:A1503,0 15,  00000097, 0, 0
20091210102449S:A1503,0015,  00000097,01,00
20091210102455R:U1500,0 15,  00000097, 0
20091210102455S:U1500,0 15,  00000097,00
20091210102501S:A1500,0015,  00001258,1, 0,00
20091210102521R:A1504,0 15,  00000097, 0, 0
20091210102526S:A1500,0015,  00000056,1, 0,00
20091210102552S:A1500,0015,  00001162,1, 0,00
20091210102615S:A1500,0015,  00001159,1, 0,00
20091210102637S:A1500,0015,  00001018,1, 0,00
20091210102653S:A1500,0015,  00001256,1, 0,00
20091210102707S:A1500,0015,  00001131,1, 0,00
20091210103247R:A1501,0 15,  00000140,0, 0
20091210103248R:A1510,0 15,  00000140, 1, 0, 0, 0
20091210103257R:A1510,0 15,  00000140, 9, 0, 0, 0
20091210103301R:A1503,0 15,  00000140, 0, 0
20091210103301S:A1503,0015,  00000140,01,00
20091210103307R:U1500,0 15,  00000140, 0
20091210103307S:U1500,0 15,  00000140,00
20091210103310R:A1504,0 15,  00000140, 0, 0
20091210103434R:A1501,0 15,  00000028,0, 0
20091210103434R:A1510,0 15,  00000028, 1, 0, 0, 0
20091210103443R:A1510,0 15,  00000028, 9, 0, 0, 0
20091210103448R:A1503,0 15,  00000028, 0, 0
20091210103448S:A1503,0015,  00000028,01,00
20091210103455R:A1501,0 15,  00001001,0, 0
20091210103455R:A1510,0 15,  00001001, 1, 0, 1, 0
20091210103504R:A1510,0 15,  00001001, 9, 0, 1, 0
20091210103506R:U1500,0 15,  00000028, 0
20091210103506S:U1500,0 15,  00000028,00
20091210103515R:A1504,0 15,  00000028, 0, 0
20091210103516R:A1503,0 15,  00001001, 0, 0
20091210103517S:A1503,0015,  00001001,01,00
20091210103528R:A1501,0 15,  00000036,0, 0
20091210103528R:A1510,0 15,  00000036, 1, 0, 1, 0
20091210103533R:U1500,0 15,  00001001, 0
20091210103533S:U1500,0 15,  00001001,00
20091210103537R:A1510,0 15,  00000036, 9, 0, 0, 0
20091210103555R:A1504,0 15,  00001001, 0, 0
20091210103555R:A1503,0 15,  00000036, 0, 0
20091210103556S:A1503,0015,  00000036,01,00
20091210103604S:A1500,0015,  00001107,1, 0,00
20091210103605R:A1501,0 15,  00001198,0, 0
20091210103605R:A1510,0 15,  00001198, 1, 0, 1, 0
20091210103611R:U1500,0 15,  00000036, 0
20091210103611S:U1500,0 15,  00000036,00
20091210103614R:A1510,0 15,  00001198, 9, 0, 0, 0
20091210103624S:A1500,0015,  00001206,1, 0,00
20091210103629R:A1504,0 15,  00000036, 0, 0
20091210103629R:A1503,0 15,  00001198, 0, 0
20091210103630S:A1503,0015,  00001198,01,00
20091210103635R:U1500,0 15,  00001198, 0
20091210103635S:U1500,0 15,  00001198,00
20091210103636S:A1500,0015,  00001195,1, 0,00
20091210103709R:A1504,0 15,  00001198, 0, 0
20091210103720R:A1501,0 15,  00001224,0, 0
20091210103720R:A1510,0 15,  00001224, 1, 0, 0, 0
20091210103729R:A1510,0 15,  00001224, 9, 0, 0, 0
20091210103733R:A1503,0 15,  00001224, 0, 0
20091210103734S:A1503,0015,  00001224,01,00
20091210103743R:A1501,0 15,  00001221,0, 0
20091210103743R:A1510,0 15,  00001221, 1, 0, 1, 0
20091210103749R:U1500,0 15,  00001224, 0
20091210103749S:U1500,0 15,  00001224,00
20091210103752R:A1504,0 15,  00001224, 0, 0
20091210103752R:A1510,0 15,  00001221, 9, 0, 0, 0
20091210103759R:A1503,0 15,  00001221, 0, 0
20091210103800S:A1503,0015,  00001221,01,00
20091210103801S:A1500,0015,  00001277,1, 0,00
20091210103804R:A1501,0 15,  00001153,0, 0
20091210103804R:A1510,0 15,  00001153, 1, 0, 1, 0
20091210103813R:A1510,0 15,  00001153, 9, 0, 1, 0
20091210103815R:U1500,0 15,  00001221, 0
20091210103815S:U1500,0 15,  00001221,00
20091210103820S:A1500,0015,  00001134,1, 0,00
20091210103831R:A1504,0 15,  00001221, 0, 0
20091210103831R:A1503,0 15,  00001153, 0, 0
20091210103832S:A1503,0015,  00001153,01,00
20091210103838R:U1500,0 15,  00001153, 0
20091210103838S:U1500,0 15,  00001153,00
20091210103911R:A1504,0 15,  00001153, 0, 0
20091210103923R:A1501,0 15,  00001296,0, 0
20091210103924R:A1510,0 15,  00001296, 1, 0, 0, 0
20091210103927S:A1500,0015,  00001121,1, 0,00
20091210103933R:A1510,0 15,  00001296, 9, 0, 0, 0
20091210103937R:A1503,0 15,  00001296, 0, 0
20091210103938S:A1503,0015,  00001296,01,00
20091210103939S:A1500,0015,  00001158,1, 0,00
20091210103941R:A1501,0 15,  00001161,0, 0
20091210103941R:A1510,0 15,  00001161, 1, 0, 1, 0
20091210103949S:A1500,0015,  00000100,1, 0,00
20091210103950R:A1510,0 15,  00001161, 9, 0, 1, 0
20091210103952R:U1500,0 15,  00001296, 0
20091210103952S:U1500,0 15,  00001296,00
20091210104001R:A1504,0 15,  00001296, 0, 0
20091210104001R:A1503,0 15,  00001161, 0, 0
20091210104008S:A1500,0015,  00001045,1, 0,00
20091210104046S:A1503,0015,  00001161,01,00
20091210104052R:U1500,0 15,  00001161, 0
20091210104052S:U1500,0 15,  00001161,00
20091210104055R:A1504,0 15,  00001161, 0, 0
20091210104419R:A1501,0 15,  00000034,0, 0
20091210104419R:A1510,0 15,  00000034, 1, 0, 0, 0
20091210104428R:A1510,0 15,  00000034, 9, 0, 0, 0
20091210104432R:A1503,0 15,  00000034, 0, 0
20091210104433S:A1503,0015,  00000034,01,00
20091210104435R:A1501,0 15,  00000095,0, 0
20091210104435R:A1510,0 15,  00000095, 1, 0, 1, 0
20091210104444R:A1510,0 15,  00000095, 9, 0, 1, 0
20091210104446R:U1500,0 15,  00000034, 0
20091210104446S:U1500,0 15,  00000034,00
20091210104455R:A1504,0 15,  00000034, 0, 0
20091210104456R:A1503,0 15,  00000095, 0, 0
20091210104458S:A1503,0015,  00000095,01,00
20091210104507R:A1501,0 15,  00000169,0, 0
20091210104507R:A1510,0 15,  00000169, 1, 0, 1, 0
20091210104512R:U1500,0 15,  00000095, 0
20091210104512S:U1500,0 15,  00000095,00
20091210104516R:A1510,0 15,  00000169, 9, 0, 0, 0
20091210104535R:A1504,0 15,  00000095, 0, 0
20091210104535R:A1503,0 15,  00000169, 0, 0
20091210104536S:A1503,0015,  00000169,01,00
20091210104544S:A1500,0015,  00000024,1, 0,00
20091210104547R:A1501,0 15,  00000056,0, 0
20091210104547R:A1510,0 15,  00000056, 1, 0, 1, 0
20091210104553R:U1500,0 15,  00000169, 0
20091210104553S:U1500,0 15,  00000169,00
20091210104554S:A1500,0015,  00000053,1, 0,00
20091210104556R:A1510,0 15,  00000056, 9, 0, 0, 0
20091210104615R:A1504,0 15,  00000169, 0, 0
20091210104615R:A1503,0 15,  00000056, 0, 0
20091210104616S:A1503,0015,  00000056,01,00
20091210104622R:U1500,0 15,  00000056, 0
20091210104622S:U1500,0 15,  00000056,00
20091210104655R:A1504,0 15,  00000056, 0, 0
20091210104707R:A1501,0 15,  00001162,0, 0
20091210104707R:A1510,0 15,  00001162, 1, 0, 0, 0
20091210104716R:A1510,0 15,  00001162, 9, 0, 0, 0
20091210104721R:A1503,0 15,  00001162, 0, 0
20091210104721S:A1503,0015,  00001162,01,00
20091210104729R:A1501,0 15,  00001159,0, 0
20091210104729R:A1510,0 15,  00001159, 1, 0, 1, 0
20091210104738R:A1510,0 15,  00001159, 9, 0, 1, 0
20091210104740R:U1500,0 15,  00001162, 0
20091210104740S:U1500,0 15,  00001162,00
20091210104749R:A1504,0 15,  00001162, 0, 0
20091210104749R:A1503,0 15,  00001159, 0, 0
20091210104750S:A1503,0015,  00001159,01,00
20091210104750S:A1500,0015,  00000001,1, 0,00
20091210104756R:U1500,0 15,  00001159, 0
20091210104756S:U1500,0 15,  00001159,00
20091210104816R:A1504,0 15,  00001159, 0, 0
20091210104818S:A1500,0015,  00000181,1, 0,00
20091210104831R:A1501,0 15,  00001258,0, 0
20091210104831R:A1510,0 15,  00001258, 1, 0, 0, 0
20091210104840S:A1500,0015,  00000066,1, 0,00
20091210104840R:A1510,0 15,  00001258, 9, 0, 0, 0
20091210104845R:A1503,0 15,  00001258, 0, 0
20091210104845S:A1503,0015,  00001258,01,00
