20100112073646S:A1500,0015,  00000011,1, 0,00
20100112084635R:A1503,0 15,  00001129, 0, 0
20100112084636S:A1503,0015,  00001129,01,00
20100112084644S:A1500,0015,  00000081,1, 0,00
20100112084645R:A1501,0 15,  00001188,0, 0
20100112084645R:A1510,0 15,  00001188, 1, 0, 1, 0
20100112084651R:U1500,0 15,  00001129, 0
20100112084651S:U1500,0 15,  00001129,00
20100112084653R:A1504,0 15,  00001129, 0, 0
20100112084654R:A1510,0 15,  00001188, 9, 0, 0, 0
20100112084700S:A1500,0015,  00001005,1, 0,00
20100112084701R:A1503,0 15,  00001188, 0, 0
20100112084701S:A1503,0015,  00001188,01,00
20100112084707R:U1500,0 15,  00001188, 0
20100112084707S:U1500,0 15,  00001188,00
20100112084733R:A1504,0 15,  00001188, 0, 0
20100112085031R:A1501,0 15,  00001196,0, 0
20100112085031R:A1510,0 15,  00001196, 1, 0, 0, 0
20100112085040R:A1510,0 15,  00001196, 9, 0, 0, 0
20100112085045R:A1503,0 15,  00001196, 0, 0
20100112085045S:A1503,0015,  00001196,01,00
20100112085052R:A1501,0 15,  00001277,0, 0
20100112085052R:A1510,0 15,  00001277, 1, 0, 1, 0
20100112085101R:A1510,0 15,  00001277, 9, 0, 1, 0
20100112085103R:U1500,0 15,  00001196, 0
20100112085103S:U1500,0 15,  00001196,00
20100112085112R:A1504,0 15,  00001196, 0, 0
20100112085113R:A1503,0 15,  00001277, 0, 0
20100112085113S:A1503,0015,  00001277,01,00
20100112085119R:U1500,0 15,  00001277, 0
20100112085119S:U1500,0 15,  00001277,00
20100112085152R:A1504,0 15,  00001277, 0, 0
20100112085204R:A1501,0 15,  00001290,0, 0
20100112085204R:A1510,0 15,  00001290, 1, 0, 0, 0
20100112085213R:A1510,0 15,  00001290, 9, 0, 0, 0
20100112085218R:A1503,0 15,  00001290, 0, 0
20100112085218S:A1503,0015,  00001290,01,00
20100112085224R:U1500,0 15,  00001290, 0
20100112085224S:U1500,0 15,  00001290,00
20100112085232R:A1504,0 15,  00001290, 0, 0
20100112085339R:A1501,0 15,  00001256,0, 0
20100112085339R:A1510,0 15,  00001256, 1, 0, 0, 0
20100112085348R:A1510,0 15,  00001256, 9, 0, 0, 0
20100112085353R:A1503,0 15,  00001256, 0, 0
20100112085353S:A1503,0015,  00001256,01,00
20100112085400R:A1501,0 15,  00000035,0, 0
20100112085400R:A1510,0 15,  00000035, 1, 0, 1, 0
20100112085409R:A1510,0 15,  00000035, 9, 0, 1, 0
20100112085411R:U1500,0 15,  00001256, 0
20100112085411S:U1500,0 15,  00001256,00
20100112085421R:A1504,0 15,  00001256, 0, 0
20100112085421R:A1503,0 15,  00000035, 0, 0
20100112085421S:A1503,0015,  00000035,01,00
20100112085427R:U1500,0 15,  00000035, 0
20100112085427S:U1500,0 15,  00000035,00
20100112085438S:A1500,0015,  00001017,1, 0,00
20100112085451S:A1500,0015,  00000020,1, 0,00
20100112085501R:A1504,0 15,  00000035, 0, 0
20100112085503S:A1500,0015,  00001149,1, 0,00
20100112085513R:A1501,0 15,  00001027,0, 0
20100112085513R:A1510,0 15,  00001027, 1, 0, 0, 0
20100112085522R:A1510,0 15,  00001027, 9, 0, 0, 0
20100112085526R:A1503,0 15,  00001027, 0, 0
20100112085526S:A1500,0015,  00001182,1, 0,00
20100112085527S:A1503,0015,  00001027,01,00
20100112085529R:A1501,0 15,  00000162,0, 0
20100112085530R:A1510,0 15,  00000162, 1, 0, 1, 0
20100112085538S:A1500,0015,  00001016,1, 0,00
20100112085539R:A1510,0 15,  00000162, 9, 0, 1, 0
20100112085541R:U1500,0 15,  00001027, 0
20100112085541S:U1500,0 15,  00001027,00
20100112085550R:A1504,0 15,  00001027, 0, 0
20100112085550R:A1503,0 15,  00000162, 0, 0
20100112085551S:A1503,0015,  00000162,01,00
20100112085556R:U1500,0 15,  00000162, 0
20100112085556S:U1500,0 15,  00000162,00
20100112085630R:A1504,0 15,  00000162, 0, 0
20100112085639R:A1501,0 15,  00000033,0, 0
20100112085640R:A1510,0 15,  00000033, 1, 0, 0, 0
20100112085649R:A1510,0 15,  00000033, 9, 0, 0, 0
20100112085653R:A1503,0 15,  00000033, 0, 0
20100112085653S:A1503,0015,  00000033,01,00
20100112085656R:A1501,0 15,  00001031,0, 0
20100112085656R:A1510,0 15,  00001031, 1, 0, 1, 0
20100112085705R:A1510,0 15,  00001031, 9, 0, 1, 0
20100112085707R:U1500,0 15,  00000033, 0
20100112085707S:U1500,0 15,  00000033,00
20100112085716R:A1504,0 15,  00000033, 0, 0
20100112085716R:A1503,0 15,  00001031, 0, 0
20100112085717S:A1503,0015,  00001031,01,00
20100112085722R:U1500,0 15,  00001031, 0
20100112085722S:U1500,0 15,  00001031,00
20100112085749R:A1504,0 15,  00001031, 0, 0
20100112085801R:A1501,0 15,  00000122,0, 0
20100112085801R:A1510,0 15,  00000122, 1, 0, 0, 0
20100112085810R:A1510,0 15,  00000122, 9, 0, 0, 0
20100112085814R:A1503,0 15,  00000122, 0, 0
20100112085815S:A1503,0015,  00000122,01,00
20100112085820R:U1500,0 15,  00000122, 0
20100112085820S:U1500,0 15,  00000122,00
20100112085829R:A1504,0 15,  00000122, 0, 0
20100112090146R:A1501,0 15,  00001022,0, 0
20100112090146R:A1510,0 15,  00001022, 1, 0, 0, 0
20100112090155R:A1510,0 15,  00001022, 9, 0, 0, 0
20100112090200R:A1503,0 15,  00001022, 0, 0
20100112090200S:A1503,0015,  00001022,01,00
20100112090207R:A1501,0 15,  00001221,0, 0
20100112090207R:A1510,0 15,  00001221, 1, 0, 1, 0
20100112090216R:A1510,0 15,  00001221, 9, 0, 1, 0
20100112090218R:U1500,0 15,  00001022, 0
20100112090218S:U1500,0 15,  00001022,00
20100112090227R:A1504,0 15,  00001022, 0, 0
20100112090227R:A1503,0 15,  00001221, 0, 0
20100112090228S:A1503,0015,  00001221,01,00
20100112090234R:U1500,0 15,  00001221, 0
20100112090234S:U1500,0 15,  00001221,00
20100112090307R:A1504,0 15,  00001221, 0, 0
20100112090319R:A1501,0 15,  00000073,0, 0
20100112090319R:A1510,0 15,  00000073, 1, 0, 0, 0
20100112090328R:A1510,0 15,  00000073, 9, 0, 0, 0
20100112090333R:A1503,0 15,  00000073, 0, 0
20100112090333S:A1503,0015,  00000073,01,00
20100112090336R:A1501,0 15,  00001005,0, 0
20100112090336R:A1510,0 15,  00001005, 1, 0, 1, 0
20100112090345R:A1510,0 15,  00001005, 9, 0, 1, 0
20100112090347R:U1500,0 15,  00000073, 0
20100112090347S:U1500,0 15,  00000073,00
20100112090356R:A1504,0 15,  00000073, 0, 0
20100112090357R:A1503,0 15,  00001005, 0, 0
20100112090357S:A1503,0015,  00001005,01,00
20100112090403R:U1500,0 15,  00001005, 0
20100112090403S:U1500,0 15,  00001005,00
20100112090436R:A1504,0 15,  00001005, 0, 0
20100112090448R:A1501,0 15,  00000103,0, 0
20100112090448R:A1510,0 15,  00000103, 1, 0, 0, 0
20100112090457R:A1510,0 15,  00000103, 9, 0, 0, 0
20100112090502R:A1503,0 15,  00000103, 0, 0
20100112090502S:A1503,0015,  00000103,01,00
20100112090509R:A1501,0 15,  00000011,0, 0
20100112090509R:A1510,0 15,  00000011, 1, 0, 1, 0
20100112090518R:A1510,0 15,  00000011, 9, 0, 1, 0
20100112090520R:U1500,0 15,  00000103, 0
20100112090520S:U1500,0 15,  00000103,00
20100112090529R:A1504,0 15,  00000103, 0, 0
20100112090530R:A1503,0 15,  00000011, 0, 0
20100112090530S:A1503,0015,  00000011,01,00
20100112090536R:U1500,0 15,  00000011, 0
20100112090536S:U1500,0 15,  00000011,00
20100112090609R:A1504,0 15,  00000011, 0, 0
20100112090621R:A1501,0 15,  00000081,0, 0
20100112090621R:A1510,0 15,  00000081, 1, 0, 0, 0
20100112090630R:A1510,0 15,  00000081, 9, 0, 0, 0
20100112090635R:A1503,0 15,  00000081, 0, 0
20100112090635S:A1503,0015,  00000081,01,00
20100112090641R:U1500,0 15,  00000081, 0
20100112090641S:U1500,0 15,  00000081,00
20100112090649R:A1504,0 15,  00000081, 0, 0
20100112090656S:A1500,0015,  00001171,1, 0,00
20100112090709S:A1500,0015,  00000142,1, 0,00
20100112090726S:A1500,0015,  00000159,1, 0,00
20100112090738S:A1500,0015,  00000156,1, 0,00
20100112090755S:A1500,0015,  00000118,1, 0,00
20100112090807S:A1500,0015,  00000188,1, 0,00
20100112090908S:A1500,0015,  00001188,1, 0,00
20100112090923S:A1500,0015,  00001196,1, 0,00
20100112090937R:A1501,0 15,  00001188,0, 0
20100112090937R:A1510,0 15,  00001188, 1, 0, 0, 0
20100112090937S:A1500,0015,  00001277,1, 0,00
20100112090946R:A1510,0 15,  00001188, 9, 0, 0, 0
20100112090950R:A1503,0 15,  00001188, 0, 0
20100112090950S:A1503,0015,  00001188,01,00
20100112090959R:A1501,0 15,  00001196,0, 0
20100112090959R:A1510,0 15,  00001196, 1, 0, 1, 0
20100112091000S:A1500,0015,  00001290,1, 0,00
20100112091008R:A1510,0 15,  00001196, 9, 0, 1, 0
20100112091010R:U1500,0 15,  00001188, 0
20100112091010S:U1500,0 15,  00001188,00
20100112091019R:A1504,0 15,  00001188, 0, 0
20100112091019R:A1503,0 15,  00001196, 0, 0
20100112091020S:A1503,0015,  00001196,01,00
20100112091022S:A1500,0015,  00001256,1, 0,00
20100112091026R:U1500,0 15,  00001196, 0
20100112091026S:U1500,0 15,  00001196,00
20100112091059R:A1504,0 15,  00001196, 0, 0
20100112091112R:A1501,0 15,  00001277,0, 0
20100112091112R:A1510,0 15,  00001277, 1, 0, 0, 0
20100112091121R:A1510,0 15,  00001277, 9, 0, 0, 0
20100112091125R:A1503,0 15,  00001277, 0, 0
20100112091125S:A1503,0015,  00001277,01,00
20100112091134R:A1501,0 15,  00001290,0, 0
20100112091134R:A1510,0 15,  00001290, 1, 0, 1, 0
20100112091135S:A1500,0015,  00001300,1, 0,00
20100112091143R:A1510,0 15,  00001290, 9, 0, 1, 0
20100112091145R:U1500,0 15,  00001277, 0
20100112091145S:U1500,0 15,  00001277,00
20100112091154R:A1504,0 15,  00001277, 0, 0
20100112091155R:A1503,0 15,  00001290, 0, 0
20100112091155S:A1503,0015,  00001290,01,00
20100112091157S:A1500,0015,  00000035,1, 0,00
20100112091201R:U1500,0 15,  00001290, 0
20100112091201S:U1500,0 15,  00001290,00
20100112091234R:A1504,0 15,  00001290, 0, 0
20100112091246R:A1501,0 15,  00001256,0, 0
20100112091246R:A1510,0 15,  00001256, 1, 0, 0, 0
20100112091255R:A1510,0 15,  00001256, 9, 0, 0, 0
20100112091300R:A1503,0 15,  00001256, 0, 0
20100112091300S:A1503,0015,  00001256,01,00
20100112091309R:A1501,0 15,  00001300,0, 0
20100112091309R:A1510,0 15,  00001300, 1, 0, 1, 0
20100112091318R:A1510,0 15,  00001300, 9, 0, 1, 0
20100112091320R:U1500,0 15,  00001256, 0
20100112091320S:U1500,0 15,  00001256,00
20100112091321S:A1500,0015,  00000165,1, 0,00
20100112091329R:A1504,0 15,  00001256, 0, 0
20100112091329R:A1503,0 15,  00001300, 0, 0
20100112091336S:A1500,0015,  00001273,1, 0,00
20100112091341R:A1501,0 15,  00000035,0, 0
20100112091341R:A1510,0 15,  00000035, 1, 0, 1, 0
20100112091350R:A1510,0 15,  00000035, 9, 0, 1, 0
20100112091403R:A1501,0 15,  00000165,0, 0
20100112091404R:A1510,0 15,  00000165, 1, 0, 2, 0
20100112091413R:A1510,0 15,  00000165, 9, 0, 2, 0
20100112091426R:A1501,0 15,  00001273,0, 0
20100112091426R:A1510,0 15,  00001273, 1, 0, 3, 0
20100112091435R:A1510,0 15,  00001273, 9, 0, 3, 0
20100112091446R:A1501,0 15,  00001017,0, 0
20100112091446R:A1510,0 15,  00001017, 1, 0, 4, 0
20100112091455R:A1510,0 15,  00001017, 9, 0, 4, 0
20100112091507R:A1501,0 15,  00000020,0, 0
20100112091507R:A1510,0 15,  00000020, 1, 0, 5, 0
20100112091516R:A1510,0 15,  00000020, 9, 0, 5, 0
20100112091528R:A1501,0 15,  00001149,0, 0
20100112091528R:A1510,0 15,  00001149, 1, 0, 6, 0
20100112091537R:A1510,0 15,  00001149, 9, 0, 6, 0
20100112091549R:A1501,0 15,  00001182,0, 0
20100112091549R:A1510,0 15,  00001182, 1, 0, 7, 0
20100112091558R:A1510,0 15,  00001182, 9, 0, 7, 0
20100112091612R:A1501,0 15,  00001016,0, 0
20100112091612R:A1510,0 15,  00001016, 1, 0, 8, 0
20100112091621R:A1510,0 15,  00001016, 9, 0, 8, 0
20100112091728S:A1500,0015,  00000137,1, 0,00
20100112091741S:A1500,0015,  00000049,1, 0,00
20100112091758S:A1500,0015,  00001129,1, 0,00
20100112091814S:A1500,0015,  00000194,1, 0,00
20100112092024S:A1500,0015,  00001035,1, 0,00
20100112092030R:A1501,0 15,  00001171,0, 0
20100112092030R:A1510,0 15,  00001171, 1, 0, 9, 0
20100112092039R:A1510,0 15,  00001171, 9, 0, 9, 0
20100112092046R:A1501,0 15,  00000159,0, 0
20100112092047R:A1510,0 15,  00000159, 1, 0,10, 0
20100112092056R:A1510,0 15,  00000159, 9, 0,10, 0
20100112092103R:A1501,0 15,  00000118,0, 0
20100112092103R:A1510,0 15,  00000118, 1, 0,11, 0
20100112092112R:A1510,0 15,  00000118, 9, 0,11, 0
20100112092139S:A1503,0015,  00001300,01,00
20100112092144R:U1500,0 15,  00001300, 0
20100112092144S:U1500,0 15,  00001300,00
20100112092147R:A1504,0 15,  00001300, 0, 0
20100112092147R:A1503,0 15,  00000035, 0, 0
20100112092203R:A1501,0 15,  00000142,0, 0
20100112092204R:A1510,0 15,  00000142, 1, 0,11, 0
20100112092213R:A1510,0 15,  00000142, 9, 0,11, 0
20100112092224R:A1501,0 15,  00000156,0, 0
20100112092224R:A1510,0 15,  00000156, 1, 0,12, 0
20100112092233R:A1510,0 15,  00000156, 9, 0,12, 0
20100112092235S:A1503,0015,  00000035,01,00
20100112092240R:U1500,0 15,  00000035, 0
20100112092240S:U1500,0 15,  00000035,00
20100112092243R:A1504,0 15,  00000035, 0, 0
20100112092243R:A1503,0 15,  00000165, 0, 0
20100112092255R:A1501,0 15,  00000188,0, 0
20100112092255R:A1510,0 15,  00000188, 1, 0,12, 0
20100112092341S:A1503,0015,  00000165,01,00
20100112092347R:U1500,0 15,  00000165, 0
20100112092347S:U1500,0 15,  00000165,00
20100112092350R:A1504,0 15,  00000165, 0, 0
20100112092350R:A1503,0 15,  00001273, 0, 0
20100112092351R:A1510,0 15,  00000188, 9, 0,11, 0
20100112092359S:A1500,0015,  00000193,1, 0,00
20100112092419S:A1500,0015,  00001271,1, 0,00
20100112092441S:A1503,0015,  00001273,01,00
20100112092446R:U1500,0 15,  00001273, 0
20100112092447S:U1500,0 15,  00001273,00
20100112092449R:A1504,0 15,  00001273, 0, 0
20100112092449R:A1503,0 15,  00001017, 0, 0
20100112092544S:A1503,0015,  00001017,01,00
20100112092549R:U1500,0 15,  00001017, 0
20100112092549S:U1500,0 15,  00001017,00
20100112092552R:A1504,0 15,  00001017, 0, 0
20100112092552R:A1503,0 15,  00000020, 0, 0
20100112092640S:A1503,0015,  00000020,01,00
20100112092646R:U1500,0 15,  00000020, 0
20100112092646S:U1500,0 15,  00000020,00
20100112092648R:A1504,0 15,  00000020, 0, 0
20100112092648R:A1503,0 15,  00001149, 0, 0
20100112092705S:A1500,0015,  00000026,1, 0,00
20100112092717S:A1500,0015,  00001266,1, 0,00
20100112092722S:A1503,0015,  00001149,01,00
20100112092728R:U1500,0 15,  00001149, 0
20100112092728S:U1500,0 15,  00001149,00
20100112092731R:A1504,0 15,  00001149, 0, 0
20100112092731R:A1503,0 15,  00001182, 0, 0
20100112092734S:A1500,0015,  00001122,1, 0,00
20100112092750S:A1500,0015,  00001118,1, 0,00
20100112092803S:A1503,0015,  00001182,01,00
20100112092809R:U1500,0 15,  00001182, 0
20100112092809S:U1500,0 15,  00001182,00
20100112092812R:A1504,0 15,  00001182, 0, 0
20100112092812R:A1503,0 15,  00001016, 0, 0
20100112092936S:A1503,0015,  00001016,01,00
20100112092941R:U1500,0 15,  00001016, 0
20100112092941S:U1500,0 15,  00001016,00
20100112092944R:A1504,0 15,  00001016, 0, 0
20100112092944R:A1503,0 15,  00001171, 0, 0
20100112093022S:A1503,0015,  00001171,01,00
20100112093028R:U1500,0 15,  00001171, 0
20100112093028S:U1500,0 15,  00001171,00
20100112093030R:A1504,0 15,  00001171, 0, 0
20100112093030R:A1503,0 15,  00000159, 0, 0
20100112093048S:A1503,0015,  00000159,01,00
20100112093054R:U1500,0 15,  00000159, 0
20100112093054S:U1500,0 15,  00000159,00
20100112093110R:A1504,0 15,  00000159, 0, 0
20100112093110R:A1503,0 15,  00000118, 0, 0
20100112093122R:A1501,0 15,  00000049,0, 0
20100112093122R:A1510,0 15,  00000049, 1, 0, 4, 0
20100112093131R:A1510,0 15,  00000049, 9, 0, 4, 0
20100112093132S:A1503,0015,  00000118,01,00
20100112093138R:U1500,0 15,  00000118, 0
20100112093138S:U1500,0 15,  00000118,00
20100112093150R:A1504,0 15,  00000118, 0, 0
20100112093150R:A1503,0 15,  00000142, 0, 0
20100112093202R:A1501,0 15,  00000194,0, 0
20100112093203R:A1510,0 15,  00000194, 1, 0, 4, 0
20100112093205S:A1503,0015,  00000142,01,00
20100112093212R:A1510,0 15,  00000194, 9, 0, 4, 0
20100112093214R:U1500,0 15,  00000142, 0
20100112093214S:U1500,0 15,  00000142,00
20100112093229S:A1500,0015,  00001022,1, 0,00
20100112093230R:A1504,0 15,  00000142, 0, 0
20100112093230R:A1503,0 15,  00000156, 0, 0
20100112093241R:A1501,0 15,  00000137,0, 0
20100112093241R:A1510,0 15,  00000137, 1, 0, 4, 0
20100112093250R:A1510,0 15,  00000137, 9, 0, 4, 0
20100112093253S:A1503,0015,  00000156,01,00
20100112093258R:A1501,0 15,  00001129,0, 0
20100112093258R:A1510,0 15,  00001129, 1, 0, 5, 0
20100112093307S:A1500,0015,  00001221,1, 0,00
20100112093307R:A1510,0 15,  00001129, 9, 0, 5, 0
20100112093309R:U1500,0 15,  00000156, 0
20100112093309S:U1500,0 15,  00000156,00
20100112093317R:A1504,0 15,  00000156, 0, 0
20100112093317R:A1503,0 15,  00000188, 0, 0
20100112093318S:A1500,0015,  00000054,1, 0,00
20100112093349S:A1503,0015,  00000188,01,00
20100112093355R:U1500,0 15,  00000188, 0
20100112093355S:U1500,0 15,  00000188,00
20100112093358R:A1504,0 15,  00000188, 0, 0
20100112093358R:A1503,0 15,  00000049, 0, 0
20100112093437S:A1503,0015,  00000049,01,00
20100112093442R:U1500,0 15,  00000049, 0
20100112093442S:U1500,0 15,  00000049,00
20100112093445R:A1504,0 15,  00000049, 0, 0
20100112093445R:A1503,0 15,  00000194, 0, 0
20100112093523S:A1503,0015,  00000194,01,00
20100112093529R:U1500,0 15,  00000194, 0
20100112093529S:U1500,0 15,  00000194,00
20100112093531R:A1504,0 15,  00000194, 0, 0
20100112093531R:A1503,0 15,  00000137, 0, 0
20100112093612S:A1503,0015,  00000137,01,00
20100112093618R:U1500,0 15,  00000137, 0
20100112093618S:U1500,0 15,  00000137,00
20100112093620R:A1504,0 15,  00000137, 0, 0
20100112093621R:A1503,0 15,  00001129, 0, 0
20100112093632S:A1503,0015,  00001129,01,00
20100112093638R:U1500,0 15,  00001129, 0
20100112093638S:U1500,0 15,  00001129,00
20100112093700R:A1504,0 15,  00001129, 0, 0
20100112094040S:A1500,0015,  00000073,1, 0,00
20100112094056R:A1501,0 15,  00001035,0, 0
20100112094056R:A1510,0 15,  00001035, 1, 0, 0, 0
20100112094104S:A1500,0015,  00001005,1, 0,00
20100112094105R:A1510,0 15,  00001035, 9, 0, 0, 0
20100112094109R:A1503,0 15,  00001035, 0, 0
20100112094110S:A1503,0015,  00001035,01,00
20100112094117R:A1501,0 15,  00001271,0, 0
20100112094117R:A1510,0 15,  00001271, 1, 0, 1, 0
20100112094126R:A1510,0 15,  00001271, 9, 0, 1, 0
20100112094128R:U1500,0 15,  00001035, 0
20100112094128S:U1500,0 15,  00001035,00
20100112094137R:A1504,0 15,  00001035, 0, 0
20100112094137R:A1503,0 15,  00001271, 0, 0
20100112094138S:A1503,0015,  00001271,01,00
20100112094144R:U1500,0 15,  00001271, 0
20100112094144S:U1500,0 15,  00001271,00
20100112094155S:A1500,0015,  00000103,1, 0,00
20100112094211S:A1500,0015,  00000177,1, 0,00
20100112094217R:A1504,0 15,  00001271, 0, 0
20100112094229R:A1501,0 15,  00001266,0, 0
20100112094229R:A1510,0 15,  00001266, 1, 0, 0, 0
20100112094238R:A1510,0 15,  00001266, 9, 0, 0, 0
20100112094242R:A1503,0 15,  00001266, 0, 0
20100112094243S:A1503,0015,  00001266,01,00
20100112094248R:U1500,0 15,  00001266, 0
20100112094248S:U1500,0 15,  00001266,00
20100112094257R:A1504,0 15,  00001266, 0, 0
20100112094309R:A1501,0 15,  00001118,0, 0
20100112094309R:A1510,0 15,  00001118, 1, 0, 0, 0
20100112094318R:A1510,0 15,  00001118, 9, 0, 0, 0
20100112094323R:A1503,0 15,  00001118, 0, 0
20100112094323S:A1503,0015,  00001118,01,00
20100112094325R:A1501,0 15,  00000193,0, 0
20100112094325R:A1510,0 15,  00000193, 1, 0, 1, 0
20100112094334R:A1510,0 15,  00000193, 9, 0, 1, 0
20100112094336R:U1500,0 15,  00001118, 0
20100112094336S:U1500,0 15,  00001118,00
20100112094345R:A1504,0 15,  00001118, 0, 0
20100112094345R:A1503,0 15,  00000193, 0, 0
20100112094346S:A1503,0015,  00000193,01,00
20100112094351R:U1500,0 15,  00000193, 0
20100112094351S:U1500,0 15,  00000193,00
20100112094424R:A1504,0 15,  00000193, 0, 0
20100112094435R:A1501,0 15,  00000026,0, 0
20100112094435R:A1510,0 15,  00000026, 1, 0, 0, 0
20100112094444R:A1510,0 15,  00000026, 9, 0, 0, 0
20100112094449R:A1503,0 15,  00000026, 0, 0
20100112094449S:A1503,0015,  00000026,01,00
20100112094453R:A1501,0 15,  00001122,0, 0
20100112094453R:A1510,0 15,  00001122, 1, 0, 1, 0
20100112094502R:A1510,0 15,  00001122, 9, 0, 1, 0
20100112094504R:U1500,0 15,  00000026, 0
20100112094504S:U1500,0 15,  00000026,00
20100112094513R:A1504,0 15,  00000026, 0, 0
20100112094514R:A1503,0 15,  00001122, 0, 0
20100112094514S:A1503,0015,  00001122,01,00
20100112094520R:U1500,0 15,  00001122, 0
20100112094520S:U1500,0 15,  00001122,00
20100112094553R:A1504,0 15,  00001122, 0, 0
20100112094950S:A1500,0015,  00001252,1, 0,00
20100112095017S:A1500,0015,  00001188,1, 0,00
20100112095029S:A1500,0015,  00001148,1, 0,00
20100112095251R:A1501,0 15,  00001022,0, 0
20100112095251R:A1510,0 15,  00001022, 1, 0, 0, 0
20100112095300R:A1510,0 15,  00001022, 9, 0, 0, 0
20100112095304R:A1503,0 15,  00001022, 0, 0
20100112095305S:A1503,0015,  00001022,01,00
20100112095311R:A1501,0 15,  00001221,0, 0
20100112095311R:A1510,0 15,  00001221, 1, 0, 1, 0
20100112095321R:A1510,0 15,  00001221, 9, 0, 1, 0
20100112095322R:U1500,0 15,  00001022, 0
20100112095322S:U1500,0 15,  00001022,00
20100112095332R:A1504,0 15,  00001022, 0, 0
20100112095332R:A1503,0 15,  00001221, 0, 0
20100112095333S:A1503,0015,  00001221,01,00
20100112095338R:U1500,0 15,  00001221, 0
20100112095338S:U1500,0 15,  00001221,00
20100112095412R:A1504,0 15,  00001221, 0, 0
20100112095424R:A1501,0 15,  00000054,0, 0
20100112095424R:A1510,0 15,  00000054, 1, 0, 0, 0
20100112095433R:A1510,0 15,  00000054, 9, 0, 0, 0
20100112095438R:A1503,0 15,  00000054, 0, 0
20100112095438S:A1503,0015,  00000054,01,00
20100112095444R:U1500,0 15,  00000054, 0
20100112095444S:U1500,0 15,  00000054,00
20100112095452R:A1504,0 15,  00000054, 0, 0
20100112095504R:A1501,0 15,  00000073,0, 0
20100112095504R:A1510,0 15,  00000073, 1, 0, 0, 0
20100112095513R:A1510,0 15,  00000073, 9, 0, 0, 0
20100112095518R:A1503,0 15,  00000073, 0, 0
20100112095518S:A1503,0015,  00000073,01,00
20100112095525R:A1501,0 15,  00001005,0, 0
20100112095525R:A1510,0 15,  00001005, 1, 0, 1, 0
20100112095534R:A1510,0 15,  00001005, 9, 0, 1, 0
20100112095536R:U1500,0 15,  00000073, 0
20100112095536S:U1500,0 15,  00000073,00
20100112095545R:A1504,0 15,  00000073, 0, 0
20100112095545R:A1503,0 15,  00001005, 0, 0
20100112095546S:A1503,0015,  00001005,01,00
20100112095552R:U1500,0 15,  00001005, 0
20100112095552S:U1500,0 15,  00001005,00
20100112095625R:A1504,0 15,  00001005, 0, 0
20100112095637R:A1501,0 15,  00000103,0, 0
20100112095637R:A1510,0 15,  00000103, 1, 0, 0, 0
20100112095646R:A1510,0 15,  00000103, 9, 0, 0, 0
20100112095651R:A1503,0 15,  00000103, 0, 0
20100112095651S:A1503,0015,  00000103,01,00
20100112095654R:A1501,0 15,  00000177,0, 0
20100112095654R:A1510,0 15,  00000177, 1, 0, 1, 0
20100112095700S:A1500,0015,  00000053,1, 0,00
20100112095703R:A1510,0 15,  00000177, 9, 0, 1, 0
20100112095705R:U1500,0 15,  00000103, 0
20100112095705S:U1500,0 15,  00000103,00
20100112095714R:A1504,0 15,  00000103, 0, 0
20100112095714R:A1503,0 15,  00000177, 0, 0
20100112095715S:A1503,0015,  00000177,01,00
20100112095720S:A1500,0015,  00000083,1, 0,00
20100112095721R:U1500,0 15,  00000177, 0
20100112095721S:U1500,0 15,  00000177,00
20100112095747R:A1504,0 15,  00000177, 0, 0
20100112095759S:A1500,0015,  00000194,1, 0,00
20100112100058S:A1500,0015,  00001273,1, 0,00
20100112100110S:A1500,0015,  00000011,1, 0,00
20100112100243R:A1501,0 15,  00001252,0, 0
20100112100243R:A1510,0 15,  00001252, 1, 0, 0, 0
20100112100252R:A1510,0 15,  00001252, 9, 0, 0, 0
20100112100257R:A1503,0 15,  00001252, 0, 0
20100112100257S:A1503,0015,  00001252,01,00
20100112100300R:A1501,0 15,  00001188,0, 0
20100112100300R:A1510,0 15,  00001188, 1, 0, 1, 0
20100112100309R:A1510,0 15,  00001188, 9, 0, 1, 0
20100112100311R:U1500,0 15,  00001252, 0
20100112100311S:U1500,0 15,  00001252,00
20100112100320R:A1504,0 15,  00001252, 0, 0
20100112100320R:A1503,0 15,  00001188, 0, 0
20100112100321S:A1503,0015,  00001188,01,00
20100112100327R:U1500,0 15,  00001188, 0
20100112100327S:U1500,0 15,  00001188,00
20100112100400R:A1504,0 15,  00001188, 0, 0
20100112100452R:A1501,0 15,  00001148,0, 0
20100112100452R:A1510,0 15,  00001148, 1, 0, 0, 0
20100112100501R:A1510,0 15,  00001148, 9, 0, 0, 0
20100112100505R:A1503,0 15,  00001148, 0, 0
20100112100506S:A1503,0015,  00001148,01,00
20100112100512R:U1500,0 15,  00001148, 0
20100112100512S:U1500,0 15,  00001148,00
20100112100514R:A1504,0 15,  00001148, 0, 0
20100112101110S:A1500,0015,  00001017,1, 0,00
20100112101154R:A1501,0 15,  00000053,0, 0
20100112101154R:A1510,0 15,  00000053, 1, 0, 0, 0
20100112101203R:A1510,0 15,  00000053, 9, 0, 0, 0
20100112101208R:A1503,0 15,  00000053, 0, 0
20100112101208S:A1503,0015,  00000053,01,00
20100112101211R:A1501,0 15,  00000194,0, 0
20100112101211R:A1510,0 15,  00000194, 1, 0, 1, 0
20100112101220R:A1510,0 15,  00000194, 9, 0, 1, 0
20100112101222R:U1500,0 15,  00000053, 0
