20091201072225S:A1500,0015,  00001153,1, 0,00
20091201090528R:A1510,0 15,  00001027, 1, 0, 1, 0
20091201090537R:A1510,0 15,  00001027, 9, 0, 1, 0
20091201090539R:U1500,0 15,  00001289, 0
20091201090539S:U1500,0 15,  00001289,00
20091201090548R:A1504,0 15,  00001289, 0, 0
20091201090548R:A1503,0 15,  00001027, 0, 0
20091201090549S:A1503,0015,  00001027,01,00
20091201090555R:U1500,0 15,  00001027, 0
20091201090555S:U1500,0 15,  00001027,00
20091201090628R:A1504,0 15,  00001027, 0, 0
20091201090640R:A1501,0 15,  00000090,0, 0
20091201090640R:A1510,0 15,  00000090, 1, 0, 0, 0
20091201090649R:A1510,0 15,  00000090, 9, 0, 0, 0
20091201090654R:A1503,0 15,  00000090, 0, 0
20091201090654S:A1503,0015,  00000090,01,00
20091201090656R:A1501,0 15,  00001152,0, 0
20091201090657R:A1510,0 15,  00001152, 1, 0, 1, 0
20091201090706R:A1510,0 15,  00001152, 9, 0, 1, 0
20091201090708R:U1500,0 15,  00000090, 0
20091201090708S:U1500,0 15,  00000090,00
20091201090717R:A1504,0 15,  00000090, 0, 0
20091201090717R:A1503,0 15,  00001152, 0, 0
20091201090721S:A1503,0015,  00001152,01,00
20091201090728R:A1501,0 15,  00000041,0, 0
20091201090728R:A1510,0 15,  00000041, 1, 0, 1, 0
20091201090734R:U1500,0 15,  00001152, 0
20091201090734S:U1500,0 15,  00001152,00
20091201090737R:A1510,0 15,  00000041, 9, 0, 0, 0
20091201090756R:A1504,0 15,  00001152, 0, 0
20091201090757R:A1503,0 15,  00000041, 0, 0
20091201090806S:A1503,0015,  00000041,01,00
20091201090811R:U1500,0 15,  00000041, 0
20091201090811S:U1500,0 15,  00000041,00
20091201090823R:A1504,0 15,  00000041, 0, 0
20091201090832S:A1500,0015,  00001285,1, 0,00
20091201091101S:A1500,0015,  00000053,1, 0,00
20091201091224R:A1501,0 15,  00000040,0, 0
20091201091224R:A1510,0 15,  00000040, 1, 0, 0, 0
20091201091233R:A1510,0 15,  00000040, 9, 0, 0, 0
20091201091238R:A1503,0 15,  00000040, 0, 0
20091201091238S:A1503,0015,  00000040,01,00
20091201091246R:A1501,0 15,  00000063,0, 0
20091201091246R:A1510,0 15,  00000063, 1, 0, 1, 0
20091201091255R:A1510,0 15,  00000063, 9, 0, 1, 0
20091201091257R:U1500,0 15,  00000040, 0
20091201091257S:U1500,0 15,  00000040,00
20091201091306R:A1504,0 15,  00000040, 0, 0
20091201091307R:A1503,0 15,  00000063, 0, 0
20091201091307S:A1503,0015,  00000063,01,00
20091201091313R:U1500,0 15,  00000063, 0
20091201091313S:U1500,0 15,  00000063,00
20091201091346R:A1504,0 15,  00000063, 0, 0
20091201091358R:A1501,0 15,  00000078,0, 0
20091201091358R:A1510,0 15,  00000078, 1, 0, 0, 0
20091201091408R:A1510,0 15,  00000078, 9, 0, 0, 0
20091201091412R:A1503,0 15,  00000078, 0, 0
20091201091412S:A1503,0015,  00000078,01,00
20091201091415R:A1501,0 15,  00000181,0, 0
20091201091415R:A1510,0 15,  00000181, 1, 0, 1, 0
20091201091424R:A1510,0 15,  00000181, 9, 0, 1, 0
20091201091426R:U1500,0 15,  00000078, 0
20091201091426S:U1500,0 15,  00000078,00
20091201091436R:A1504,0 15,  00000078, 0, 0
20091201091436R:A1503,0 15,  00000181, 0, 0
20091201091436S:A1503,0015,  00000181,01,00
20091201091442R:U1500,0 15,  00000181, 0
20091201091442S:U1500,0 15,  00000181,00
20091201091515R:A1504,0 15,  00000181, 0, 0
20091201091659S:A1500,0015,  00000088,1, 0,00
20091201091714S:A1500,0015,  00000158,1, 0,00
20091201091732S:A1500,0015,  00000054,1, 0,00
20091201091909S:A1500,0015,  00001035,1, 0,00
20091201092138R:A1501,0 15,  00001007,0, 0
20091201092138R:A1510,0 15,  00001007, 1, 0, 0, 0
20091201092147R:A1510,0 15,  00001007, 9, 0, 0, 0
20091201092148S:A1500,0015,  00000102,1, 0,00
20091201092152R:A1503,0 15,  00001007, 0, 0
20091201092152S:A1503,0015,  00001007,01,00
20091201092158R:U1500,0 15,  00001007, 0
20091201092158S:U1500,0 15,  00001007,00
20091201092200R:A1504,0 15,  00001007, 0, 0
20091201092202S:A1500,0015,  00000155,1, 0,00
20091201092226R:A1501,0 15,  00000053,0, 0
20091201092226R:A1510,0 15,  00000053, 1, 0, 0, 0
20091201092235R:A1510,0 15,  00000053, 9, 0, 0, 0
20091201092239R:A1503,0 15,  00000053, 0, 0
20091201092240S:A1503,0015,  00000053,01,00
20091201092245R:U1500,0 15,  00000053, 0
20091201092245S:U1500,0 15,  00000053,00
20091201092248R:A1504,0 15,  00000053, 0, 0
20091201092336R:A1501,0 15,  00001285,0, 0
20091201092336R:A1510,0 15,  00001285, 1, 0, 0, 0
20091201092345R:A1510,0 15,  00001285, 9, 0, 0, 0
20091201092349R:A1503,0 15,  00001285, 0, 0
20091201092349S:A1503,0015,  00001285,01,00
20091201092355R:U1500,0 15,  00001285, 0
20091201092355S:U1500,0 15,  00001285,00
20091201092358R:A1504,0 15,  00001285, 0, 0
20091201092522S:A1500,0015,  00001042,1, 0,00
20091201093100S:A1500,0015,  00000067,1, 0,00
20091201093116R:A1501,0 15,  00000158,0, 0
20091201093116R:A1510,0 15,  00000158, 1, 0, 0, 0
20091201093125R:A1510,0 15,  00000158, 9, 0, 0, 0
20091201093127S:A1500,0015,  00001188,1, 0,00
20091201093129R:A1503,0 15,  00000158, 0, 0
20091201093129S:A1503,0015,  00000158,01,00
20091201093135R:U1500,0 15,  00000158, 0
20091201093135S:U1500,0 15,  00000158,00
20091201093138R:A1504,0 15,  00000158, 0, 0
20091201093254S:A1500,0015,  00001041,1, 0,00
20091201093330R:A1501,0 15,  00000088,0, 0
20091201093330R:A1510,0 15,  00000088, 1, 0, 0, 0
20091201093339R:A1510,0 15,  00000088, 9, 0, 0, 0
20091201093343R:A1503,0 15,  00000088, 0, 0
20091201093344S:A1503,0015,  00000088,01,00
20091201093346R:A1501,0 15,  00000054,0, 0
20091201093346R:A1510,0 15,  00000054, 1, 0, 1, 0
20091201093355R:A1510,0 15,  00000054, 9, 0, 1, 0
20091201093357R:U1500,0 15,  00000088, 0
20091201093357S:U1500,0 15,  00000088,00
20091201093406R:A1504,0 15,  00000088, 0, 0
20091201093406R:A1503,0 15,  00000054, 0, 0
20091201093407S:A1503,0015,  00000054,01,00
20091201093413R:U1500,0 15,  00000054, 0
20091201093413S:U1500,0 15,  00000054,00
20091201093417S:A1500,0015,  00001005,1, 0,00
20091201093446R:A1504,0 15,  00000054, 0, 0
20091201093457R:A1501,0 15,  00001035,0, 0
20091201093457R:A1510,0 15,  00001035, 1, 0, 0, 0
20091201093506R:A1510,0 15,  00001035, 9, 0, 0, 0
20091201093511R:A1503,0 15,  00001035, 0, 0
20091201093511S:A1503,0015,  00001035,01,00
20091201093517R:U1500,0 15,  00001035, 0
20091201093517S:U1500,0 15,  00001035,00
20091201093526R:A1504,0 15,  00001035, 0, 0
20091201093625S:A1500,0015,  00001153,1, 0,00
20091201093646S:A1500,0015,  00000028,1, 0,00
20091201093654R:A1501,0 15,  00001153,0, 0
20091201093654R:A1510,0 15,  00001153, 1, 0, 0, 0
20091201093701S:A1500,0015,  00001149,1, 0,00
20091201093703R:A1510,0 15,  00001153, 9, 0, 0, 0
20091201093707R:A1503,0 15,  00001153, 0, 0
20091201093708S:A1503,0015,  00001153,01,00
20091201093716R:A1501,0 15,  00000028,0, 0
20091201093717R:A1510,0 15,  00000028, 1, 0, 1, 0
20091201093718S:A1500,0015,  00001036,1, 0,00
20091201093725R:A1510,0 15,  00000028, 9, 0, 1, 0
20091201093727R:U1500,0 15,  00001153, 0
20091201093728S:U1500,0 15,  00001153,00
20091201093737R:A1504,0 15,  00001153, 0, 0
20091201093737R:A1503,0 15,  00000028, 0, 0
20091201093738S:A1503,0015,  00000028,01,00
20091201093740S:A1500,0015,  00000173,1, 0,00
20091201093743R:U1500,0 15,  00000028, 0
20091201093743S:U1500,0 15,  00000028,00
20091201093817R:A1504,0 15,  00000028, 0, 0
20091201093829R:A1501,0 15,  00001149,0, 0
20091201093829R:A1510,0 15,  00001149, 1, 0, 0, 0
20091201093838R:A1510,0 15,  00001149, 9, 0, 0, 0
20091201093842R:A1503,0 15,  00001149, 0, 0
20091201093842S:A1503,0015,  00001149,01,00
20091201093851R:A1501,0 15,  00001036,0, 0
20091201093851R:A1510,0 15,  00001036, 1, 0, 1, 0
20091201093852S:A1500,0015,  00001200,1, 0,00
20091201093900R:A1510,0 15,  00001036, 9, 0, 1, 0
20091201093902R:U1500,0 15,  00001149, 0
20091201093902S:U1500,0 15,  00001149,00
20091201093911R:A1504,0 15,  00001149, 0, 0
20091201093912R:A1503,0 15,  00001036, 0, 0
20091201093912S:A1503,0015,  00001036,01,00
20091201093915S:A1500,0015,  00000011,1, 0,00
20091201093918R:U1500,0 15,  00001036, 0
20091201093918S:U1500,0 15,  00001036,00
20091201093951R:A1504,0 15,  00001036, 0, 0
20091201094003R:A1501,0 15,  00000173,0, 0
20091201094003R:A1510,0 15,  00000173, 1, 0, 0, 0
20091201094012R:A1510,0 15,  00000173, 9, 0, 0, 0
20091201094017R:A1503,0 15,  00000173, 0, 0
20091201094017S:A1503,0015,  00000173,01,00
20091201094026R:A1501,0 15,  00001200,0, 0
20091201094026R:A1510,0 15,  00001200, 1, 0, 1, 0
20091201094027S:A1500,0015,  00000195,1, 0,00
20091201094035R:A1510,0 15,  00001200, 9, 0, 1, 0
20091201094037R:U1500,0 15,  00000173, 0
20091201094037S:U1500,0 15,  00000173,00
20091201094046R:A1504,0 15,  00000173, 0, 0
20091201094046R:A1503,0 15,  00001200, 0, 0
20091201094049S:A1500,0015,  00001116,1, 0,00
20091201094051S:A1503,0015,  00001200,01,00
20091201094058R:A1501,0 15,  00000011,0, 0
20091201094059R:A1510,0 15,  00000011, 1, 0, 1, 0
20091201094107R:A1510,0 15,  00000011, 9, 0, 1, 0
20091201094109R:U1500,0 15,  00001200, 0
20091201094109S:U1500,0 15,  00001200,00
20091201094126R:A1504,0 15,  00001200, 0, 0
20091201094126R:A1503,0 15,  00000011, 0, 0
20091201094138R:A1501,0 15,  00000195,0, 0
20091201094138R:A1510,0 15,  00000195, 1, 0, 1, 0
20091201094147R:A1510,0 15,  00000195, 9, 0, 1, 0
20091201094153S:A1503,0015,  00000011,01,00
20091201094200R:A1501,0 15,  00001116,0, 0
20091201094200R:A1510,0 15,  00001116, 1, 0, 2, 0
20091201094209R:A1510,0 15,  00001116, 9, 0, 2, 0
20091201094211R:U1500,0 15,  00000011, 0
20091201094212S:U1500,0 15,  00000011,00
20091201094220R:A1504,0 15,  00000011, 0, 0
20091201094220R:A1503,0 15,  00000195, 0, 0
20091201094232R:A1501,0 15,  00000067,0, 0
20091201094233R:A1510,0 15,  00000067, 1, 0, 2, 0
20091201094242R:A1510,0 15,  00000067, 9, 0, 2, 0
20091201094249S:A1503,0015,  00000195,01,00
20091201094249R:A1501,0 15,  00001042,0, 0
20091201094249R:A1510,0 15,  00001042, 1, 0, 3, 0
20091201094258R:A1510,0 15,  00001042, 9, 0, 3, 0
20091201094300R:U1500,0 15,  00000195, 0
20091201094300S:U1500,0 15,  00000195,00
20091201094309R:A1504,0 15,  00000195, 0, 0
20091201094309R:A1503,0 15,  00001116, 0, 0
20091201094321R:A1501,0 15,  00000102,0, 0
20091201094321R:A1510,0 15,  00000102, 1, 0, 3, 0
20091201094330R:A1510,0 15,  00000102, 9, 0, 3, 0
20091201094343R:A1501,0 15,  00000155,0, 0
20091201094343R:A1510,0 15,  00000155, 1, 0, 4, 0
20091201094350S:A1503,0015,  00001116,01,00
20091201094352R:A1510,0 15,  00000155, 9, 0, 4, 0
20091201094400R:A1501,0 15,  00001188,0, 0
20091201094400R:A1510,0 15,  00001188, 1, 0, 5, 0
20091201094406R:U1500,0 15,  00001116, 0
20091201094406S:U1500,0 15,  00001116,00
20091201094408R:A1504,0 15,  00001116, 0, 0
20091201094408R:A1503,0 15,  00000067, 0, 0
20091201094409R:A1510,0 15,  00001188, 9, 0, 4, 0
20091201094422S:A1500,0015,  00000119,1, 0,00
20091201094432S:A1500,0015,  00001257,1, 0,00
20091201094448S:A1503,0015,  00000067,01,00
20091201094450S:A1500,0015,  00000127,1, 0,00
20091201094454R:U1500,0 15,  00000067, 0
20091201094454S:U1500,0 15,  00000067,00
20091201094457R:A1504,0 15,  00000067, 0, 0
20091201094457R:A1503,0 15,  00001042, 0, 0
20091201094506S:A1500,0015,  00001283,1, 0,00
20091201094523S:A1500,0015,  00000035,1, 0,00
20091201094539S:A1500,0015,  00001197,1, 0,00
20091201094543S:A1503,0015,  00001042,01,00
20091201094549R:U1500,0 15,  00001042, 0
20091201094549S:U1500,0 15,  00001042,00
20091201094552R:A1504,0 15,  00001042, 0, 0
20091201094552R:A1503,0 15,  00000102, 0, 0
20091201094557S:A1500,0015,  00001033,1, 0,00
20091201094642S:A1503,0015,  00000102,01,00
20091201094648R:U1500,0 15,  00000102, 0
20091201094648S:U1500,0 15,  00000102,00
20091201094651R:A1504,0 15,  00000102, 0, 0
20091201094651R:A1503,0 15,  00000155, 0, 0
20091201094725S:A1503,0015,  00000155,01,00
20091201094731R:U1500,0 15,  00000155, 0
20091201094731S:U1500,0 15,  00000155,00
20091201094734R:A1504,0 15,  00000155, 0, 0
20091201094734R:A1503,0 15,  00001188, 0, 0
20091201094810S:A1503,0015,  00001188,01,00
20091201094816R:U1500,0 15,  00001188, 0
20091201094816S:U1500,0 15,  00001188,00
20091201094819R:A1504,0 15,  00001188, 0, 0
20091201094849S:A1500,0015,  00000001,1, 0,00
20091201095024R:A1501,0 15,  00001041,0, 0
20091201095024R:A1510,0 15,  00001041, 1, 0, 0, 0
20091201095033R:A1510,0 15,  00001041, 9, 0, 0, 0
20091201095038R:A1503,0 15,  00001041, 0, 0
20091201095038S:A1503,0015,  00001041,01,00
20091201095046R:A1501,0 15,  00001005,0, 0
20091201095046R:A1510,0 15,  00001005, 1, 0, 1, 0
20091201095055R:A1510,0 15,  00001005, 9, 0, 1, 0
20091201095057R:U1500,0 15,  00001041, 0
20091201095057S:U1500,0 15,  00001041,00
20091201095106R:A1504,0 15,  00001041, 0, 0
20091201095106R:A1503,0 15,  00001005, 0, 0
20091201095107S:A1503,0015,  00001005,01,00
20091201095113R:U1500,0 15,  00001005, 0
20091201095113S:U1500,0 15,  00001005,00
20091201095146R:A1504,0 15,  00001005, 0, 0
20091201095348S:A1500,0015,  00001118,1, 0,00
20091201095401S:A1500,0015,  00001263,1, 0,00
20091201095421S:A1500,0015,  00000032,1, 0,00
20091201095440S:A1500,0015,  00000193,1, 0,00
20091201095453S:A1500,0015,  00001251,1, 0,00
20091201095713R:A1501,0 15,  00000119,0, 0
20091201095713R:A1510,0 15,  00000119, 1, 0, 0, 0
20091201095722R:A1510,0 15,  00000119, 9, 0, 0, 0
20091201095727R:A1503,0 15,  00000119, 0, 0
20091201095727S:A1503,0015,  00000119,01,00
20091201095729R:A1501,0 15,  00000127,0, 0
20091201095729R:A1510,0 15,  00000127, 1, 0, 1, 0
20091201095738R:A1510,0 15,  00000127, 9, 0, 1, 0
20091201095740R:U1500,0 15,  00000119, 0
20091201095740S:U1500,0 15,  00000119,00
20091201095750R:A1504,0 15,  00000119, 0, 0
20091201095750R:A1503,0 15,  00000127, 0, 0
20091201095751S:A1503,0015,  00000127,01,00
20091201095801R:A1501,0 15,  00000035,0, 0
20091201095801R:A1510,0 15,  00000035, 1, 0, 1, 0
20091201095807R:U1500,0 15,  00000127, 0
20091201095807S:U1500,0 15,  00000127,00
20091201095810R:A1510,0 15,  00000035, 9, 0, 0, 0
20091201095823R:A1504,0 15,  00000127, 0, 0
20091201095823R:A1503,0 15,  00000035, 0, 0
20091201095824S:A1503,0015,  00000035,01,00
20091201095829R:U1500,0 15,  00000035, 0
20091201095829S:U1500,0 15,  00000035,00
20091201095856R:A1504,0 15,  00000035, 0, 0
20091201095908R:A1501,0 15,  00001033,0, 0
20091201095908R:A1510,0 15,  00001033, 1, 0, 0, 0
20091201095917R:A1510,0 15,  00001033, 9, 0, 0, 0
20091201095921R:A1503,0 15,  00001033, 0, 0
20091201095921S:A1503,0015,  00001033,01,00
20091201095927R:U1500,0 15,  00001033, 0
20091201095927S:U1500,0 15,  00001033,00
20091201095936R:A1504,0 15,  00001033, 0, 0
20091201095950S:A1500,0015,  00001147,1, 0,00
20091201095955R:A1501,0 15,  00001257,0, 0
20091201095955R:A1510,0 15,  00001257, 1, 0, 0, 0
20091201100004R:A1510,0 15,  00001257, 9, 0, 0, 0
20091201100008R:A1503,0 15,  00001257, 0, 0
20091201100008S:A1503,0015,  00001257,01,00
20091201100014R:U1500,0 15,  00001257, 0
20091201100014S:U1500,0 15,  00001257,00
20091201100017R:A1504,0 15,  00001257, 0, 0
20091201100029R:A1501,0 15,  00001283,0, 0
20091201100029R:A1510,0 15,  00001283, 1, 0, 0, 0
20091201100038R:A1510,0 15,  00001283, 9, 0, 0, 0
20091201100043R:A1503,0 15,  00001283, 0, 0
20091201100051R:A1501,0 15,  00001197,0, 0
20091201100051R:A1510,0 15,  00001197, 1, 0, 1, 0
20091201100053S:A1503,0015,  00001283,01,00
20091201100100R:A1510,0 15,  00001197, 9, 0, 1, 0
20091201100102R:U1500,0 15,  00001283, 0
20091201100102S:U1500,0 15,  00001283,00
20091201100111R:A1504,0 15,  00001283, 0, 0
20091201100111R:A1503,0 15,  00001197, 0, 0
20091201100120S:A1500,0015,  00000164,1, 0,00
20091201100155S:A1500,0015,  00001298,1, 0,00
20091201100210S:A1503,0015,  00001197,01,00
20091201100216R:U1500,0 15,  00001197, 0
20091201100216S:U1500,0 15,  00001197,00
20091201100218R:A1504,0 15,  00001197, 0, 0
20091201100706R:A1501,0 15,  00000032,0, 0
20091201100706R:A1510,0 15,  00000032, 1, 0, 0, 0
20091201100715R:A1510,0 15,  00000032, 9, 0, 0, 0
20091201100719R:A1503,0 15,  00000032, 0, 0
20091201100720S:A1503,0015,  00000032,01,00
20091201100727R:A1501,0 15,  00000193,0, 0
20091201100727R:A1510,0 15,  00000193, 1, 0, 1, 0
20091201100736R:A1510,0 15,  00000193, 9, 0, 1, 0
20091201100738R:U1500,0 15,  00000032, 0
20091201100738S:U1500,0 15,  00000032,00
20091201100747R:A1504,0 15,  00000032, 0, 0
20091201100747R:A1503,0 15,  00000193, 0, 0
20091201100748S:A1503,0015,  00000193,01,00
20091201100754R:U1500,0 15,  00000193, 0
20091201100754S:U1500,0 15,  00000193,00
20091201100811S:A1500,0015,  00001196,1, 0,00
20091201100826S:A1500,0015,  00001253,1, 0,00
20091201100827R:A1504,0 15,  00000193, 0, 0
20091201100839R:A1501,0 15,  00001251,0, 0
20091201100839R:A1510,0 15,  00001251, 1, 0, 0, 0
20091201100844S:A1500,0015,  00000181,1, 0,00
20091201100848R:A1510,0 15,  00001251, 9, 0, 0, 0
20091201100852R:A1503,0 15,  00001251, 0, 0
20091201100853S:A1503,0015,  00001251,01,00
20091201100859R:U1500,0 15,  00001251, 0
20091201100859S:U1500,0 15,  00001251,00
20091201100901R:A1504,0 15,  00001251, 0, 0
20091201100927R:A1501,0 15,  00000001,0, 0
20091201100927R:A1510,0 15,  00000001, 1, 0, 0, 0
20091201100936R:A1510,0 15,  00000001, 9, 0, 0, 0
20091201100940R:A1503,0 15,  00000001, 0, 0
20091201100941S:A1503,0015,  00000001,01,00
20091201100947R:A1501,0 15,  00001118,0, 0
20091201100948R:A1510,0 15,  00001118, 1, 0, 1, 0
20091201100957R:A1510,0 15,  00001118, 9, 0, 1, 0
20091201100959R:U1500,0 15,  00000001, 0
20091201100959S:U1500,0 15,  00000001,00
20091201101008R:A1504,0 15,  00000001, 0, 0
20091201101008R:A1503,0 15,  00001118, 0, 0
20091201101008S:A1503,0015,  00001118,01,00
20091201101014R:U1500,0 15,  00001118, 0
20091201101014S:U1500,0 15,  00001118,00
20091201101041R:A1504,0 15,  00001118, 0, 0
20091201101053R:A1501,0 15,  00001263,0, 0
20091201101053R:A1510,0 15,  00001263, 1, 0, 0, 0
20091201101102R:A1510,0 15,  00001263, 9, 0, 0, 0
20091201101107R:A1503,0 15,  00001263, 0, 0
20091201101107S:A1503,0015,  00001263,01,00
20091201101113R:U1500,0 15,  00001263, 0
20091201101113S:U1500,0 15,  00001263,00
20091201101121R:A1504,0 15,  00001263, 0, 0
20091201101311S:A1500,0015,  00001046,1, 0,00
20091201101321R:A1501,0 15,  00000164,0, 0
20091201101321R:A1510,0 15,  00000164, 1, 0, 0, 0
20091201101326S:A1500,0015,  00000088,1, 0,00
20091201101330R:A1510,0 15,  00000164, 9, 0, 0, 0
20091201101335R:A1503,0 15,  00000164, 0, 0
20091201101335S:A1503,0015,  00000164,01,00
20091201101341S:A1500,0015,  00001116,1, 0,00
20091201101341R:U1500,0 15,  00000164, 0
20091201101341S:U1500,0 15,  00000164,00
20091201101344R:A1504,0 15,  00000164, 0, 0
20091201101355R:A1501,0 15,  00001298,0, 0
20091201101355R:A1510,0 15,  00001298, 1, 0, 0, 0
20091201101404R:A1510,0 15,  00001298, 9, 0, 0, 0
20091201101409R:A1503,0 15,  00001298, 0, 0
20091201101409S:A1503,0015,  00001298,01,00
20091201101415R:U1500,0 15,  00001298, 0
20091201101415S:U1500,0 15,  00001298,00
20091201101423S:A1500,0015,  00000054,1, 0,00
20091201101424R:A1504,0 15,  00001298, 0, 0
20091201101713R:A1501,0 15,  00001147,0, 0
20091201101713R:A1510,0 15,  00001147, 1, 0, 0, 0
20091201101722R:A1510,0 15,  00001147, 9, 0, 0, 0
20091201101727R:A1503,0 15,  00001147, 0, 0
20091201101727S:A1503,0015,  00001147,01,00
20091201101733R:U1500,0 15,  00001147, 0
20091201101733S:U1500,0 15,  00001147,00
20091201101735R:A1504,0 15,  00001147, 0, 0
20091201101812S:A1500,0015,  00001007,1, 0,00
20091201101835S:A1500,0015,  00000053,1, 0,00
20091201101919S:A1500,0015,  00000158,1, 0,00
20091201102222S:A1500,0015,  00001285,1, 0,00
20091201102249S:A1500,0015,  00001153,1, 0,00
20091201102546S:A1500,0015,  00000094,1, 0,00
20091201102558S:A1500,0015,  00001102,1, 0,00
20091201102615S:A1500,0015,  00001266,1, 0,00
20091201102636S:A1500,0015,  00001026,1, 0,00
20091201102656S:A1500,0015,  00001122,1, 0,00
20091201102712R:A1501,0 15,  00001196,0, 0
20091201102713R:A1510,0 15,  00001196, 1, 0, 0, 0
20091201102722R:A1510,0 15,  00001196, 9, 0, 0, 0
20091201102726R:A1503,0 15,  00001196, 0, 0
20091201102727S:A1503,0015,  00001196,01,00
20091201102728R:A1501,0 15,  00001046,0, 0
20091201102728R:A1510,0 15,  00001046, 1, 0, 1, 0
20091201102737R:A1510,0 15,  00001046, 9, 0, 1, 0
20091201102739R:U1500,0 15,  00001196, 0
20091201102739S:U1500,0 15,  00001196,00
20091201102748R:A1504,0 15,  00001196, 0, 0
20091201102748R:A1503,0 15,  00001046, 0, 0
20091201102749S:A1503,0015,  00001046,01,00
20091201102755R:U1500,0 15,  00001046, 0
20091201102755S:U1500,0 15,  00001046,00
20091201102828R:A1504,0 15,  00001046, 0, 0
20091201102840R:A1501,0 15,  00001253,0, 0
20091201102840R:A1510,0 15,  00001253, 1, 0, 0, 0
20091201102849R:A1510,0 15,  00001253, 9, 0, 0, 0
20091201102854R:A1503,0 15,  00001253, 0, 0
20091201102854S:A1503,0015,  00001253,01,00
20091201102856R:A1501,0 15,  00001116,0, 0
20091201102856R:A1510,0 15,  00001116, 1, 0, 1, 0
20091201102905R:A1510,0 15,  00001116, 9, 0, 1, 0
20091201102907R:U1500,0 15,  00001253, 0
20091201102907S:U1500,0 15,  00001253,00
20091201102917R:A1504,0 15,  00001253, 0, 0
20091201102917R:A1503,0 15,  00001116, 0, 0
20091201102917S:A1503,0015,  00001116,01,00
20091201102923R:U1500,0 15,  00001116, 0
20091201102923S:U1500,0 15,  00001116,00
20091201102929S:A1500,0015,  00000172,1, 0,00
20091201102941S:A1500,0015,  00001141,1, 0,00
20091201102953S:A1500,0015,  00001262,1, 0,00
20091201102956R:A1504,0 15,  00001116, 0, 0
20091201103008R:A1501,0 15,  00000181,0, 0
20091201103008R:A1510,0 15,  00000181, 1, 0, 0, 0
20091201103017R:A1510,0 15,  00000181, 9, 0, 0, 0
20091201103022R:A1503,0 15,  00000181, 0, 0
20091201103022S:A1503,0015,  00000181,01,00
20091201103025R:A1501,0 15,  00000054,0, 0
20091201103025R:A1510,0 15,  00000054, 1, 0, 1, 0
20091201103034R:A1510,0 15,  00000054, 9, 0, 1, 0
20091201103036R:U1500,0 15,  00000181, 0
20091201103036S:U1500,0 15,  00000181,00
20091201103045R:A1504,0 15,  00000181, 0, 0
20091201103046R:A1503,0 15,  00000054, 0, 0
20091201103047S:A1500,0015,  00000159,1, 0,00
20091201103047S:A1503,0015,  00000054,01,00
20091201103053R:U1500,0 15,  00000054, 0
20091201103053S:U1500,0 15,  00000054,00
20091201103101S:A1500,0015,  00001276,1, 0,00
20091201103118S:A1500,0015,  00001223,1, 0,00
20091201103118R:A1504,0 15,  00000054, 0, 0
20091201103131R:A1501,0 15,  00000088,0, 0
20091201103131R:A1510,0 15,  00000088, 1, 0, 0, 0
20091201103140R:A1510,0 15,  00000088, 9, 0, 0, 0
20091201103144R:A1503,0 15,  00000088, 0, 0
20091201103144S:A1503,0015,  00000088,01,00
20091201103150R:U1500,0 15,  00000088, 0
20091201103150S:U1500,0 15,  00000088,00
20091201103153R:A1504,0 15,  00000088, 0, 0
20091201103154S:A1500,0015,  00000042,1, 0,00
20091201103250S:A1500,0015,  00000195,1, 0,00
20091201103302S:A1500,0015,  00001200,1, 0,00
20091201103530R:A1501,0 15,  00001153,0, 0
20091201103531R:A1510,0 15,  00001153, 1, 0, 0, 0
20091201103540R:A1510,0 15,  00001153, 9, 0, 0, 0
20091201103544R:A1503,0 15,  00001153, 0, 0
20091201103544S:A1503,0015,  00001153,01,00
20091201103550R:U1500,0 15,  00001153, 0
20091201103550S:U1500,0 15,  00001153,00
20091201103553R:A1504,0 15,  00001153, 0, 0
20091201103653R:A1501,0 15,  00000053,0, 0
20091201103653R:A1510,0 15,  00000053, 1, 0, 0, 0
20091201103702R:A1510,0 15,  00000053, 9, 0, 0, 0
20091201103706R:A1503,0 15,  00000053, 0, 0
20091201103707S:A1503,0015,  00000053,01,00
20091201103712R:U1500,0 15,  00000053, 0
20091201103712S:U1500,0 15,  00000053,00
20091201103715R:A1504,0 15,  00000053, 0, 0
20091201103819R:A1501,0 15,  00001007,0, 0
20091201103819R:A1510,0 15,  00001007, 1, 0, 0, 0
20091201103828R:A1510,0 15,  00001007, 9, 0, 0, 0
20091201103833R:A1503,0 15,  00001007, 0, 0
20091201103833S:A1503,0015,  00001007,01,00
20091201103835R:A1501,0 15,  00000158,0, 0
20091201103836R:A1510,0 15,  00000158, 1, 0, 1, 0
20091201103844R:A1510,0 15,  00000158, 9, 0, 1, 0
20091201103846R:U1500,0 15,  00001007, 0
20091201103846S:U1500,0 15,  00001007,00
20091201103856R:A1504,0 15,  00001007, 0, 0
20091201103856R:A1503,0 15,  00000158, 0, 0
20091201103857S:A1503,0015,  00000158,01,00
20091201103905S:A1500,0015,  00000011,1, 0,00
20091201103907R:A1501,0 15,  00001285,0, 0
20091201103907R:A1510,0 15,  00001285, 1, 0, 1, 0
20091201103913R:U1500,0 15,  00000158, 0
20091201103913S:U1500,0 15,  00000158,00
20091201103915S:A1500,0015,  00000028,1, 0,00
20091201103916R:A1510,0 15,  00001285, 9, 0, 0, 0
20091201103931S:A1500,0015,  00000173,1, 0,00
