20100115073623S:A1500,0015,  00001271,1, 0,00
20100115090916R:A1504,0 15,  00001293, 0, 0
20100115090928R:A1501,0 15,  00001277,0, 0
20100115090928R:A1510,0 15,  00001277, 1, 0, 0, 0
20100115090937R:A1510,0 15,  00001277, 9, 0, 0, 0
20100115090942R:A1503,0 15,  00001277, 0, 0
20100115090942S:A1503,0015,  00001277,01,00
20100115090945R:A1501,0 15,  00000141,0, 0
20100115090945R:A1510,0 15,  00000141, 1, 0, 1, 0
20100115090954R:A1510,0 15,  00000141, 9, 0, 1, 0
20100115090956R:U1500,0 15,  00001277, 0
20100115090956S:U1500,0 15,  00001277,00
20100115091005R:A1504,0 15,  00001277, 0, 0
20100115091006R:A1503,0 15,  00000141, 0, 0
20100115091006S:A1503,0015,  00000141,01,00
20100115091012R:U1500,0 15,  00000141, 0
20100115091012S:U1500,0 15,  00000141,00
20100115091027R:A1504,0 15,  00000141, 0, 0
20100115091145S:A1500,0015,  00000192,1, 0,00
20100115091457S:A1500,0015,  00001274,1, 0,00
20100115091614R:A1501,0 15,  00001001,0, 0
20100115091614R:A1510,0 15,  00001001, 1, 0, 0, 0
20100115091623R:A1510,0 15,  00001001, 9, 0, 0, 0
20100115091628R:A1503,0 15,  00001001, 0, 0
20100115091628S:A1503,0015,  00001001,01,00
20100115091634R:U1500,0 15,  00001001, 0
20100115091634S:U1500,0 15,  00001001,00
20100115091637R:A1504,0 15,  00001001, 0, 0
20100115092002R:A1501,0 15,  00001007,0, 0
20100115092002R:A1510,0 15,  00001007, 1, 0, 0, 0
20100115092011R:A1510,0 15,  00001007, 9, 0, 0, 0
20100115092016R:A1503,0 15,  00001007, 0, 0
20100115092016S:A1503,0015,  00001007,01,00
20100115092022R:U1500,0 15,  00001007, 0
20100115092022S:U1500,0 15,  00001007,00
20100115092025R:A1504,0 15,  00001007, 0, 0
20100115092035S:A1500,0015,  00000166,1, 0,00
20100115092513R:A1501,0 15,  00000192,0, 0
20100115092513R:A1510,0 15,  00000192, 1, 0, 0, 0
20100115092522R:A1510,0 15,  00000192, 9, 0, 0, 0
20100115092526R:A1503,0 15,  00000192, 0, 0
20100115092526S:A1503,0015,  00000192,01,00
20100115092532R:U1500,0 15,  00000192, 0
20100115092532S:U1500,0 15,  00000192,00
20100115092535R:A1504,0 15,  00000192, 0, 0
20100115092612R:A1501,0 15,  00001274,0, 0
20100115092612R:A1510,0 15,  00001274, 1, 0, 0, 0
20100115092621R:A1510,0 15,  00001274, 9, 0, 0, 0
20100115092626R:A1503,0 15,  00001274, 0, 0
20100115092626S:A1503,0015,  00001274,01,00
20100115092632R:U1500,0 15,  00001274, 0
20100115092632S:U1500,0 15,  00001274,00
20100115092634R:A1504,0 15,  00001274, 0, 0
20100115092638S:A1500,0015,  00001134,1, 0,00
20100115092909S:A1500,0015,  00001118,1, 0,00
20100115092923S:A1500,0015,  00000183,1, 0,00
20100115093455R:A1501,0 15,  00000166,0, 0
20100115093455R:A1510,0 15,  00000166, 1, 0, 0, 0
20100115093504R:A1510,0 15,  00000166, 9, 0, 0, 0
20100115093509R:A1503,0 15,  00000166, 0, 0
20100115093509S:A1503,0015,  00000166,01,00
20100115093515R:U1500,0 15,  00000166, 0
20100115093515S:U1500,0 15,  00000166,00
20100115093518R:A1504,0 15,  00000166, 0, 0
20100115093654S:A1500,0015,  00001162,1, 0,00
20100115093707S:A1500,0015,  00001277,1, 0,00
20100115094010R:A1501,0 15,  00000183,0, 0
20100115094010R:A1510,0 15,  00000183, 1, 0, 0, 0
20100115094019R:A1510,0 15,  00000183, 9, 0, 0, 0
20100115094023R:A1503,0 15,  00000183, 0, 0
20100115094024S:A1503,0015,  00000183,01,00
20100115094029R:U1500,0 15,  00000183, 0
20100115094029S:U1500,0 15,  00000183,00
20100115094032R:A1504,0 15,  00000183, 0, 0
20100115094218S:A1500,0015,  00000014,1, 0,00
20100115094230S:A1500,0015,  00001293,1, 0,00
20100115094425R:A1501,0 15,  00001134,0, 0
20100115094425R:A1510,0 15,  00001134, 1, 0, 0, 0
20100115094434R:A1510,0 15,  00001134, 9, 0, 0, 0
20100115094439R:A1503,0 15,  00001134, 0, 0
20100115094439S:A1503,0015,  00001134,01,00
20100115094442R:A1501,0 15,  00001118,0, 0
20100115094442R:A1510,0 15,  00001118, 1, 0, 1, 0
20100115094451R:A1510,0 15,  00001118, 9, 0, 1, 0
20100115094453R:U1500,0 15,  00001134, 0
20100115094453S:U1500,0 15,  00001134,00
20100115094502R:A1504,0 15,  00001134, 0, 0
20100115094502R:A1503,0 15,  00001118, 0, 0
20100115094503S:A1503,0015,  00001118,01,00
20100115094509R:U1500,0 15,  00001118, 0
20100115094509S:U1500,0 15,  00001118,00
20100115094532S:A1500,0015,  00000141,1, 0,00
20100115094542R:A1504,0 15,  00001118, 0, 0
20100115094834S:A1500,0015,  00000066,1, 0,00
20100115094858S:A1500,0015,  00001269,1, 0,00
20100115094903R:A1501,0 15,  00000066,0, 0
20100115094903R:A1510,0 15,  00000066, 1, 0, 0, 0
20100115094910S:A1500,0015,  00000056,1, 0,00
20100115094912R:A1510,0 15,  00000066, 9, 0, 0, 0
20100115094917R:A1503,0 15,  00000066, 0, 0
20100115094917S:A1503,0015,  00000066,01,00
20100115094926R:A1501,0 15,  00001269,0, 0
20100115094926R:A1510,0 15,  00001269, 1, 0, 1, 0
20100115094930S:A1500,0015,  00001291,1, 0,00
20100115094935R:A1510,0 15,  00001269, 9, 0, 1, 0
20100115094937R:U1500,0 15,  00000066, 0
20100115094937S:U1500,0 15,  00000066,00
20100115094947R:A1504,0 15,  00000066, 0, 0
20100115094947R:A1503,0 15,  00001269, 0, 0
20100115094947S:A1503,0015,  00001269,01,00
20100115094953R:U1500,0 15,  00001269, 0
20100115094953S:U1500,0 15,  00001269,00
20100115095026R:A1504,0 15,  00001269, 0, 0
20100115095038R:A1501,0 15,  00000056,0, 0
20100115095039R:A1510,0 15,  00000056, 1, 0, 0, 0
20100115095048R:A1510,0 15,  00000056, 9, 0, 0, 0
20100115095052R:A1503,0 15,  00000056, 0, 0
20100115095052S:A1503,0015,  00000056,01,00
20100115095101R:A1501,0 15,  00001291,0, 0
20100115095101R:A1510,0 15,  00001291, 1, 0, 1, 0
20100115095110R:A1510,0 15,  00001291, 9, 0, 1, 0
20100115095112R:U1500,0 15,  00000056, 0
20100115095112S:U1500,0 15,  00000056,00
20100115095121R:A1504,0 15,  00000056, 0, 0
20100115095121R:A1503,0 15,  00001291, 0, 0
20100115095123S:A1503,0015,  00001291,01,00
20100115095130S:A1500,0015,  00000163,1, 0,00
20100115095133R:A1501,0 15,  00001162,0, 0
20100115095133R:A1510,0 15,  00001162, 1, 0, 1, 0
20100115095139R:U1500,0 15,  00001291, 0
20100115095139S:U1500,0 15,  00001291,00
20100115095142S:A1500,0015,  00000092,1, 0,00
20100115095142R:A1510,0 15,  00001162, 9, 0, 0, 0
20100115095201R:A1504,0 15,  00001291, 0, 0
20100115095201R:A1503,0 15,  00001162, 0, 0
20100115095201S:A1503,0015,  00001162,01,00
20100115095207R:U1500,0 15,  00001162, 0
20100115095207S:U1500,0 15,  00001162,00
20100115095241R:A1504,0 15,  00001162, 0, 0
20100115095314R:A1501,0 15,  00001277,0, 0
20100115095314R:A1510,0 15,  00001277, 1, 0, 0, 0
20100115095316S:A1500,0015,  00000065,1, 0,00
20100115095323R:A1510,0 15,  00001277, 9, 0, 0, 0
20100115095328R:A1503,0 15,  00001277, 0, 0
20100115095328S:A1503,0015,  00001277,01,00
20100115095334R:U1500,0 15,  00001277, 0
20100115095334S:U1500,0 15,  00001277,00
20100115095336R:A1504,0 15,  00001277, 0, 0
20100115095341S:A1500,0015,  00000098,1, 0,00
20100115095856R:A1501,0 15,  00000014,0, 0
20100115095856R:A1510,0 15,  00000014, 1, 0, 0, 0
20100115095905R:A1510,0 15,  00000014, 9, 0, 0, 0
20100115095910R:A1503,0 15,  00000014, 0, 0
20100115095910S:A1503,0015,  00000014,01,00
20100115095918R:A1501,0 15,  00001293,0, 0
20100115095918R:A1510,0 15,  00001293, 1, 0, 1, 0
20100115095927R:A1510,0 15,  00001293, 9, 0, 1, 0
20100115095929R:U1500,0 15,  00000014, 0
20100115095929S:U1500,0 15,  00000014,00
20100115095938R:A1504,0 15,  00000014, 0, 0
20100115095938R:A1503,0 15,  00001293, 0, 0
20100115095939S:A1503,0015,  00001293,01,00
20100115095945R:U1500,0 15,  00001293, 0
20100115095945S:U1500,0 15,  00001293,00
20100115100018R:A1504,0 15,  00001293, 0, 0
20100115100104S:A1500,0015,  00001251,1, 0,00
20100115100141R:A1501,0 15,  00000141,0, 0
20100115100141R:A1510,0 15,  00000141, 1, 0, 0, 0
20100115100150R:A1510,0 15,  00000141, 9, 0, 0, 0
20100115100154R:A1503,0 15,  00000141, 0, 0
20100115100155S:A1503,0015,  00000141,01,00
20100115100200R:U1500,0 15,  00000141, 0
20100115100200S:U1500,0 15,  00000141,00
20100115100203R:A1504,0 15,  00000141, 0, 0
20100115100239R:A1501,0 15,  00000163,0, 0
20100115100239R:A1510,0 15,  00000163, 1, 0, 0, 0
20100115100248R:A1510,0 15,  00000163, 9, 0, 0, 0
20100115100252R:A1503,0 15,  00000163, 0, 0
20100115100253S:A1503,0015,  00000163,01,00
20100115100258R:U1500,0 15,  00000163, 0
20100115100258S:U1500,0 15,  00000163,00
20100115100301R:A1504,0 15,  00000163, 0, 0
20100115100322S:A1500,0015,  00001001,1, 0,00
20100115100333R:A1501,0 15,  00000092,0, 0
20100115100333R:A1510,0 15,  00000092, 1, 0, 0, 0
20100115100336S:A1500,0015,  00001218,1, 0,00
20100115100342R:A1510,0 15,  00000092, 9, 0, 0, 0
20100115100347R:A1503,0 15,  00000092, 0, 0
20100115100347S:A1503,0015,  00000092,01,00
20100115100353R:U1500,0 15,  00000092, 0
20100115100353S:U1500,0 15,  00000092,00
20100115100356R:A1504,0 15,  00000092, 0, 0
20100115100854R:A1501,0 15,  00000065,0, 0
20100115100854R:A1510,0 15,  00000065, 1, 0, 0, 0
20100115100903R:A1510,0 15,  00000065, 9, 0, 0, 0
20100115100908R:A1503,0 15,  00000065, 0, 0
20100115100908S:A1503,0015,  00000065,01,00
20100115100916R:A1501,0 15,  00000098,0, 0
20100115100916R:A1510,0 15,  00000098, 1, 0, 1, 0
20100115100925R:A1510,0 15,  00000098, 9, 0, 1, 0
20100115100927R:U1500,0 15,  00000065, 0
20100115100927S:U1500,0 15,  00000065,00
20100115100936R:A1504,0 15,  00000065, 0, 0
20100115100936R:A1503,0 15,  00000098, 0, 0
20100115100937S:A1503,0015,  00000098,01,00
20100115100943R:U1500,0 15,  00000098, 0
20100115100943S:U1500,0 15,  00000098,00
20100115101016R:A1504,0 15,  00000098, 0, 0
20100115101213S:A1500,0015,  00000192,1, 0,00
20100115101254S:A1500,0015,  00001274,1, 0,00
20100115101437R:A1501,0 15,  00001001,0, 0
20100115101438R:A1510,0 15,  00001001, 1, 0, 0, 0
20100115101447R:A1510,0 15,  00001001, 9, 0, 0, 0
20100115101451R:A1503,0 15,  00001001, 0, 0
20100115101451S:A1503,0015,  00001001,01,00
20100115101457R:U1500,0 15,  00001001, 0
20100115101457S:U1500,0 15,  00001001,00
20100115101500R:A1504,0 15,  00001001, 0, 0
20100115101715S:A1500,0015,  00001007,1, 0,00
20100115101729S:A1500,0015,  00000166,1, 0,00
20100115101746S:A1500,0015,  00000083,1, 0,00
20100115101758S:A1500,0015,  00000073,1, 0,00
20100115101811R:A1501,0 15,  00001251,0, 0
20100115101811R:A1510,0 15,  00001251, 1, 0, 0, 0
20100115101820R:A1510,0 15,  00001251, 9, 0, 0, 0
20100115101824R:A1503,0 15,  00001251, 0, 0
20100115101825S:A1503,0015,  00001251,01,00
20100115101830R:U1500,0 15,  00001251, 0
20100115101830S:U1500,0 15,  00001251,00
20100115101833R:A1504,0 15,  00001251, 0, 0
20100115101845R:A1501,0 15,  00001218,0, 0
20100115101845R:A1510,0 15,  00001218, 1, 0, 0, 0
20100115101854R:A1510,0 15,  00001218, 9, 0, 0, 0
20100115101859R:A1503,0 15,  00001218, 0, 0
20100115101859S:A1503,0015,  00001218,01,00
20100115101905R:U1500,0 15,  00001218, 0
20100115101905S:U1500,0 15,  00001218,00
20100115101913R:A1504,0 15,  00001218, 0, 0
20100115102112S:A1500,0015,  00001257,1, 0,00
20100115102124S:A1500,0015,  00001196,1, 0,00
20100115102141S:A1500,0015,  00001223,1, 0,00
20100115102528S:A1500,0015,  00000119,1, 0,00
20100115102619R:A1501,0 15,  00000192,0, 0
20100115102620R:A1510,0 15,  00000192, 1, 0, 0, 0
20100115102628R:A1510,0 15,  00000192, 9, 0, 0, 0
20100115102633R:A1503,0 15,  00000192, 0, 0
20100115102633S:A1503,0015,  00000192,01,00
20100115102636R:A1501,0 15,  00001274,0, 0
20100115102636R:A1510,0 15,  00001274, 1, 0, 1, 0
20100115102645R:A1510,0 15,  00001274, 9, 0, 1, 0
20100115102647R:U1500,0 15,  00000192, 0
20100115102647S:U1500,0 15,  00000192,00
20100115102657R:A1504,0 15,  00000192, 0, 0
20100115102657R:A1503,0 15,  00001274, 0, 0
20100115102657S:A1503,0015,  00001274,01,00
20100115102703R:U1500,0 15,  00001274, 0
20100115102703S:U1500,0 15,  00001274,00
20100115102736R:A1504,0 15,  00001274, 0, 0
20100115102742S:A1500,0015,  00001206,1, 0,00
20100115102801S:A1500,0015,  00000075,1, 0,00
20100115102812S:A1500,0015,  00001116,1, 0,00
20100115102825S:A1500,0015,  00000040,1, 0,00
20100115102841S:A1500,0015,  00000014,1, 0,00
20100115102853S:A1500,0015,  00001293,1, 0,00
20100115102914S:A1500,0015,  00000026,1, 0,00
20100115102928S:A1500,0015,  00000090,1, 0,00
20100115102946S:A1500,0015,  00000140,1, 0,00
20100115103002S:A1500,0015,  00000098,1, 0,00
20100115103021S:A1500,0015,  00000141,1, 0,00
20100115103041S:A1500,0015,  00000163,1, 0,00
20100115103215R:A1501,0 15,  00000166,0, 0
20100115103216R:A1510,0 15,  00000166, 1, 0, 0, 0
20100115103225R:A1510,0 15,  00000166, 9, 0, 0, 0
20100115103229R:A1503,0 15,  00000166, 0, 0
20100115103230S:A1503,0015,  00000166,01,00
20100115103236R:A1501,0 15,  00000083,0, 0
20100115103236R:A1510,0 15,  00000083, 1, 0, 1, 0
20100115103245R:A1510,0 15,  00000083, 9, 0, 1, 0
20100115103247R:U1500,0 15,  00000166, 0
20100115103247S:U1500,0 15,  00000166,00
20100115103257R:A1504,0 15,  00000166, 0, 0
20100115103257R:A1503,0 15,  00000083, 0, 0
20100115103258S:A1503,0015,  00000083,01,00
20100115103303R:U1500,0 15,  00000083, 0
20100115103303S:U1500,0 15,  00000083,00
20100115103336R:A1504,0 15,  00000083, 0, 0
20100115103348R:A1501,0 15,  00000073,0, 0
20100115103348R:A1510,0 15,  00000073, 1, 0, 0, 0
20100115103357R:A1510,0 15,  00000073, 9, 0, 0, 0
20100115103402R:A1503,0 15,  00000073, 0, 0
20100115103402S:A1503,0015,  00000073,01,00
20100115103408R:U1500,0 15,  00000073, 0
20100115103408S:U1500,0 15,  00000073,00
20100115103416R:A1504,0 15,  00000073, 0, 0
20100115103424S:A1500,0015,  00000092,1, 0,00
20100115103428R:A1501,0 15,  00001196,0, 0
20100115103428R:A1510,0 15,  00001196, 1, 0, 0, 0
20100115103437R:A1510,0 15,  00001196, 9, 0, 0, 0
20100115103442R:A1503,0 15,  00001196, 0, 0
20100115103443S:A1503,0015,  00001196,01,00
20100115103445S:A1500,0015,  00000125,1, 0,00
20100115103448R:U1500,0 15,  00001196, 0
20100115103448S:U1500,0 15,  00001196,00
20100115103456R:A1504,0 15,  00001196, 0, 0
20100115103457S:A1500,0015,  00001003,1, 0,00
20100115103509S:A1500,0015,  00000065,1, 0,00
20100115103722R:A1501,0 15,  00001007,0, 0
20100115103723R:A1510,0 15,  00001007, 1, 0, 0, 0
20100115103732R:A1510,0 15,  00001007, 9, 0, 0, 0
20100115103736R:A1503,0 15,  00001007, 0, 0
20100115103736S:A1503,0015,  00001007,01,00
20100115103739R:A1501,0 15,  00001257,0, 0
20100115103739R:A1510,0 15,  00001257, 1, 0, 1, 0
20100115103748R:A1510,0 15,  00001257, 9, 0, 1, 0
20100115103750R:U1500,0 15,  00001007, 0
20100115103750S:U1500,0 15,  00001007,00
20100115103759R:A1504,0 15,  00001007, 0, 0
20100115103759R:A1503,0 15,  00001257, 0, 0
20100115103800S:A1503,0015,  00001257,01,00
20100115103810R:A1501,0 15,  00001223,0, 0
20100115103811R:A1510,0 15,  00001223, 1, 0, 1, 0
20100115103816R:U1500,0 15,  00001257, 0
20100115103816S:U1500,0 15,  00001257,00
20100115103820R:A1510,0 15,  00001223, 9, 0, 0, 0
20100115103839R:A1504,0 15,  00001257, 0, 0
20100115103839R:A1503,0 15,  00001223, 0, 0
20100115103839S:A1503,0015,  00001223,01,00
20100115103845R:U1500,0 15,  00001223, 0
20100115103845S:U1500,0 15,  00001223,00
20100115103919R:A1504,0 15,  00001223, 0, 0
20100115103927S:A1500,0015,  00001132,1, 0,00
20100115103939S:A1500,0015,  00001001,1, 0,00
20100115104026S:A1500,0015,  00001047,1, 0,00
20100115104251R:A1501,0 15,  00000140,0, 0
20100115104251R:A1510,0 15,  00000140, 1, 0, 0, 0
20100115104300R:A1510,0 15,  00000140, 9, 0, 0, 0
20100115104304R:A1503,0 15,  00000140, 0, 0
20100115104305S:A1503,0015,  00000140,01,00
20100115104314R:A1501,0 15,  00000119,0, 0
20100115104314R:A1510,0 15,  00000119, 1, 0, 1, 0
20100115104320R:U1500,0 15,  00000140, 0
20100115104320S:U1500,0 15,  00000140,00
20100115104323R:A1504,0 15,  00000140, 0, 0
20100115104323R:A1510,0 15,  00000119, 9, 0, 0, 0
20100115104330R:A1503,0 15,  00000119, 0, 0
20100115104331S:A1503,0015,  00000119,01,00
20100115104335R:A1501,0 15,  00000075,0, 0
20100115104335R:A1510,0 15,  00000075, 1, 0, 1, 0
20100115104344R:A1510,0 15,  00000075, 9, 0, 1, 0
20100115104346R:U1500,0 15,  00000119, 0
20100115104346S:U1500,0 15,  00000119,00
20100115104402R:A1504,0 15,  00000119, 0, 0
20100115104402R:A1503,0 15,  00000075, 0, 0
20100115104403S:A1503,0015,  00000075,01,00
20100115104414R:A1501,0 15,  00000040,0, 0
20100115104414R:A1510,0 15,  00000040, 1, 0, 1, 0
20100115104420R:U1500,0 15,  00000075, 0
20100115104420S:U1500,0 15,  00000075,00
20100115104423R:A1510,0 15,  00000040, 9, 0, 0, 0
20100115104436R:A1504,0 15,  00000075, 0, 0
20100115104436R:A1503,0 15,  00000040, 0, 0
20100115104437S:A1503,0015,  00000040,01,00
20100115104444S:A1500,0015,  00000165,1, 0,00
20100115104446R:A1501,0 15,  00000098,0, 0
20100115104446R:A1510,0 15,  00000098, 1, 0, 1, 0
20100115104452R:U1500,0 15,  00000040, 0
20100115104452S:U1500,0 15,  00000040,00
20100115104455R:A1510,0 15,  00000098, 9, 0, 0, 0
20100115104516R:A1504,0 15,  00000040, 0, 0
20100115104516R:A1503,0 15,  00000098, 0, 0
20100115104516S:A1503,0015,  00000098,01,00
20100115104522R:U1500,0 15,  00000098, 0
20100115104522S:U1500,0 15,  00000098,00
20100115104556R:A1504,0 15,  00000098, 0, 0
20100115104607R:A1501,0 15,  00000141,0, 0
20100115104607R:A1510,0 15,  00000141, 1, 0, 0, 0
20100115104616R:A1510,0 15,  00000141, 9, 0, 0, 0
20100115104618S:A1500,0015,  00000049,1, 0,00
20100115104621R:A1503,0 15,  00000141, 0, 0
20100115104621S:A1503,0015,  00000141,01,00
20100115104626R:A1501,0 15,  00001293,0, 0
20100115104626R:A1510,0 15,  00001293, 1, 0, 1, 0
20100115104635R:A1510,0 15,  00001293, 9, 0, 1, 0
20100115104637R:U1500,0 15,  00000141, 0
20100115104637S:U1500,0 15,  00000141,00
20100115104646S:A1500,0015,  00001200,1, 0,00
20100115104646R:A1504,0 15,  00000141, 0, 0
20100115104646R:A1503,0 15,  00001293, 0, 0
20100115104647S:A1503,0015,  00001293,01,00
20100115104653R:U1500,0 15,  00001293, 0
20100115104653S:U1500,0 15,  00001293,00
20100115104658S:A1500,0015,  00001133,1, 0,00
20100115104710S:A1500,0015,  00001147,1, 0,00
20100115104726R:A1504,0 15,  00001293, 0, 0
20100115104738R:A1501,0 15,  00000026,0, 0
20100115104738R:A1510,0 15,  00000026, 1, 0, 0, 0
20100115104747R:A1510,0 15,  00000026, 9, 0, 0, 0
20100115104752R:A1503,0 15,  00000026, 0, 0
20100115104752S:A1503,0015,  00000026,01,00
20100115104800R:A1501,0 15,  00000090,0, 0
20100115104800R:A1510,0 15,  00000090, 1, 0, 1, 0
20100115104809R:A1510,0 15,  00000090, 9, 0, 1, 0
20100115104811R:U1500,0 15,  00000026, 0
20100115104811S:U1500,0 15,  00000026,00
20100115104820R:A1504,0 15,  00000026, 0, 0
20100115104820R:A1503,0 15,  00000090, 0, 0
20100115104821S:A1503,0015,  00000090,01,00
20100115104822S:A1500,0015,  00000071,1, 0,00
20100115104827R:U1500,0 15,  00000090, 0
20100115104827S:U1500,0 15,  00000090,00
20100115104900R:A1504,0 15,  00000090, 0, 0
20100115104918R:A1501,0 15,  00001206,0, 0
20100115104918R:A1510,0 15,  00001206, 1, 0, 0, 0
20100115104927R:A1510,0 15,  00001206, 9, 0, 0, 0
20100115104931R:A1503,0 15,  00001206, 0, 0
20100115104932S:A1503,0015,  00001206,01,00
20100115104934R:A1501,0 15,  00001116,0, 0
20100115104934R:A1510,0 15,  00001116, 1, 0, 1, 0
20100115104943R:A1510,0 15,  00001116, 9, 0, 1, 0
20100115104945R:U1500,0 15,  00001206, 0
20100115104945S:U1500,0 15,  00001206,00
20100115104954R:A1504,0 15,  00001206, 0, 0
20100115104955R:A1503,0 15,  00001116, 0, 0
20100115104955S:A1503,0015,  00001116,01,00
20100115105001R:U1500,0 15,  00001116, 0
20100115105001S:U1500,0 15,  00001116,00
20100115105034R:A1504,0 15,  00001116, 0, 0
20100115105045R:A1501,0 15,  00000014,0, 0
20100115105046R:A1510,0 15,  00000014, 1, 0, 0, 0
20100115105055R:A1510,0 15,  00000014, 9, 0, 0, 0
20100115105059R:A1503,0 15,  00000014, 0, 0
20100115105059S:A1503,0015,  00000014,01,00
20100115105105R:U1500,0 15,  00000014, 0
20100115105105S:U1500,0 15,  00000014,00
20100115105108R:A1504,0 15,  00000014, 0, 0
20100115105310R:A1501,0 15,  00001003,0, 0
20100115105310R:A1510,0 15,  00001003, 1, 0, 0, 0
20100115105319R:A1510,0 15,  00001003, 9, 0, 0, 0
20100115105323R:A1503,0 15,  00001003, 0, 0
20100115105324S:A1503,0015,  00001003,01,00
20100115105329R:U1500,0 15,  00001003, 0
20100115105329S:U1500,0 15,  00001003,00
20100115105332R:A1504,0 15,  00001003, 0, 0
20100115105407R:A1501,0 15,  00000163,0, 0
20100115105407R:A1510,0 15,  00000163, 1, 0, 0, 0
20100115105416R:A1510,0 15,  00000163, 9, 0, 0, 0
20100115105420R:A1503,0 15,  00000163, 0, 0
20100115105421S:A1503,0015,  00000163,01,00
20100115105428R:A1501,0 15,  00000092,0, 0
20100115105428R:A1510,0 15,  00000092, 1, 0, 1, 0
20100115105437R:A1510,0 15,  00000092, 9, 0, 1, 0
20100115105439R:U1500,0 15,  00000163, 0
20100115105439S:U1500,0 15,  00000163,00
20100115105448R:A1504,0 15,  00000163, 0, 0
20100115105448R:A1503,0 15,  00000092, 0, 0
20100115105449S:A1503,0015,  00000092,01,00
20100115105454R:U1500,0 15,  00000092, 0
20100115105454S:U1500,0 15,  00000092,00
20100115105528R:A1504,0 15,  00000092, 0, 0
20100115105540S:A1500,0015,  00001046,1, 0,00
20100115105540R:A1501,0 15,  00000125,0, 0
20100115105540R:A1510,0 15,  00000125, 1, 0, 0, 0
20100115105549R:A1510,0 15,  00000125, 9, 0, 0, 0
20100115105552S:A1500,0015,  00001218,1, 0,00
20100115105554R:A1503,0 15,  00000125, 0, 0
20100115105554S:A1503,0015,  00000125,01,00
20100115105600R:A1501,0 15,  00000065,0, 0
20100115105600R:A1510,0 15,  00000065, 1, 0, 1, 0
20100115105609R:A1510,0 15,  00000065, 9, 0, 1, 0
20100115105611R:U1500,0 15,  00000125, 0
20100115105611S:U1500,0 15,  00000125,00
20100115105620R:A1504,0 15,  00000125, 0, 0
20100115105621R:A1503,0 15,  00000065, 0, 0
20100115105621S:A1503,0015,  00000065,01,00
20100115105627R:U1500,0 15,  00000065, 0
20100115105627S:U1500,0 15,  00000065,00
20100115105700R:A1504,0 15,  00000065, 0, 0
20100115105712R:A1501,0 15,  00001132,0, 0
20100115105713R:A1510,0 15,  00001132, 1, 0, 0, 0
20100115105722R:A1510,0 15,  00001132, 9, 0, 0, 0
20100115105726R:A1503,0 15,  00001132, 0, 0
20100115105726S:A1503,0015,  00001132,01,00
20100115105734R:A1501,0 15,  00001001,0, 0
20100115105734R:A1510,0 15,  00001001, 1, 0, 1, 0
20100115105743R:A1510,0 15,  00001001, 9, 0, 1, 0
20100115105745R:U1500,0 15,  00001132, 0
20100115105745S:U1500,0 15,  00001132,00
20100115105755R:A1504,0 15,  00001132, 0, 0
20100115105755R:A1503,0 15,  00001001, 0, 0
20100115105755S:A1503,0015,  00001001,01,00
20100115105801R:U1500,0 15,  00001001, 0
20100115105801S:U1500,0 15,  00001001,00
20100115105834R:A1504,0 15,  00001001, 0, 0
20100115105845R:A1501,0 15,  00001047,0, 0
20100115105845R:A1510,0 15,  00001047, 1, 0, 0, 0
20100115105854R:A1510,0 15,  00001047, 9, 0, 0, 0
20100115105859R:A1503,0 15,  00001047, 0, 0
20100115105859S:A1503,0015,  00001047,01,00
20100115105905R:U1500,0 15,  00001047, 0
20100115105905S:U1500,0 15,  00001047,00
20100115105914R:A1504,0 15,  00001047, 0, 0
20100115110246S:A1500,0015,  00001251,1, 0,00
20100115110302R:A1501,0 15,  00001133,0, 0
20100115110302R:A1510,0 15,  00001133, 1, 0, 0, 0
20100115110311R:A1510,0 15,  00001133, 9, 0, 0, 0
20100115110316R:A1503,0 15,  00001133, 0, 0
20100115110316S:A1503,0015,  00001133,01,00
20100115110318R:A1501,0 15,  00001147,0, 0
20100115110318R:A1510,0 15,  00001147, 1, 0, 1, 0
20100115110327R:A1510,0 15,  00001147, 9, 0, 1, 0
20100115110329R:U1500,0 15,  00001133, 0
20100115110329S:U1500,0 15,  00001133,00
20100115110339R:A1504,0 15,  00001133, 0, 0
20100115110339R:A1503,0 15,  00001147, 0, 0
20100115110339S:A1503,0015,  00001147,01,00
20100115110345R:U1500,0 15,  00001147, 0
20100115110345S:U1500,0 15,  00001147,00
20100115110419R:A1504,0 15,  00001147, 0, 0
20100115110431R:A1501,0 15,  00000165,0, 0
20100115110431R:A1510,0 15,  00000165, 1, 0, 0, 0
20100115110440R:A1510,0 15,  00000165, 9, 0, 0, 0
20100115110444R:A1503,0 15,  00000165, 0, 0
20100115110445S:A1503,0015,  00000165,01,00
20100115110452R:A1501,0 15,  00000049,0, 0
20100115110452R:A1510,0 15,  00000049, 1, 0, 1, 0
20100115110501R:A1510,0 15,  00000049, 9, 0, 1, 0
20100115110503R:U1500,0 15,  00000165, 0
20100115110503S:U1500,0 15,  00000165,00
20100115110512R:A1504,0 15,  00000165, 0, 0
20100115110512R:A1503,0 15,  00000049, 0, 0
20100115110513S:A1503,0015,  00000049,01,00
20100115110518R:U1500,0 15,  00000049, 0
20100115110518S:U1500,0 15,  00000049,00
20100115110539R:A1504,0 15,  00000049, 0, 0
20100115110551R:A1501,0 15,  00001200,0, 0
20100115110551R:A1510,0 15,  00001200, 1, 0, 0, 0
