D1    dce_setenv          | Debug level is <DEBUG:DEBUG>
D863  dce_submit_ext      | about to submit RPC to <OECbroker:>
D864  dce_submit_ext      |    :function<dce_get_serverlist>:socket<968>
D865  dce_push_long       | sending <dce_rpccount>=0
D866  dce_pop_long        | got <dce_rpccount>=55151547
D867  dce_pop_int         | got <dce_svr_pid>=25945
D868  dce_submit_ext      | data transferred, Socket <968> closed
D869  dce_table_destroy   | about to clear <9962610>
D870  dce_table_destroy   | current time is <Mon Sep 07 15:29:26 2020>
D871  dce_cache_refresh   | The broker sent an updated serverlist: <192.168.2.10/emis1:49361:0|>

W873  dce_findserver      | =======<sl_p_88>@<192.168.2.10/emis1>:<49361>=======
D874  dce_submit_ext      | about to submit RPC to <sl_p_88:>
D875  dce_submit_ext      |    :function<sl_online_result_ul_4>:socket<968>
D876  dce_push_long       | sending <dce_rpccount>=0
D877  dce_pop_long        | got <dce_rpccount>=80125
D878  dce_pop_int         | got <dce_svr_pid>=13146
D879  dce_submit_ext      | data transferred, Socket <968> closed
D880  dce_pop_long        | got <dce_result>=1
D881  dce_table_destroy   | about to clear <9962b50>
D882  dce_table_destroy   | current time is <Mon Sep 07 15:29:26 2020>
D883  dce_findserver      | current time is <Mon Sep 07 15:29:26 2020>
D884  connect_broker_insta| Connected to broker <emis1.duih.org:13000> at socket <968>
D885  dce_push_char_Nstr  | sending <interface>="sl_p_88"
D886  dce_submit_ext      | about to submit RPC to <OECbroker:>
D887  dce_submit_ext      |    :function<dce_get_serverlist>:socket<968>
D888  dce_push_long       | sending <dce_rpccount>=0
D889  dce_pop_long        | got <dce_rpccount>=55151549
D890  dce_pop_int         | got <dce_svr_pid>=25945
D891  dce_submit_ext      | data transferred, Socket <968> closed
D892  dce_table_destroy   | about to clear <9962790>
D893  dce_table_destroy   | current time is <Mon Sep 07 15:29:26 2020>
D894  dce_cache_refresh   | The broker sent an updated serverlist: <192.168.2.10/emis1:49361:0|>

W896  dce_findserver      | =======<sl_p_88>@<192.168.2.10/emis1>:<49361>=======
D897  dce_submit_ext      | about to submit RPC to <sl_p_88:>
D898  dce_submit_ext      |    :function<sl_online_result_ul_4>:socket<968>
D899  dce_push_long       | sending <dce_rpccount>=0
D900  dce_pop_long        | got <dce_rpccount>=80126
D901  dce_pop_int         | got <dce_svr_pid>=13146
D902  dce_submit_ext      | data transferred, Socket <968> closed
D903  dce_pop_long        | got <dce_result>=1
D904  dce_table_destroy   | about to clear <99628a0>
D905  dce_table_destroy   | current time is <Mon Sep 07 15:29:26 2020>
D906  dce_findserver      | current time is <Mon Sep 07 15:29:26 2020>
D907  connect_broker_insta| Connected to broker <emis1.duih.org:13000> at socket <968>
D908  dce_push_char_Nstr  | sending <interface>="sl_p_88"
D909  dce_submit_ext      | about to submit RPC to <OECbroker:>
D910  dce_submit_ext      |    :function<dce_get_serverlist>:socket<968>
D911  dce_push_long       | sending <dce_rpccount>=0
D912  dce_pop_long        | got <dce_rpccount>=55151551
D913  dce_pop_int         | got <dce_svr_pid>=25945
D914  dce_submit_ext      | data transferred, Socket <968> closed
D915  dce_table_destroy   | about to clear <99629b0>
D916  dce_table_destroy   | current time is <Mon Sep 07 15:29:26 2020>
D917  dce_cache_refresh   | The broker sent an updated serverlist: <192.168.2.10/emis1:49361:0|>

W919  dce_findserver      | =======<sl_p_88>@<192.168.2.10/emis1>:<49361>=======
D920  dce_submit_ext      | about to submit RPC to <sl_p_88:>
D921  dce_submit_ext      |    :function<sl_online_result_ul_4>:socket<968>
D922  dce_push_long       | sending <dce_rpccount>=0
D923  dce_pop_long        | got <dce_rpccount>=80127
D924  dce_pop_int         | got <dce_svr_pid>=13146
D925  dce_submit_ext      | data transferred, Socket <968> closed
D926  dce_pop_long        | got <dce_result>=1
D927  dce_table_destroy   | about to clear <9963f70>
D928  dce_table_destroy   | current time is <Mon Sep 07 15:29:27 2020>
D929  dce_findserver      | current time is <Mon Sep 07 15:29:27 2020>
D930  connect_broker_insta| Connected to broker <emis1.duih.org:13000> at socket <968>
D931  dce_push_char_Nstr  | sending <interface>="sl_p_88"
D932  dce_submit_ext      | about to submit RPC to <OECbroker:>
D933  dce_submit_ext      |    :function<dce_get_serverlist>:socket<968>
D934  dce_push_long       | sending <dce_rpccount>=0
D935  dce_pop_long        | got <dce_rpccount>=55151552
D936  dce_pop_int         | got <dce_svr_pid>=25945
D937  dce_submit_ext      | data transferred, Socket <968> closed
D938  dce_table_destroy   | about to clear <9963680>
D939  dce_table_destroy   | current time is <Mon Sep 07 15:29:27 2020>
D940  dce_cache_refresh   | The broker sent an updated serverlist: <192.168.2.10/emis1:49361:0|>

W942  dce_findserver      | =======<sl_p_88>@<192.168.2.10/emis1>:<49361>=======
D943  dce_submit_ext      | about to submit RPC to <sl_p_88:>
D944  dce_submit_ext      |    :function<sl_online_result_ul_4>:socket<968>
D945  dce_push_long       | sending <dce_rpccount>=0
D946  dce_pop_long        | got <dce_rpccount>=80128
D947  dce_pop_int         | got <dce_svr_pid>=13146
D948  dce_submit_ext      | data transferred, Socket <968> closed
D949  dce_pop_long        | got <dce_result>=1
D950  dce_table_destroy   | about to clear <9963100>
D951  dce_table_destroy   | current time is <Mon Sep 07 15:29:27 2020>
D952  dce_findserver      | current time is <Mon Sep 07 15:29:27 2020>
D953  connect_broker_insta| Connected to broker <emis1.duih.org:13000> at socket <968>
D954  dce_push_char_Nstr  | sending <interface>="sl_p_88"
D955  dce_submit_ext      | about to submit RPC to <OECbroker:>
D956  dce_submit_ext      |    :function<dce_get_serverlist>:socket<968>
D957  dce_push_long       | sending <dce_rpccount>=0
D958  dce_pop_long        | got <dce_rpccount>=55151553
D959  dce_pop_int         | got <dce_svr_pid>=25945
D960  dce_submit_ext      | data transferred, Socket <968> closed
D961  dce_table_destroy   | about to clear <9963b30>
D962  dce_table_destroy   | current time is <Mon Sep 07 15:29:27 2020>
D963  dce_cache_refresh   | The broker sent an updated serverlist: <192.168.2.10/emis1:49361:0|>

W965  dce_findserver      | =======<sl_p_88>@<192.168.2.10/emis1>:<49361>=======
D966  dce_submit_ext      | about to submit RPC to <sl_p_88:>
D967  dce_submit_ext      |    :function<sl_online_result_ul_4>:socket<968>
D968  dce_push_long       | sending <dce_rpccount>=0
D969  dce_pop_long        | got <dce_rpccount>=80129
D970  dce_pop_int         | got <dce_svr_pid>=13146
D971  dce_submit_ext      | data transferred, Socket <968> closed
D972  dce_pop_long        | got <dce_result>=1
D973  dce_table_destroy   | about to clear <9963d40>
D974  dce_table_destroy   | current time is <Mon Sep 07 15:29:27 2020>
D975  dce_findserver      | current time is <Mon Sep 07 15:29:27 2020>
D976  connect_broker_insta| Connected to broker <emis1.duih.org:13000> at socket <968>
D977  dce_push_char_Nstr  | sending <interface>="sl_p_88"
D978  dce_submit_ext      | about to submit RPC to <OECbroker:>
D979  dce_submit_ext      |    :function<dce_get_serverlist>:socket<968>
D980  dce_push_long       | sending <dce_rpccount>=0
D981  dce_pop_long        | got <dce_rpccount>=55151554
D982  dce_pop_int         | got <dce_svr_pid>=25945
D983  dce_submit_ext      | data transferred, Socket <968> closed
D984  dce_table_destroy   | about to clear <9963b20>
D985  dce_table_destroy   | current time is <Mon Sep 07 15:29:27 2020>
D986  dce_cache_refresh   | The broker sent an updated serverlist: <192.168.2.10/emis1:49361:0|>

W988  dce_findserver      | =======<sl_p_88>@<192.168.2.10/emis1>:<49361>=======
D989  dce_submit_ext      | about to submit RPC to <sl_p_88:>
D990  dce_submit_ext      |    :function<sl_online_result_ul_4>:socket<968>
D991  dce_push_long       | sending <dce_rpccount>=0
D992  dce_pop_long        | got <dce_rpccount>=80130
D993  dce_pop_int         | got <dce_svr_pid>=13146
D994  dce_submit_ext      | data transferred, Socket <968> closed
D995  dce_pop_long        | got <dce_result>=1
D996  dce_table_destroy   | about to clear <99636f0>
D997  dce_table_destroy   | current time is <Mon Sep 07 15:29:27 2020>
D998  dce_findserver      | current time is <Mon Sep 07 15:29:27 2020>
D999  connect_broker_insta| Connected to broker <emis1.duih.org:13000> at socket <968>
D1000 dce_push_char_Nstr  | sending <interface>="sl_p_88"
D1001 dce_submit_ext      | about to submit RPC to <OECbroker:>
D1002 dce_submit_ext      |    :function<dce_get_serverlist>:socket<968>
D1003 dce_push_long       | sending <dce_rpccount>=0
D1004 dce_pop_long        | got <dce_rpccount>=55151555
D1005 dce_pop_int         | got <dce_svr_pid>=25945
D1006 dce_submit_ext      | data transferred, Socket <968> closed
D1007 dce_table_destroy   | about to clear <9963e70>
D1008 dce_table_destroy   | current time is <Mon Sep 07 15:29:27 2020>
D1009 dce_cache_refresh   | The broker sent an updated serverlist: <192.168.2.10/emis1:49361:0|>

W1011 dce_findserver      | =======<sl_p_88>@<192.168.2.10/emis1>:<49361>=======
D1012 dce_submit_ext      | about to submit RPC to <sl_p_88:>
D1013 dce_submit_ext      |    :function<sl_online_result_ul_4>:socket<968>
D1014 dce_push_long       | sending <dce_rpccount>=0
D1015 dce_pop_long        | got <dce_rpccount>=80131
D1016 dce_pop_int         | got <dce_svr_pid>=13146
D1017 dce_submit_ext      | data transferred, Socket <968> closed
D1018 dce_pop_long        | got <dce_result>=1
D1019 dce_table_destroy   | about to clear <9963340>
D1020 dce_table_destroy   | current time is <Mon Sep 07 15:29:27 2020>
D1021 dce_findserver      | current time is <Mon Sep 07 15:29:27 2020>
D1022 connect_broker_insta| Connected to broker <emis1.duih.org:13000> at socket <968>
D1023 dce_push_char_Nstr  | sending <interface>="sl_p_88"
D1024 dce_submit_ext      | about to submit RPC to <OECbroker:>
D1025 dce_submit_ext      |    :function<dce_get_serverlist>:socket<968>
D1026 dce_push_long       | sending <dce_rpccount>=0
D1027 dce_pop_long        | got <dce_rpccount>=55151556
D1028 dce_pop_int         | got <dce_svr_pid>=25945
D1029 dce_submit_ext      | data transferred, Socket <968> closed
D1030 dce_table_destroy   | about to clear <9964440>
D1031 dce_table_destroy   | current time is <Mon Sep 07 15:29:27 2020>
D1032 dce_cache_refresh   | The broker sent an updated serverlist: <192.168.2.10/emis1:49361:0|>

W1034 dce_findserver      | =======<sl_p_88>@<192.168.2.10/emis1>:<49361>=======
D1035 dce_submit_ext      | about to submit RPC to <sl_p_88:>
D1036 dce_submit_ext      |    :function<sl_online_result_ul_4>:socket<968>
D1037 dce_push_long       | sending <dce_rpccount>=0
D1038 dce_pop_long        | got <dce_rpccount>=80132
D1039 dce_pop_int         | got <dce_svr_pid>=13146
D1040 dce_submit_ext      | data transferred, Socket <968> closed
D1041 dce_pop_long        | got <dce_result>=1
D1042 dce_table_destroy   | about to clear <9964d10>
D1043 dce_table_destroy   | current time is <Mon Sep 07 15:29:27 2020>
D1044 dce_findserver      | current time is <Mon Sep 07 15:29:27 2020>
D1045 connect_broker_insta| Connected to broker <emis1.duih.org:13000> at socket <968>
D1046 dce_push_char_Nstr  | sending <interface>="sl_p_88"
D1047 dce_submit_ext      | about to submit RPC to <OECbroker:>
D1048 dce_submit_ext      |    :function<dce_get_serverlist>:socket<968>
D1049 dce_push_long       | sending <dce_rpccount>=0
D1050 dce_pop_long        | got <dce_rpccount>=55151557
D1051 dce_pop_int         | got <dce_svr_pid>=25945
D1052 dce_submit_ext      | data transferred, Socket <968> closed
D1053 dce_table_destroy   | about to clear <9964750>
D1054 dce_table_destroy   | current time is <Mon Sep 07 15:29:27 2020>
D1055 dce_cache_refresh   | The broker sent an updated serverlist: <192.168.2.10/emis1:49361:0|>

W1057 dce_findserver      | =======<sl_p_88>@<192.168.2.10/emis1>:<49361>=======
D1058 dce_submit_ext      | about to submit RPC to <sl_p_88:>
D1059 dce_submit_ext      |    :function<sl_online_result_ul_4>:socket<968>
D1060 dce_push_long       | sending <dce_rpccount>=0
D1061 dce_pop_long        | got <dce_rpccount>=80133
D1062 dce_pop_int         | got <dce_svr_pid>=13146
D1063 dce_submit_ext      | data transferred, Socket <968> closed
D1064 dce_pop_long        | got <dce_result>=1
D1065 dce_table_destroy   | about to clear <99649b0>
D1066 dce_table_destroy   | current time is <Mon Sep 07 15:29:27 2020>
D1067 dce_findserver      | current time is <Mon Sep 07 15:29:27 2020>
D1068 connect_broker_insta| Connected to broker <emis1.duih.org:13000> at socket <968>
D1069 dce_push_char_Nstr  | sending <interface>="sl_p_88"
D1070 dce_submit_ext      | about to submit RPC to <OECbroker:>
D1071 dce_submit_ext      |    :function<dce_get_serverlist>:socket<968>
D1072 dce_push_long       | sending <dce_rpccount>=0
D1073 dce_pop_long        | got <dce_rpccount>=55151558
D1074 dce_pop_int         | got <dce_svr_pid>=25945
D1075 dce_submit_ext      | data transferred, Socket <968> closed
D1076 dce_table_destroy   | about to clear <9964750>
D1077 dce_table_destroy   | current time is <Mon Sep 07 15:29:27 2020>
D1078 dce_cache_refresh   | The broker sent an updated serverlist: <192.168.2.10/emis1:49361:0|>

W1080 dce_findserver      | =======<sl_p_88>@<192.168.2.10/emis1>:<49361>=======
D1081 dce_submit_ext      | about to submit RPC to <sl_p_88:>
D1082 dce_submit_ext      |    :function<sl_online_result_ul_4>:socket<968>
D1083 dce_push_long       | sending <dce_rpccount>=0
D1084 dce_pop_long        | got <dce_rpccount>=80134
D1085 dce_pop_int         | got <dce_svr_pid>=13146
D1086 dce_submit_ext      | data transferred, Socket <968> closed
D1087 dce_pop_long        | got <dce_result>=1
D1088 dce_table_destroy   | about to clear <9964d60>
D1089 dce_table_destroy   | current time is <Mon Sep 07 15:29:27 2020>
D1090 dce_findserver      | current time is <Mon Sep 07 15:29:27 2020>
D1091 connect_broker_insta| Connected to broker <emis1.duih.org:13000> at socket <968>
D1092 dce_push_char_Nstr  | sending <interface>="sl_p_88"
D1093 dce_submit_ext      | about to submit RPC to <OECbroker:>
D1094 dce_submit_ext      |    :function<dce_get_serverlist>:socket<968>
D1095 dce_push_long       | sending <dce_rpccount>=0
D1096 dce_pop_long        | got <dce_rpccount>=55151560
D1097 dce_pop_int         | got <dce_svr_pid>=25945
D1098 dce_submit_ext      | data transferred, Socket <968> closed
D1099 dce_table_destroy   | about to clear <9964b00>
D1100 dce_table_destroy   | current time is <Mon Sep 07 15:29:27 2020>
D1101 dce_cache_refresh   | The broker sent an updated serverlist: <192.168.2.10/emis1:49361:0|>

W1103 dce_findserver      | =======<sl_p_88>@<192.168.2.10/emis1>:<49361>=======
D1104 dce_submit_ext      | about to submit RPC to <sl_p_88:>
D1105 dce_submit_ext      |    :function<sl_online_result_ul_4>:socket<968>
D1106 dce_push_long       | sending <dce_rpccount>=0
D1107 dce_pop_long        | got <dce_rpccount>=80135
D1108 dce_pop_int         | got <dce_svr_pid>=13146
D1109 dce_submit_ext      | data transferred, Socket <968> closed
D1110 dce_pop_long        | got <dce_result>=1
D1111 dce_table_destroy   | about to clear <9965b40>
D1112 dce_table_destroy   | current time is <Mon Sep 07 15:29:28 2020>
D1113 dce_findserver      | current time is <Mon Sep 07 15:29:28 2020>
D1114 connect_broker_insta| Connected to broker <emis1.duih.org:13000> at socket <968>
D1115 dce_push_char_Nstr  | sending <interface>="sl_p_88"
D1116 dce_submit_ext      | about to submit RPC to <OECbroker:>
D1117 dce_submit_ext      |    :function<dce_get_serverlist>:socket<968>
D1118 dce_push_long       | sending <dce_rpccount>=0
D1119 dce_pop_long        | got <dce_rpccount>=55151563
D1120 dce_pop_int         | got <dce_svr_pid>=25945
D1121 dce_submit_ext      | data transferred, Socket <968> closed
D1122 dce_table_destroy   | about to clear <9965280>
D1123 dce_table_destroy   | current time is <Mon Sep 07 15:29:28 2020>
D1124 dce_cache_refresh   | The broker sent an updated serverlist: <192.168.2.10/emis1:49361:0|>

W1126 dce_findserver      | =======<sl_p_88>@<192.168.2.10/emis1>:<49361>=======
D1127 dce_submit_ext      | about to submit RPC to <sl_p_88:>
D1128 dce_submit_ext      |    :function<sl_online_result_ul_4>:socket<968>
D1129 dce_push_long       | sending <dce_rpccount>=0
D1130 dce_pop_long        | got <dce_rpccount>=80136
D1131 dce_pop_int         | got <dce_svr_pid>=13146
D1132 dce_submit_ext      | data transferred, Socket <968> closed
D1133 dce_pop_long        | got <dce_result>=1
D1134 dce_table_destroy   | about to clear <9965d30>
D1135 dce_table_destroy   | current time is <Mon Sep 07 15:29:28 2020>
D1136 dce_findserver      | current time is <Mon Sep 07 15:29:28 2020>
D1137 connect_broker_insta| Connected to broker <emis1.duih.org:13000> at socket <968>
D1138 dce_push_char_Nstr  | sending <interface>="sl_p_88"
D1139 dce_submit_ext      | about to submit RPC to <OECbroker:>
D1140 dce_submit_ext      |    :function<dce_get_serverlist>:socket<968>
D1141 dce_push_long       | sending <dce_rpccount>=0
D1142 dce_pop_long        | got <dce_rpccount>=55151564
D1143 dce_pop_int         | got <dce_svr_pid>=25945
D1144 dce_submit_ext      | data transferred, Socket <968> closed
D1145 dce_table_destroy   | about to clear <99659d0>
D1146 dce_table_destroy   | current time is <Mon Sep 07 15:29:28 2020>
D1147 dce_cache_refresh   | The broker sent an updated serverlist: <192.168.2.10/emis1:49361:0|>

W1149 dce_findserver      | =======<sl_p_88>@<192.168.2.10/emis1>:<49361>=======
D1150 dce_submit_ext      | about to submit RPC to <sl_p_88:>
D1151 dce_submit_ext      |    :function<sl_online_result_ul_4>:socket<968>
D1152 dce_push_long       | sending <dce_rpccount>=0
D1153 dce_pop_long        | got <dce_rpccount>=80137
D1154 dce_pop_int         | got <dce_svr_pid>=13146
D1155 dce_submit_ext      | data transferred, Socket <968> closed
D1156 dce_pop_long        | got <dce_result>=1
D1157 dce_table_destroy   | about to clear <9965e70>
D1158 dce_table_destroy   | current time is <Mon Sep 07 15:29:28 2020>
D1159 dce_findserver      | current time is <Mon Sep 07 15:29:28 2020>
D1160 connect_broker_insta| Connected to broker <emis1.duih.org:13000> at socket <968>
D1161 dce_push_char_Nstr  | sending <interface>="sl_p_88"
D1162 dce_submit_ext      | about to submit RPC to <OECbroker:>
D1163 dce_submit_ext      |    :function<dce_get_serverlist>:socket<968>
D1164 dce_push_long       | sending <dce_rpccount>=0
D1165 dce_pop_long        | got <dce_rpccount>=55151565
D1166 dce_pop_int         | got <dce_svr_pid>=25945
D1167 dce_submit_ext      | data transferred, Socket <968> closed
D1168 dce_table_destroy   | about to clear <9965510>
D1169 dce_table_destroy   | current time is <Mon Sep 07 15:29:28 2020>
D1170 dce_cache_refresh   | The broker sent an updated serverlist: <192.168.2.10/emis1:49361:0|>

W1172 dce_findserver      | =======<sl_p_88>@<192.168.2.10/emis1>:<49361>=======
D1173 dce_submit_ext      | about to submit RPC to <sl_p_88:>
D1174 dce_submit_ext      |    :function<sl_online_result_ul_4>:socket<968>
D1175 dce_push_long       | sending <dce_rpccount>=0
D1176 dce_pop_long        | got <dce_rpccount>=80138
D1177 dce_pop_int         | got <dce_svr_pid>=13146
D1178 dce_submit_ext      | data transferred, Socket <968> closed
D1179 dce_pop_long        | got <dce_result>=1
D1180 dce_table_destroy   | about to clear <9966220>
D1181 dce_table_destroy   | current time is <Mon Sep 07 15:29:28 2020>
D1182 dce_findserver      | current time is <Mon Sep 07 15:29:28 2020>
D1183 connect_broker_insta| Connected to broker <emis1.duih.org:13000> at socket <968>
D1184 dce_push_char_Nstr  | sending <interface>="sl_p_88"
D1185 dce_submit_ext      | about to submit RPC to <OECbroker:>
D1186 dce_submit_ext      |    :function<dce_get_serverlist>:socket<968>
D1187 dce_push_long       | sending <dce_rpccount>=0
D1188 dce_pop_long        | got <dce_rpccount>=55151566
D1189 dce_pop_int         | got <dce_svr_pid>=25945
D1190 dce_submit_ext      | data transferred, Socket <968> closed
D1191 dce_table_destroy   | about to clear <99667e0>
D1192 dce_table_destroy   | current time is <Mon Sep 07 15:29:28 2020>
D1193 dce_cache_refresh   | The broker sent an updated serverlist: <192.168.2.10/emis1:49361:0|>

W1195 dce_findserver      | =======<sl_p_88>@<192.168.2.10/emis1>:<49361>=======
D1196 dce_submit_ext      | about to submit RPC to <sl_p_88:>
D1197 dce_submit_ext      |    :function<sl_online_result_ul_4>:socket<968>
D1198 dce_push_long       | sending <dce_rpccount>=0
D1199 dce_pop_long        | got <dce_rpccount>=80139
D1200 dce_pop_int         | got <dce_svr_pid>=13146
D1201 dce_submit_ext      | data transferred, Socket <968> closed
D1202 dce_pop_long        | got <dce_result>=1
D1203 dce_table_destroy   | about to clear <9966380>
D1204 dce_table_destroy   | current time is <Mon Sep 07 15:29:28 2020>
D1205 dce_findserver      | current time is <Mon Sep 07 15:29:28 2020>
D1206 connect_broker_insta| Connected to broker <emis1.duih.org:13000> at socket <968>
D1207 dce_push_char_Nstr  | sending <interface>="sl_p_88"
D1208 dce_submit_ext      | about to submit RPC to <OECbroker:>
D1209 dce_submit_ext      |    :function<dce_get_serverlist>:socket<968>
D1210 dce_push_long       | sending <dce_rpccount>=0
D1211 dce_pop_long        | got <dce_rpccount>=55151567
D1212 dce_pop_int         | got <dce_svr_pid>=25945
D1213 dce_submit_ext      | data transferred, Socket <968> closed
D1214 dce_table_destroy   | about to clear <9966e50>
D1215 dce_table_destroy   | current time is <Mon Sep 07 15:29:28 2020>
D1216 dce_cache_refresh   | The broker sent an updated serverlist: <192.168.2.10/emis1:49361:0|>

W1218 dce_findserver      | =======<sl_p_88>@<192.168.2.10/emis1>:<49361>=======
D1219 dce_submit_ext      | about to submit RPC to <sl_p_88:>
D1220 dce_submit_ext      |    :function<sl_online_result_ul_4>:socket<968>
D1221 dce_push_long       | sending <dce_rpccount>=0
D1222 dce_pop_long        | got <dce_rpccount>=80140
D1223 dce_pop_int         | got <dce_svr_pid>=13146
D1224 dce_submit_ext      | data transferred, Socket <968> closed
D1225 dce_pop_long        | got <dce_result>=1
D1226 dce_table_destroy   | about to clear <9966220>
D1227 dce_table_destroy   | current time is <Mon Sep 07 15:29:28 2020>
D1228 dce_findserver      | current time is <Mon Sep 07 15:29:28 2020>
D1229 connect_broker_insta| Connected to broker <emis1.duih.org:13000> at socket <968>
D1230 dce_push_char_Nstr  | sending <interface>="sl_p_88"
D1231 dce_submit_ext      | about to submit RPC to <OECbroker:>
D1232 dce_submit_ext      |    :function<dce_get_serverlist>:socket<968>
D1233 dce_push_long       | sending <dce_rpccount>=0
D1234 dce_pop_long        | got <dce_rpccount>=55151568
D1235 dce_pop_int         | got <dce_svr_pid>=25945
D1236 dce_submit_ext      | data transferred, Socket <968> closed
D1237 dce_table_destroy   | about to clear <9966580>
D1238 dce_table_destroy   | current time is <Mon Sep 07 15:29:28 2020>
D1239 dce_cache_refresh   | The broker sent an updated serverlist: <192.168.2.10/emis1:49361:0|>

W1241 dce_findserver      | =======<sl_p_88>@<192.168.2.10/emis1>:<49361>=======
D1242 dce_submit_ext      | about to submit RPC to <sl_p_88:>
D1243 dce_submit_ext      |    :function<sl_online_result_ul_4>:socket<968>
D1244 dce_push_long       | sending <dce_rpccount>=0
D1245 dce_pop_long        | got <dce_rpccount>=80141
D1246 dce_pop_int         | got <dce_svr_pid>=13146
D1247 dce_submit_ext      | data transferred, Socket <968> closed
D1248 dce_pop_long        | got <dce_result>=1
D1249 dce_table_destroy   | about to clear <9966700>
D1250 dce_table_destroy   | current time is <Mon Sep 07 15:29:28 2020>
D1251 dce_findserver      | current time is <Mon Sep 07 15:29:28 2020>
D1252 connect_broker_insta| Connected to broker <emis1.duih.org:13000> at socket <968>
D1253 dce_push_char_Nstr  | sending <interface>="sl_p_88"
D1254 dce_submit_ext      | about to submit RPC to <OECbroker:>
D1255 dce_submit_ext      |    :function<dce_get_serverlist>:socket<968>
D1256 dce_push_long       | sending <dce_rpccount>=0
D1257 dce_pop_long        | got <dce_rpccount>=55151569
D1258 dce_pop_int         | got <dce_svr_pid>=25945
D1259 dce_submit_ext      | data transferred, Socket <968> closed
D1260 dce_table_destroy   | about to clear <99673e0>
D1261 dce_table_destroy   | current time is <Mon Sep 07 15:29:28 2020>
D1262 dce_cache_refresh   | The broker sent an updated serverlist: <192.168.2.10/emis1:49361:0|>

W1264 dce_findserver      | =======<sl_p_88>@<192.168.2.10/emis1>:<49361>=======
D1265 dce_submit_ext      | about to submit RPC to <sl_p_88:>
D1266 dce_submit_ext      |    :function<sl_online_result_ul_4>:socket<968>
D1267 dce_push_long       | sending <dce_rpccount>=0
D1268 dce_pop_long        | got <dce_rpccount>=80142
D1269 dce_pop_int         | got <dce_svr_pid>=13146
D1270 dce_submit_ext      | data transferred, Socket <968> closed
D1271 dce_pop_long        | got <dce_result>=1
D1272 dce_table_destroy   | about to clear <9967c70>
D1273 dce_table_destroy   | current time is <Mon Sep 07 15:29:28 2020>
D1274 dce_findserver      | current time is <Mon Sep 07 15:29:28 2020>
D1275 connect_broker_insta| Connected to broker <emis1.duih.org:13000> at socket <968>
D1276 dce_push_char_Nstr  | sending <interface>="sl_p_88"
D1277 dce_submit_ext      | about to submit RPC to <OECbroker:>
D1278 dce_submit_ext      |    :function<dce_get_serverlist>:socket<968>
D1279 dce_push_long       | sending <dce_rpccount>=0
D1280 dce_pop_long        | got <dce_rpccount>=55151570
D1281 dce_pop_int         | got <dce_svr_pid>=25945
D1282 dce_submit_ext      | data transferred, Socket <968> closed
D1283 dce_table_destroy   | about to clear <99675d0>
D1284 dce_table_destroy   | current time is <Mon Sep 07 15:29:28 2020>
D1285 dce_cache_refresh   | The broker sent an updated serverlist: <192.168.2.10/emis1:49361:0|>

W1287 dce_findserver      | =======<sl_p_88>@<192.168.2.10/emis1>:<49361>=======
D1288 dce_submit_ext      | about to submit RPC to <sl_p_88:>
D1289 dce_submit_ext      |    :function<sl_online_result_ul_4>:socket<968>
D1290 dce_push_long       | sending <dce_rpccount>=0
D1291 dce_pop_long        | got <dce_rpccount>=80143
D1292 dce_pop_int         | got <dce_svr_pid>=13146
D1293 dce_submit_ext      | data transferred, Socket <968> closed
D1294 dce_pop_long        | got <dce_result>=1
D1295 dce_table_destroy   | about to clear <99677e0>
D1296 dce_table_destroy   | current time is <Mon Sep 07 15:29:29 2020>
D1297 dce_findserver      | current time is <Mon Sep 07 15:29:29 2020>
D1298 connect_broker_insta| Connected to broker <emis1.duih.org:13000> at socket <968>
D1299 dce_push_char_Nstr  | sending <interface>="sl_p_88"
D1300 dce_submit_ext      | about to submit RPC to <OECbroker:>
D1301 dce_submit_ext      |    :function<dce_get_serverlist>:socket<968>
D1302 dce_push_long       | sending <dce_rpccount>=0
D1303 dce_pop_long        | got <dce_rpccount>=55151571
D1304 dce_pop_int         | got <dce_svr_pid>=25945
D1305 dce_submit_ext      | data transferred, Socket <968> closed
D1306 dce_table_destroy   | about to clear <9967340>
D1307 dce_table_destroy   | current time is <Mon Sep 07 15:29:29 2020>
D1308 dce_cache_refresh   | The broker sent an updated serverlist: <192.168.2.10/emis1:49361:0|>

W1310 dce_findserver      | =======<sl_p_88>@<192.168.2.10/emis1>:<49361>=======
D1311 dce_submit_ext      | about to submit RPC to <sl_p_88:>
D1312 dce_submit_ext      |    :function<sl_online_result_ul_4>:socket<968>
D1313 dce_push_long       | sending <dce_rpccount>=0
D1314 dce_pop_long        | got <dce_rpccount>=80144
D1315 dce_pop_int         | got <dce_svr_pid>=13146
D1316 dce_submit_ext      | data transferred, Socket <968> closed
D1317 dce_pop_long        | got <dce_result>=1
D1318 dce_table_destroy   | about to clear <9967950>
D1319 dce_table_destroy   | current time is <Mon Sep 07 15:29:29 2020>
D1320 dce_findserver      | current time is <Mon Sep 07 15:29:29 2020>
D1321 connect_broker_insta| Connected to broker <emis1.duih.org:13000> at socket <968>
D1322 dce_push_char_Nstr  | sending <interface>="sl_p_88"
D1323 dce_submit_ext      | about to submit RPC to <OECbroker:>
D1324 dce_submit_ext      |    :function<dce_get_serverlist>:socket<968>
D1325 dce_push_long       | sending <dce_rpccount>=0
